ortho,phon,lemme,Lexique383 cgram,Lexique383 freqlemfilms2,Lexique383 freqfilms2,Lexique383 islem,Lexique383 nblettres,Lexique383 puorth,Lexique383 puphon,Lexique383 nbsyll,Lexique383 cgramortho,Megalex-auditory rt.m,Megalex-auditory rt.sd,Megalex-auditory rt.n,Megalex-auditory zrt.m,Megalex-auditory zrt.sd,Megalex-auditory zrt.n,Megalex-auditory acy,Megalex-auditory acy.n,Megalex-auditory nbphon,Megalex-auditory puPhon,Megalex-auditory pld20,Megalex-auditory accd,Megalex-auditory fb,Megalex-auditory ff,Megalex-auditory ft,node,freqlemfilms2,freqlemlivres,freqfilms2,freqlivres,all,replace,delins
militant,milit@,militant,ADJ,0.92,0.53,1,8,8,6,3,"ADJ,NOM,VER",987.2686,163.32796,45,-0.5352227718,0.789562,45,1.0,45,6,6,2.25,571,6.20999992,1.74,7.95,82525,0.92,3.45,0.53,1.01,13,6,7
militant,milit@,militant,ADJ,0.92,0.53,1,8,8,6,3,"ADJ,NOM,VER",987.2686,163.32796,45,-0.5352227718,0.789562,45,1.0,45,6,6,2.25,571,6.20999992,1.74,7.95,82526,2.92,11.55,1.18,4.86,13,6,7
militant,milit@,militant,NOM,2.92,1.18,1,8,8,6,3,"ADJ,NOM,VER",987.2686,163.32796,45,-0.5352227718,0.789562,45,1.0,45,6,6,2.25,571,6.20999992,1.74,7.95,82525,0.92,3.45,0.53,1.01,13,6,7
militant,milit@,militant,NOM,2.92,1.18,1,8,8,6,3,"ADJ,NOM,VER",987.2686,163.32796,45,-0.5352227718,0.789562,45,1.0,45,6,6,2.25,571,6.20999992,1.74,7.95,82526,2.92,11.55,1.18,4.86,13,6,7
militant,milit@,militer,VER,1.1,0.03,0,8,8,6,3,"ADJ,NOM,VER",987.2686,163.32796,45,-0.5352227718,0.789562,45,1.0,45,6,6,2.25,571,6.20999992,1.74,7.95,82527,1.1,4.26,0.03,0.34,13,6,7
militante,milit@t,militant,ADJ,0.92,0.19,0,9,0,0,3,"ADJ,NOM",1110.6543,209.69482,45,0.2614459209,1.0771804,45,1.0,45,7,7,2.75,802,2.16999998,0.33,2.5,82528,0.92,3.45,0.19,1.22,5,0,5
militante,milit@t,militant,ADJ,0.92,0.19,0,9,0,0,3,"ADJ,NOM",1110.6543,209.69482,45,0.2614459209,1.0771804,45,1.0,45,7,7,2.75,802,2.16999998,0.33,2.5,82529,2.92,11.55,0.14,0.95,5,0,5
militante,milit@t,militant,NOM,2.92,0.14,0,9,0,0,3,"ADJ,NOM",1110.6543,209.69482,45,0.2614459209,1.0771804,45,1.0,45,7,7,2.75,802,2.16999998,0.33,2.5,82528,0.92,3.45,0.19,1.22,5,0,5
militante,milit@t,militant,NOM,2.92,0.14,0,9,0,0,3,"ADJ,NOM",1110.6543,209.69482,45,0.2614459209,1.0771804,45,1.0,45,7,7,2.75,802,2.16999998,0.33,2.5,82529,2.92,11.55,0.14,0.95,5,0,5
mille,mil,mille,ADJ:num,55.43,55.43,1,5,5,3,1,"ADJ:num,NOM",1144.3025,234.38929,37,0.3369344146,1.2145488,37,0.8125,48,3,3,1.0,490,169.72999987,81.59,251.32,82559,55.43,142.09,55.43,142.09,138,117,21
mille,mil,mille,ADJ:num,55.43,55.43,1,5,5,3,1,"ADJ:num,NOM",1144.3025,234.38929,37,0.3369344146,1.2145488,37,0.8125,48,3,3,1.0,490,169.72999987,81.59,251.32,82560,29.63,30.68,26.16,27.64,138,117,21
mille,mil,mille,NOM,29.63,26.16,1,5,5,3,1,"ADJ:num,NOM",1144.3025,234.38929,37,0.3369344146,1.2145488,37,0.8125,48,3,3,1.0,490,169.72999987,81.59,251.32,82559,55.43,142.09,55.43,142.09,138,117,21
mille,mil,mille,NOM,29.63,26.16,1,5,5,3,1,"ADJ:num,NOM",1144.3025,234.38929,37,0.3369344146,1.2145488,37,0.8125,48,3,3,1.0,490,169.72999987,81.59,251.32,82560,29.63,30.68,26.16,27.64,138,117,21
milliard,miljaR,milliard,NOM,17.52,4.02,1,8,8,6,2,NOM,1065.6203,175.73771,43,0.0475368864,0.8253892,43,0.9777778,45,6,6,1.95,768,2.43,4.02,6.45,82571,17.52,14.39,4.02,2.43,1,1,0
millième,miljEm,millième,ADJ,0.15,0.14,1,8,6,6,2,"ADJ,NOM",1129.1848,132.90303,37,0.5695714782,0.8449024,37,0.8837209,43,6,6,1.95,770,2.03000001,0.31,2.34,82601,0.15,1.15,0.14,1.15,1,1,0
millième,miljEm,millième,ADJ,0.15,0.14,1,8,6,6,2,"ADJ,NOM",1129.1848,132.90303,37,0.5695714782,0.8449024,37,0.8837209,43,6,6,1.95,770,2.03000001,0.31,2.34,82602,0.29,0.95,0.17,0.88,1,1,0
millième,miljEm,millième,NOM,0.29,0.17,1,8,6,6,2,"ADJ,NOM",1129.1848,132.90303,37,0.5695714782,0.8449024,37,0.8837209,43,6,6,1.95,770,2.03000001,0.31,2.34,82601,0.15,1.15,0.14,1.15,1,1,0
millième,miljEm,millième,NOM,0.29,0.17,1,8,6,6,2,"ADJ,NOM",1129.1848,132.90303,37,0.5695714782,0.8449024,37,0.8837209,43,6,6,1.95,770,2.03000001,0.31,2.34,82602,0.29,0.95,0.17,0.88,1,1,0
millier,milje,millier,NOM,37.94,3.15,1,7,6,5,2,NOM,978.1321,109.27397,38,-0.5529298143,0.7525701,38,0.8636364,44,5,5,1.7,448,2.36000002,3.15,5.51,82579,37.94,42.43,3.15,2.36,25,15,10
million,milj§,million,NOM,124.7,36.78,1,7,7,5,2,NOM,1006.5916,187.72412,41,-0.4831092967,0.6592604,41,0.9761905,42,5,5,2.45,540,7.8400001,36.78,44.62,82591,124.7,54.05,36.78,7.84,14,13,1
mima,mima,mimer,VER,0.93,0.0,0,4,0,0,2,VER,923.8133,223.67818,40,-0.8726134978,1.0401509,40,0.8695652,46,4,4,1.45,413,1.21999998,0.0,1.22,82623,0.93,9.86,0.0,1.22,34,27,7
mimait,mimE,mimer,VER,0.93,0.13,0,6,0,4,2,VER,907.8865,139.60889,43,-1.0248375263,0.7953205,43,0.9555556,45,4,4,1.7,443,1.95999999,0.13,2.09,82626,0.93,9.86,0.13,1.96,33,27,6
mimant,mim@,mimer,VER,0.93,0.16,0,6,0,0,2,VER,1007.6276,227.3062,47,-0.4886549525,1.1042662,47,1.0,48,4,4,1.35,461,1.69,0.16,1.85,82627,0.93,9.86,0.16,1.69,38,32,6
mimer,mime,mimer,VER,0.93,0.11,1,5,5,4,2,VER,941.0392,136.79127,50,-0.7183861687,0.9053183,50,1.0,50,4,4,1.4,439,1.95999999,0.11,2.07,82632,0.93,9.86,0.11,1.96,48,43,5
mimique,mimik,mimique,NOM,0.19,0.01,1,7,5,5,2,"ADJ,NOM",950.822,133.12083,42,-0.7875503025,0.5512704,42,0.9767442,43,5,5,1.85,526,3.72000001,0.01,3.73,82638,0.0,0.34,0.0,0.14,7,4,3
mimique,mimik,mimique,NOM,0.19,0.01,1,7,5,5,2,"ADJ,NOM",950.822,133.12083,42,-0.7875503025,0.5512704,42,0.9767442,43,5,5,1.85,526,3.72000001,0.01,3.73,82639,0.19,6.22,0.01,3.58,7,4,3
mimique,mimik,mimique,ADJ,0.0,0.0,1,7,5,5,2,"ADJ,NOM",950.822,133.12083,42,-0.7875503025,0.5512704,42,0.9767442,43,5,5,1.85,526,3.72000001,0.01,3.73,82638,0.0,0.34,0.0,0.14,7,4,3
mimique,mimik,mimique,ADJ,0.0,0.0,1,7,5,5,2,"ADJ,NOM",950.822,133.12083,42,-0.7875503025,0.5512704,42,0.9767442,43,5,5,1.85,526,3.72000001,0.01,3.73,82639,0.19,6.22,0.01,3.58,7,4,3
mince,m5s,mince,ONO,14.62,14.62,1,5,5,3,1,"ADJ,ONO",930.9328,176.16987,50,-0.8767012234,0.9425975,50,1.0,50,3,3,1.45,507,63.17999959,28.72,91.9,82686,16.27,78.51,14.1,60.34,41,34,7
mince,m5s,mince,ONO,14.62,14.62,1,5,5,3,1,"ADJ,ONO",930.9328,176.16987,50,-0.8767012234,0.9425975,50,1.0,50,3,3,1.45,507,63.17999959,28.72,91.9,82687,14.62,2.84,14.62,2.84,41,34,7
mince,m5s,mince,ADJ,16.27,14.1,1,5,5,3,1,"ADJ,ONO",930.9328,176.16987,50,-0.8767012234,0.9425975,50,1.0,50,3,3,1.45,507,63.17999959,28.72,91.9,82686,16.27,78.51,14.1,60.34,41,34,7
mince,m5s,mince,ADJ,16.27,14.1,1,5,5,3,1,"ADJ,ONO",930.9328,176.16987,50,-0.8767012234,0.9425975,50,1.0,50,3,3,1.45,507,63.17999959,28.72,91.9,82687,14.62,2.84,14.62,2.84,41,34,7
minceur,m5s9R,minceur,NOM,0.2,0.2,1,7,6,4,2,NOM,1034.6258,208.4567,47,-0.3453232972,0.9613765,47,1.0,47,5,4,1.75,763,2.3,0.2,2.5,82689,0.2,2.36,0.2,2.3,6,6,0
minci,m5si,mincir,VER,0.55,0.21,0,5,0,0,2,VER,987.0923,130.29588,43,-0.3679283294,0.9451346,43,0.9772727,44,4,4,1.7,539,0.14,0.21,0.35,82691,0.55,0.2,0.21,0.14,16,3,13
mine,min,miner,VER,4.83,2.13,0,4,4,3,1,"NOM,VER",918.0935,162.98825,46,-0.953256642,0.8989727,46,0.92,50,3,3,1.0,442,52.44000007,38.97,91.41,82697,4.83,10.47,2.13,4.26,91,63,28
mine,min,mine,NOM,48.08,36.84,1,4,4,3,1,"NOM,VER",918.0935,162.98825,46,-0.953256642,0.8989727,46,0.92,50,3,3,1.0,442,52.44000007,38.97,91.41,82696,48.08,65.88,36.84,48.18,91,63,28
miner,mine,miner,VER,4.83,0.58,1,5,5,4,2,VER,1001.9415,187.94123,39,-0.4111786353,1.0643526,39,0.9069767,43,4,4,1.0,437,1.34999999,0.58,1.93,82699,4.83,10.47,0.58,1.35,80,66,14
minerai,min°RE,minerai,NOM,1.38,1.21,1,7,6,4,3,"VER,NOM",1129.7527,184.09315,42,0.1929546127,0.8014717,42,0.9333333,45,5,6,3.3,516,0.94999999,1.24,2.19,82702,1.38,1.01,1.21,0.95,15,15,0
minerai,min°RE,miner,VER,4.83,0.03,0,7,6,4,3,"VER,NOM",1129.7527,184.09315,42,0.1929546127,0.8014717,42,0.9333333,45,5,6,3.3,516,0.94999999,1.24,2.19,82701,4.83,10.47,0.03,0.0,15,15,0
minet,minE,minet,NOM,7.09,2.22,1,5,5,4,2,NOM,1074.3315,229.34566,37,-0.0122655869,1.1228292,37,0.8636364,44,4,4,1.55,422,2.22999998,2.22,4.45,82709,7.09,6.42,2.22,2.23,52,44,8
minette,minEt,minet,NOM,7.09,2.98,0,7,0,0,2,NOM,983.2074,139.75657,50,-0.574786715,0.6535002,50,1.0,50,5,5,1.5,545,2.03000001,2.98,5.01,82711,7.09,6.42,2.98,2.03,22,19,3
mineur,min9R,mineur,ADJ,8.01,3.79,1,6,5,4,2,"ADJ,NOM",957.8931,100.98298,45,-0.6041673535,0.5824806,45,1.0,46,5,4,1.85,709,6.74999996,7.05,13.8,82713,8.01,6.62,3.79,2.7,6,6,0
mineur,min9R,mineur,ADJ,8.01,3.79,1,6,5,4,2,"ADJ,NOM",957.8931,100.98298,45,-0.6041673535,0.5824806,45,1.0,46,5,4,1.85,709,6.74999996,7.05,13.8,82714,8.79,11.96,3.26,4.05,6,6,0
mineur,min9R,mineur,NOM,8.79,3.26,1,6,5,4,2,"ADJ,NOM",957.8931,100.98298,45,-0.6041673535,0.5824806,45,1.0,46,5,4,1.85,709,6.74999996,7.05,13.8,82713,8.01,6.62,3.79,2.7,6,6,0
mineur,min9R,mineur,NOM,8.79,3.26,1,6,5,4,2,"ADJ,NOM",957.8931,100.98298,45,-0.6041673535,0.5824806,45,1.0,46,5,4,1.85,709,6.74999996,7.05,13.8,82714,8.79,11.96,3.26,4.05,6,6,0
minimal,minimal,minimal,ADJ,1.39,0.28,1,7,7,7,3,ADJ,997.3091,136.18123,43,-0.3837431433,0.7920776,43,0.9347826,46,7,7,2.55,665,0.34000001,0.28,0.62,82748,1.39,0.81,0.28,0.34,2,0,2
minime,minim,minime,NOM,0.28,0.05,1,6,6,5,2,"ADJ,NOM",1073.3966,192.9326,47,0.1354339127,0.8449334,47,1.0,47,5,5,1.95,633,2.22999998,1.09,3.32,82756,1.87,2.84,1.04,2.16,6,1,5
minime,minim,minime,NOM,0.28,0.05,1,6,6,5,2,"ADJ,NOM",1073.3966,192.9326,47,0.1354339127,0.8449334,47,1.0,47,5,5,1.95,633,2.22999998,1.09,3.32,82757,0.28,0.14,0.05,0.07,6,1,5
minime,minim,minime,ADJ,1.87,1.04,1,6,6,5,2,"ADJ,NOM",1073.3966,192.9326,47,0.1354339127,0.8449334,47,1.0,47,5,5,1.95,633,2.22999998,1.09,3.32,82756,1.87,2.84,1.04,2.16,6,1,5
minime,minim,minime,ADJ,1.87,1.04,1,6,6,5,2,"ADJ,NOM",1073.3966,192.9326,47,0.1354339127,0.8449334,47,1.0,47,5,5,1.95,633,2.22999998,1.09,3.32,82757,0.28,0.14,0.05,0.07,6,1,5
minois,minwa,minois,NOM,1.11,1.11,1,6,5,5,2,NOM,1113.2705,124.38078,37,0.4462216468,0.817058,37,0.8043478,46,5,5,1.75,486,1.55,1.11,2.66,82798,1.11,1.55,1.11,1.55,9,6,3
minou,minu,minou,NOM,7.0,6.46,1,5,5,4,2,NOM,983.3237,132.11787,42,-0.5339086526,0.8896681,42,0.9130435,46,4,4,1.55,378,1.55,6.46,8.01,82809,7.0,1.55,6.46,1.55,27,20,7
minuit,min8i,minuit,NOM,38.51,38.47,1,6,5,4,2,NOM,1024.7652,123.7017,41,-0.126996793,0.8674592,41,0.9545455,44,5,4,1.95,569,29.80000025,38.47,68.27,82812,38.51,29.86,38.47,29.8,3,0,3
minus,minys,minus,NOM,8.35,8.35,1,5,5,5,2,NOM,1203.9448,210.163,46,0.9347769762,1.0138818,46,0.9387755,49,5,5,1.8,758,2.49999996,8.35,10.85,82814,8.35,2.5,8.35,2.5,11,9,2
minute,minyt,minute,NOM,342.28,144.83,1,6,6,5,2,"NOM,VER",1011.4446,183.30661,47,-0.3283930442,0.9205622,47,1.0,47,5,5,1.85,620,61.35000031,145.78,207.13,82821,342.28,201.42,144.83,60.74,9,3,6
minute,minyt,minuter,VER,2.04,0.95,0,6,6,5,2,"NOM,VER",1011.4446,183.30661,47,-0.3283930442,0.9205622,47,1.0,47,5,5,1.85,620,61.35000031,145.78,207.13,82822,2.04,1.69,0.95,0.61,9,3,6
minuter,minyte,minuter,VER,2.04,0.17,1,7,7,6,3,VER,1084.3121,187.76116,43,0.0712108377,0.7459837,43,0.9166667,48,6,6,1.95,612,0.0,0.17,0.17,82823,2.04,1.69,0.17,0.0,7,1,6
minutie,minysi,minutie,NOM,0.62,0.48,1,7,7,6,3,NOM,1163.0358,193.99494,35,0.5945718884,0.6183523,35,0.7777778,45,6,6,2.5,596,3.44999999,0.48,3.93,82830,0.62,3.58,0.48,3.45,1,0,1
mirage,miRaZ,mirage,NOM,1.83,1.42,1,6,5,5,2,NOM,1013.2231,182.83629,44,-0.4067834859,0.9594415,44,0.9777778,45,5,5,1.75,639,6.08000004,1.42,7.5,82882,1.83,10.07,1.42,6.08,8,7,1
miroir,miRwaR,miroir,NOM,28.35,24.89,1,6,6,6,2,NOM,937.6005,121.0436,47,-0.7343423984,0.6490309,47,1.0,47,6,6,1.85,701,48.57999972,24.89,73.47,82913,28.35,63.99,24.89,48.58,6,6,0
miroiter,miRwate,miroiter,VER,0.39,0.29,1,8,8,7,3,VER,1135.288,185.18887,43,0.4332040537,1.0159662,43,0.9782609,46,7,7,2.65,703,2.69999997,0.29,2.99,82927,0.39,5.74,0.29,2.7,10,6,4
miros,miRo,miro,ADJ,1.32,0.0,0,5,0,4,2,ADJ,1092.0055,241.39813,35,0.1341589133,1.3201596,35,0.7608696,46,4,4,1.25,447,0.07000001,0.0,0.07,82934,1.32,0.61,0.0,0.07,41,30,11
mise,miz,mise,NOM,32.05,29.78,1,4,4,3,1,"VER,ADJ,NOM",962.2109,152.42041,47,-0.7073189836,0.6709208,47,0.9591837,49,3,3,1.05,476,85.61000028,67.92,153.53,82955,1.08,3.18,0.56,2.5,88,64,24
mise,miz,mise,NOM,32.05,29.78,1,4,4,3,1,"VER,ADJ,NOM",962.2109,152.42041,47,-0.7073189836,0.6709208,47,0.9591837,49,3,3,1.05,476,85.61000028,67.92,153.53,82956,32.05,39.86,29.78,36.08,88,64,24
mise,miz,mise,ADJ,1.08,0.56,1,4,4,3,1,"VER,ADJ,NOM",962.2109,152.42041,47,-0.7073189836,0.6709208,47,0.9591837,49,3,3,1.05,476,85.61000028,67.92,153.53,82955,1.08,3.18,0.56,2.5,88,64,24
mise,miz,mise,ADJ,1.08,0.56,1,4,4,3,1,"VER,ADJ,NOM",962.2109,152.42041,47,-0.7073189836,0.6709208,47,0.9591837,49,3,3,1.05,476,85.61000028,67.92,153.53,82956,32.05,39.86,29.78,36.08,88,64,24
mise,miz,miser,VER,11.8,2.25,0,4,4,3,1,"VER,ADJ,NOM",962.2109,152.42041,47,-0.7073189836,0.6709208,47,0.9591837,49,3,3,1.05,476,85.61000028,67.92,153.53,82957,11.8,3.78,2.25,0.34,88,64,24
mise,miz,mettre,VER,1004.83,35.33,0,4,4,3,1,"VER,ADJ,NOM",962.2109,152.42041,47,-0.7073189836,0.6709208,47,0.9591837,49,3,3,1.05,476,85.61000028,67.92,153.53,82954,1004.83,1083.72,35.33,46.69,88,64,24
miser,mize,miser,VER,11.8,2.79,1,5,5,4,2,VER,1007.5963,146.06434,42,-0.2933572246,1.0030194,42,0.9767442,43,4,4,1.4,465,0.74000001,2.79,3.53,82959,11.8,3.78,2.79,0.74,64,54,10
misère,mizER,misère,NOM,18.77,16.85,1,6,4,5,2,NOM,1049.8965,183.91924,43,-0.1331350591,0.9918695,43,0.8958333,48,5,5,1.75,628,39.46000015,16.85,56.31,83008,18.77,47.23,16.85,39.46,12,8,4
missile,misil,missile,NOM,16.7,7.47,1,7,7,5,2,NOM,1049.3462,114.04089,46,-0.0409527552,0.7755093,46,0.9795918,49,5,5,1.85,656,0.40999999,7.47,7.88,82982,16.7,0.74,7.47,0.41,6,5,1
mission,misj§,mission,NOM,85.24,80.02,1,7,7,5,2,NOM,970.9783,134.56329,44,-0.6920519171,0.6154705,44,0.9777778,45,5,5,2.45,533,42.35999965,80.02,122.38,82985,85.24,48.45,80.02,42.36,19,12,7
mistral,mistRal,mistral,NOM,0.02,0.02,1,7,5,5,2,NOM,1199.3117,159.11707,37,0.8151130189,0.753966,37,1.0,39,7,5,2.45,872,1.95999999,0.02,1.98,83005,0.02,2.03,0.02,1.96,2,0,2
mites,mit,mite,NOM,1.18,0.81,0,5,0,3,1,"NOM,VER",1007.4695,136.4511,45,-0.3310994317,0.9301932,45,0.9574468,47,3,3,1.0,512,1.69,0.82,2.51,83044,1.18,2.23,0.81,1.69,150,116,34
mites,mit,miter,VER,0.23,0.01,0,5,0,3,1,"NOM,VER",1007.4695,136.4511,45,-0.3310994317,0.9301932,45,0.9574468,47,3,3,1.0,512,1.69,0.82,2.51,83045,0.23,0.34,0.01,0.0,150,116,34
miteuse,mit2z,miteux,NOM,0.42,0.0,0,7,0,0,2,"ADJ,NOM",1037.239,151.13691,41,-0.2061156243,0.9518749,41,0.8913043,46,5,5,1.9,676,1.21999998,0.25,1.47,83046,1.98,4.86,0.25,1.08,13,11,2
miteuse,mit2z,miteux,NOM,0.42,0.0,0,7,0,0,2,"ADJ,NOM",1037.239,151.13691,41,-0.2061156243,0.9518749,41,0.8913043,46,5,5,1.9,676,1.21999998,0.25,1.47,83047,0.42,1.08,0.0,0.14,13,11,2
miteuse,mit2z,miteux,ADJ,1.98,0.25,0,7,0,0,2,"ADJ,NOM",1037.239,151.13691,41,-0.2061156243,0.9518749,41,0.8913043,46,5,5,1.9,676,1.21999998,0.25,1.47,83046,1.98,4.86,0.25,1.08,13,11,2
miteuse,mit2z,miteux,ADJ,1.98,0.25,0,7,0,0,2,"ADJ,NOM",1037.239,151.13691,41,-0.2061156243,0.9518749,41,0.8913043,46,5,5,1.9,676,1.21999998,0.25,1.47,83047,0.42,1.08,0.0,0.14,13,11,2
miteux,mit2,miteux,ADJ,1.98,1.72,1,6,6,4,2,"ADJ,NOM",1030.8757,117.8404,43,-0.2127390953,0.6167892,43,0.9555556,45,4,4,1.45,553,4.33000001,2.14,6.47,83051,1.98,4.86,1.72,3.38,27,18,9
miteux,mit2,miteux,ADJ,1.98,1.72,1,6,6,4,2,"ADJ,NOM",1030.8757,117.8404,43,-0.2127390953,0.6167892,43,0.9555556,45,4,4,1.45,553,4.33000001,2.14,6.47,83052,0.42,1.08,0.42,0.95,27,18,9
miteux,mit2,miteux,NOM,0.42,0.42,1,6,6,4,2,"ADJ,NOM",1030.8757,117.8404,43,-0.2127390953,0.6167892,43,0.9555556,45,4,4,1.45,553,4.33000001,2.14,6.47,83051,1.98,4.86,1.72,3.38,27,18,9
miteux,mit2,miteux,NOM,0.42,0.42,1,6,6,4,2,"ADJ,NOM",1030.8757,117.8404,43,-0.2127390953,0.6167892,43,0.9555556,45,4,4,1.45,553,4.33000001,2.14,6.47,83052,0.42,1.08,0.42,0.95,27,18,9
mitonner,mitone,mitonner,VER,0.19,0.14,1,8,6,5,3,VER,1073.1231,187.10457,37,-0.0825255926,1.0130247,37,0.7916667,48,6,6,1.85,572,0.74000001,0.14,0.88,83076,0.19,2.7,0.14,0.74,6,5,1
mitraille,mitRaj,mitraille,NOM,0.65,0.65,1,9,9,6,2,"NOM,VER",1049.961,169.4203,44,-0.1376118877,0.9083225,44,0.9777778,45,6,6,1.85,732,3.24000003,1.07,4.31,83099,0.65,3.18,0.65,3.04,14,3,11
mitraille,mitRaj,mitrailler,VER,1.55,0.42,0,9,9,6,2,"NOM,VER",1049.961,169.4203,44,-0.1376118877,0.9083225,44,0.9777778,45,6,6,1.85,732,3.24000003,1.07,4.31,83100,1.55,3.85,0.42,0.2,14,3,11
mixte,mikst,mixte,ADJ,2.81,2.23,1,5,5,5,1,ADJ,1158.3626,136.54597,45,0.7166388994,0.8451879,45,0.9583333,48,5,5,1.75,712,2.3,2.23,4.53,83143,2.81,3.45,2.23,2.3,10,8,2
moche,mOS,moche,ADJ,28.73,25.64,1,5,5,3,1,ADJ,914.6989,125.98509,50,-0.99962866,0.7305508,50,1.0,50,3,2,1.0,497,14.32000017,25.64,39.96,83213,28.73,17.77,25.64,14.32,72,66,6
mode,mOd,mode,NOM,31.67,30.79,1,4,4,3,1,NOM,1092.5682,156.61953,48,0.1227366747,0.7424595,48,0.98,50,3,2,1.35,571,46.95999951,30.79,77.75,83222,31.67,51.69,30.79,46.96,49,44,5
modèle,modEl,modèle,ADJ,6.71,5.66,1,6,4,5,2,"VER,ADJ,NOM",1015.7109,151.0536,45,-0.2931422854,0.8548493,45,1.0,45,5,2,1.85,630,36.08000039,25.49,61.57,83337,6.71,9.66,5.66,7.3,10,10,0
modèle,modEl,modèle,ADJ,6.71,5.66,1,6,4,5,2,"VER,ADJ,NOM",1015.7109,151.0536,45,-0.2931422854,0.8548493,45,1.0,45,5,2,1.85,630,36.08000039,25.49,61.57,83338,25.06,35.95,19.56,27.5,10,10,0
modèle,modEl,modèle,NOM,25.06,19.56,1,6,4,5,2,"VER,ADJ,NOM",1015.7109,151.0536,45,-0.2931422854,0.8548493,45,1.0,45,5,2,1.85,630,36.08000039,25.49,61.57,83337,6.71,9.66,5.66,7.3,10,10,0
modèle,modEl,modèle,NOM,25.06,19.56,1,6,4,5,2,"VER,ADJ,NOM",1015.7109,151.0536,45,-0.2931422854,0.8548493,45,1.0,45,5,2,1.85,630,36.08000039,25.49,61.57,83338,25.06,35.95,19.56,27.5,10,10,0
modèle,modEl,modeler,VER,2.42,0.27,0,6,4,5,2,"VER,ADJ,NOM",1015.7109,151.0536,45,-0.2931422854,0.8548493,45,1.0,45,5,2,1.85,630,36.08000039,25.49,61.57,83336,2.42,8.24,0.27,1.28,10,10,0
modelée,mod°le,modeler,VER,2.42,0.18,0,7,0,6,3,VER,1065.725,172.11343,42,0.0051100602,1.006881,42,0.875,48,5,6,3.0,552,1.01000001,0.18,1.19,83236,2.42,8.24,0.18,1.01,10,10,0
modeler,mod°le,modeler,VER,2.42,1.16,1,7,7,6,3,VER,971.6908,152.62792,46,-0.5747915797,0.7163409,46,0.9787234,47,5,6,3.0,538,2.03000001,1.16,3.19,83231,2.42,8.24,1.16,2.03,10,10,0
modem,modEm,modem,NOM,0.43,0.37,1,5,5,5,2,NOM,1253.0046,212.99002,34,0.9696990607,0.8729962,34,0.8636364,44,5,4,1.95,681,0.0,0.37,0.37,83240,0.43,0.0,0.37,0.0,9,9,0
modérer,modeRe,modérer,VER,1.32,0.34,1,7,6,6,3,VER,962.5738,180.96274,50,-0.7211082055,0.9911094,50,1.0,50,6,6,2.1,542,1.61999999,0.34,1.96,83358,1.32,3.51,0.34,1.62,8,4,4
moderne,modERn,moderne,NOM,1.09,0.8,1,7,7,6,2,"ADJ,NOM",1063.1269,263.05004,48,-0.3005339245,1.0748384,48,1.0,48,6,4,2.35,707,25.73999982,17.57,43.31,83246,21.3,34.73,16.77,24.46,1,0,1
moderne,modERn,moderne,NOM,1.09,0.8,1,7,7,6,2,"ADJ,NOM",1063.1269,263.05004,48,-0.3005339245,1.0748384,48,1.0,48,6,4,2.35,707,25.73999982,17.57,43.31,83247,1.09,1.89,0.8,1.28,1,0,1
moderne,modERn,moderne,ADJ,21.3,16.77,1,7,7,6,2,"ADJ,NOM",1063.1269,263.05004,48,-0.3005339245,1.0748384,48,1.0,48,6,4,2.35,707,25.73999982,17.57,43.31,83246,21.3,34.73,16.77,24.46,1,0,1
moderne,modERn,moderne,ADJ,21.3,16.77,1,7,7,6,2,"ADJ,NOM",1063.1269,263.05004,48,-0.3005339245,1.0748384,48,1.0,48,6,4,2.35,707,25.73999982,17.57,43.31,83247,1.09,1.89,0.8,1.28,1,0,1
modeste,modEst,modeste,ADJ,10.64,9.06,1,7,7,6,2,ADJ,1093.2738,134.25794,46,0.173450283,0.7517887,46,1.0,46,6,6,2.05,797,23.37999993,9.06,32.44,83270,10.64,31.69,9.06,23.38,7,3,4
modestie,modEsti,modestie,NOM,3.96,3.96,1,8,7,7,3,NOM,1036.6824,148.95884,49,-0.0059277764,0.838958,49,1.0,49,7,7,2.6,687,10.2700001,3.96,14.23,83273,3.96,10.34,3.96,10.27,3,0,3
modifiait,modifjE,modifier,VER,10.9,0.04,0,9,0,0,3,VER,1136.7465,175.04189,47,0.4308861394,0.9605757,47,1.0,48,7,7,2.75,754,1.75999999,0.04,1.8,83281,10.9,18.85,0.04,1.76,17,16,1
modifier,modifje,modifier,VER,10.9,4.17,1,8,7,7,3,VER,988.0385,141.55105,43,-0.4309437694,0.758562,43,0.9777778,45,7,7,2.2,690,6.96000004,4.17,11.13,83288,10.9,18.85,4.17,6.96,20,20,0
modulait,modylE,moduler,VER,0.2,0.0,0,8,0,0,3,VER,1240.2664,155.39842,38,1.2814381043,0.75288,38,0.8510638,47,6,6,2.3,685,0.14,0.0,0.14,83319,0.2,4.19,0.0,0.14,17,10,7
module,modyl,module,NOM,7.03,6.49,1,6,6,5,2,"NOM,VER",971.3182,131.89673,44,-0.5436291378,0.6794936,44,0.9777778,45,5,5,1.85,591,0.94999999,6.59,7.54,83324,7.03,0.61,6.49,0.54,20,10,10
module,modyl,moduler,VER,0.2,0.1,0,6,6,5,2,"NOM,VER",971.3182,131.89673,44,-0.5436291378,0.6794936,44,0.9777778,45,5,5,1.85,591,0.94999999,6.59,7.54,83325,0.2,4.19,0.1,0.41,20,10,10
