lower,node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,all_cc,replace_cc,pos_l50_cc,pos_m50_cc
seldom,15377,seldom,sEldxm,1,1,0,1,0,-1,-1,-1,-1
select,15378,select,sxlEkt,2,1,1,2,0,1,-1,1,-1
selection,15379,selection,sxlEkS|n,1,0,1,1,0,-1,-1,-1,-1
self,15382,self,sElf,7,5,2,4,3,0.285714286,0.2,0.5,1
selfish,15383,selfish,sElfIS,1,1,0,1,0,-1,-1,-1,-1
selvedge,15385,selvedge,sElvIJ,1,1,0,1,0,-1,-1,-1,-1
selves,15386,selves,sElvz,2,1,1,2,0,1,-1,1,-1
semen,15390,semen,simxn,4,4,0,4,0,0.5,0.5,0.5,-1
seminary,15399,seminary,sEmxnEri,1,1,0,0,1,-1,-1,-1,-1
semite,15400,Semite,sEmYt,1,0,1,1,0,-1,-1,-1,-1
sen,15403,sen,sEn,28,23,5,20,8,0.298941799,0.367588933,0.521052632,0.5
senate,15404,senate,sEn|t,5,3,2,3,2,0.1,0.333333333,0.333333333,0
senator,15405,senator,sEn|tX,2,0,2,0,2,0,-1,-1,0
send,15407,send,sEnd,18,13,5,13,5,0.287581699,0.41025641,0.474358974,0.7
senna,15413,senna,sEnx,5,4,1,1,4,0.6,0.5,-1,1
sensation,15414,sensation,sEnseS|n,1,0,1,1,0,-1,-1,-1,-1
sense,15415,sense,sEns,13,11,2,7,6,0.269230769,0.327272727,0.714285714,0.4
sensor,15422,sensor,sEnsor,1,1,0,0,1,-1,-1,-1,-1
sensory,15423,sensory,sEnsXi,2,1,1,0,2,0,-1,-1,0
sentence,15428,sentence,sEntNs,1,1,0,0,1,-1,-1,-1,-1
sentinel,15433,sentinel,sEntNL,2,2,0,0,2,0,0,-1,0
sentry,15434,sentry,sEntri,3,2,1,2,1,0.333333333,0,1,-1
sepal,15435,sepal,sipL,4,2,2,3,1,0,0,0,-1
separation,15438,separation,sEpXeS|n,1,1,0,1,0,-1,-1,-1,-1
sepsis,15442,sepsis,sEps|s,1,1,0,1,0,-1,-1,-1,-1
septic,15444,septic,sEptIk,3,1,2,3,0,0,-1,0,-1
sequel,15449,sequel,sikwL,1,0,1,1,0,-1,-1,-1,-1
seraphic,15459,seraphic,sX@fIk,1,1,0,0,1,-1,-1,-1,-1
serene,15461,serene,sXin,4,3,1,4,0,0.5,1,0.5,-1
serf,15462,serf,sRf,8,6,2,3,5,0.357142857,0.4,0,1
serge,15463,serge,sRJ,15,11,4,10,5,0.238095238,0.272727273,0.333333333,1
sergeant,15464,sergeant,sarJ|nt,2,1,1,2,0,1,-1,1,-1
series,15465,series,sIriz,1,1,0,0,1,-1,-1,-1,-1
serious,15466,serious,sIrixs,1,1,0,0,1,-1,-1,-1,-1
sermon,15467,sermon,sRmxn,7,6,1,7,0,0.380952381,0.4,0.380952381,-1
serpent,15468,serpent,sRpxnt,1,1,0,1,0,-1,-1,-1,-1
serrate,15469,serrate,sXet,5,4,1,5,0,1,1,1,-1
serried,15471,serried,sErid,1,1,0,1,0,-1,-1,-1,-1
serum,15472,serum,sIrM,3,2,1,1,2,0,0,-1,0
servant,15473,servant,sRvxnt,1,1,0,1,0,-1,-1,-1,-1
serve,15474,serve,sRv,14,10,4,7,7,0.186813187,0.266666667,0.285714286,0.523809524
service,15475,service,sRvxs,2,2,0,2,0,0,0,0,-1
servile,15476,servile,sRvL,4,3,1,1,3,0.166666667,0,-1,0.333333333
servility,15477,servility,sRvIl|ti,1,1,0,1,0,-1,-1,-1,-1
sessile,15481,sessile,sEsL,5,5,0,4,1,0.3,0.3,0.5,-1
set,15482,set,sEt,32,24,8,22,10,0.213709677,0.351449275,0.398268398,0.311111111
settee,15484,settee,sEti,6,5,1,3,3,0.266666667,0.2,0.333333333,1
setter,15485,setter,sEtX,15,9,6,9,6,0.114285714,0.166666667,0.194444444,0.333333333
settle,15486,settle,sEtL,10,9,1,6,4,0.288888889,0.305555556,0.666666667,0.5
settler,15488,settler,sEtlX,2,0,2,0,2,1,-1,-1,1
seven,15489,seven,sEvxn,2,2,0,2,0,1,1,1,-1
seventeen,15490,seventeen,sEvxntin,1,0,1,0,1,-1,-1,-1,-1
seventy,15491,seventy,sEvxnti,1,0,1,0,1,-1,-1,-1,-1
sever,15492,sever,sEvX,8,5,3,5,3,0.142857143,0.2,0.3,0.333333333
several,15493,several,sEvXL,1,0,1,0,1,-1,-1,-1,-1
sew,15495,sew,so,29,21,8,14,15,0.325123153,0.504761905,1,0.361904762
sewer,15497,sewer,suX,9,6,3,1,8,0.472222222,0.666666667,-1,0.607142857
sewing,15498,sewing,soIG,5,4,1,5,0,0.6,0.5,0.6,-1
sewn,15499,sewn,son,27,23,4,22,5,0.319088319,0.367588933,0.441558442,1
sex,15500,sex,sEks,6,5,1,4,2,0.2,0.1,0.5,0
sextant,15501,sextant,sEkst|nt,2,0,2,1,1,0,-1,-1,-1
sexton,15503,sexton,sEkst|n,1,0,1,0,1,-1,-1,-1,-1
sexual,15504,sexual,sEkSuL,1,0,1,1,0,-1,-1,-1,-1
shabby,15507,shabby,S@bi,7,5,2,4,3,0.380952381,0.4,1,0.333333333
shack,15508,shack,S@k,22,20,2,16,6,0.285714286,0.347368421,0.5,0.4
shackle,15509,shackle,S@kL,5,4,1,4,1,0.6,1,1,-1
shad,15510,shad,S@d,20,18,2,15,5,0.352631579,0.37254902,0.580952381,0.6
shade,15511,shade,Sed,18,17,1,12,6,0.320261438,0.308823529,0.515151515,1
shading,15512,shading,SedIG,1,1,0,1,0,-1,-1,-1,-1
shadow,15513,shadow,S@do,3,2,1,0,3,0.333333333,1,-1,0.333333333
shaft,15514,shaft,S@ft,5,4,1,5,0,0.6,0.5,0.6,-1
shag,15515,shag,S@g,15,15,0,11,4,0.580952381,0.580952381,1,1
shake,15516,shake,Sek,24,22,2,17,7,0.307971014,0.324675325,0.514705882,0.714285714
shaken,15517,shaken,Sek|n,3,3,0,3,0,1,1,1,-1
shaky,15518,shaky,Seki,1,0,1,0,1,-1,-1,-1,-1
shale,15519,shale,Sel,27,26,1,21,6,0.413105413,0.4,0.619047619,1
shall,15520,shall,S@l,13,10,3,6,7,0.243589744,0.355555556,0.666666667,0.428571429
shallop,15521,shallop,S@lxp,2,2,0,2,0,1,1,1,-1
shallow,15522,shallow,S@lo,12,10,2,7,5,0.378787879,0.377777778,1,0.4
sham,15523,sham,S@m,15,13,2,10,5,0.4,0.435897436,0.8,0.6
shamble,15524,shamble,S@mbL,3,2,1,3,0,1,1,1,-1
shame,15525,shame,Sem,17,16,1,11,6,0.441176471,0.425,0.818181818,1
shank,15529,shank,S@Gk,12,9,3,11,1,0.696969697,1,0.836363636,-1
shape,15530,shape,Sep,16,15,1,10,6,0.325,0.314285714,0.533333333,1
shard,15531,shard,Sard,12,11,1,9,3,0.560606061,0.672727273,1,0.333333333
share,15532,share,SEr,22,20,2,18,4,0.432900433,0.457894737,0.633986928,0.5
shark,15533,shark,Sark,10,8,2,7,3,0.488888889,0.571428571,1,0.333333333
sharp,15534,sharp,Sarp,5,4,1,2,3,0.2,0.333333333,1,0.333333333
sharpen,15535,sharpen,Sarpxn,1,1,0,1,0,-1,-1,-1,-1
shatter,15536,shatter,S@tX,10,9,1,9,1,0.622222222,0.583333333,0.777777778,-1
shave,15537,shave,Sev,16,16,0,10,6,0.366666667,0.366666667,0.644444444,1
shaven,15538,shaven,Sevxn,2,2,0,2,0,1,1,1,-1
shaves,15539,shaves,S@vz,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
shawl,15540,shawl,Scl,16,15,1,16,0,0.541666667,0.523809524,0.541666667,-1
she,15541,she,Si,31,21,10,19,12,0.389247312,0.676190476,0.894736842,0.424242424
sheaf,15542,sheaf,Sif,14,13,1,7,7,0.395604396,0.384615385,0.714285714,1
shear,15543,shear,SIr,26,24,2,21,5,0.455384615,0.47826087,0.676190476,0.6
shears,15544,shears,SIrz,1,0,1,0,1,-1,-1,-1,-1
sheath,15545,sheath,SiT,11,10,1,4,7,0.490909091,0.466666667,1,1
sheathe,15546,sheathe,SiD,11,9,2,3,8,0.436363636,0.5,1,0.75
sheaths,15547,sheaths,SiDz,2,1,1,0,2,0,-1,-1,0
sheave,15548,sheave,SIv,10,9,1,5,5,0.222222222,0.277777778,0.4,0.6
sheaves,15549,sheaves,Sivz,6,5,1,5,1,0.4,0.3,0.6,-1
shed,15550,shed,SEd,17,16,1,14,3,0.338235294,0.375,0.472527473,1
sheen,15551,sheen,Sin,21,20,1,14,7,0.342857143,0.347368421,0.56043956,1
sheep,15552,sheep,Sip,20,19,1,13,7,0.363157895,0.368421053,0.615384615,1
sheet,15554,sheet,Sit,23,21,2,16,7,0.320158103,0.314285714,0.5,1
shelf,15555,shelf,SElf,6,3,3,3,3,0.333333333,0.333333333,1,0.666666667
shell,15556,shell,SEl,21,18,3,16,5,0.333333333,0.379084967,0.541666667,0.5
shellfish,15558,shellfish,SElfIS,1,1,0,1,0,-1,-1,-1,-1
shelter,15559,shelter,SEltX,1,1,0,1,0,-1,-1,-1,-1
shelve,15560,shelve,SElv,5,3,2,2,3,0.2,0.333333333,1,0.333333333
shelves,15561,shelves,SElvz,3,1,2,2,1,0.333333333,-1,1,-1
shepherd,15562,shepherd,SEpXd,1,1,0,1,0,-1,-1,-1,-1
sherry,15565,sherry,SEri,8,6,2,7,1,0.75,1,1,-1
shew,15566,shew,So,23,17,6,14,9,0.42687747,0.617647059,1,0.472222222
shield,15568,shield,Sild,4,4,0,4,0,1,1,1,-1
shift,15569,shift,SIft,6,5,1,6,0,0.466666667,0.6,0.466666667,-1
shill,15570,shill,SIl,25,23,2,21,4,0.406666667,0.422924901,0.552380952,1
shimmer,15571,shimmer,SImX,4,4,0,2,2,0.166666667,0.166666667,1,0
shimmy,15572,shimmy,SImi,3,3,0,2,1,0,0,0,-1
shin,15573,shin,SIn,20,19,1,16,4,0.410526316,0.391812865,0.6,1
shine,15574,shine,SYn,21,17,4,17,4,0.352380952,0.529411765,0.529411765,0.333333333
shiner,15575,shiner,SYnX,5,4,1,3,2,0.4,0.5,1,1
shingle,15576,shingle,SIGgL,6,5,1,6,0,1,1,1,-1
shinto,15577,Shinto,SInto,1,1,0,1,0,-1,-1,-1,-1
shiny,15579,shiny,SYni,3,2,1,1,2,0.333333333,0,-1,1
ship,15580,ship,SIp,19,19,0,15,4,0.438596491,0.438596491,0.657142857,1
shire,15583,shire,SYr,16,14,2,14,2,0.433333333,0.461538462,0.56043956,1
shirk,15584,shirk,SRk,16,14,2,14,2,0.366666667,0.395604396,0.472527473,1
shirr,15585,shirr,SR,13,11,2,7,6,0.358974359,0.490909091,1,0.466666667
shirt,15586,shirt,SRt,15,14,1,13,2,0.352380952,0.395604396,0.461538462,1
shiver,15587,shiver,SIvX,4,3,1,2,2,0.166666667,0.333333333,1,0
shoal,15588,shoal,Sol,24,23,1,19,5,0.402173913,0.422924901,0.590643275,1
shoat,15589,shoat,Sot,22,19,3,16,6,0.307359307,0.333333333,0.5,0.733333333
shock,15590,shock,Sak,21,20,1,17,4,0.347619048,0.384210526,0.514705882,0.5
shod,15591,shod,Sad,18,15,3,13,5,0.294117647,0.352380952,0.538461538,0.3
shoddy,15592,shoddy,Sadi,5,4,1,4,1,0.6,1,1,-1
shoe,15593,shoe,Su,25,22,3,19,6,0.53,0.683982684,0.888888889,0.4
shone,15595,shone,Son,23,20,3,17,6,0.375494071,0.410526316,0.617647059,0.733333333
shook,15596,shook,SUk,15,15,0,13,2,0.352380952,0.352380952,0.461538462,1
shop,15597,shop,Sap,16,15,1,12,4,0.35,0.4,0.590909091,0.5
shore,15598,shore,Sor,28,23,5,21,7,0.367724868,0.462450593,0.6,0.619047619
shorn,15599,shorn,Sorn,11,9,2,8,3,0.545454545,0.777777778,1,0.666666667
short,15600,short,Sort,10,7,3,6,4,0.377777778,0.714285714,1,0.333333333
shorten,15603,shorten,SortN,1,0,1,0,1,-1,-1,-1,-1
shot,15606,shot,Sat,23,23,0,20,3,0.43083004,0.43083004,0.557894737,1
should,15607,should,SUd,10,10,0,8,2,0.288888889,0.288888889,0.428571429,1
shoulder,15608,shoulder,SoldX,2,2,0,2,0,1,1,1,-1
shout,15609,shout,SWt,15,14,1,14,1,0.40952381,0.395604396,0.472527473,-1
shove,15610,shove,S^v,7,6,1,3,4,0.19047619,0.266666667,0.333333333,0.5
shovel,15611,shovel,S^vL,4,3,1,1,3,0.166666667,0.333333333,-1,0.333333333
shower,15612,shower,SWX,6,6,0,5,1,0.666666667,0.666666667,1,-1
showman,15613,showman,Somxn,4,3,1,4,0,1,1,1,-1
showy,15614,showy,Soi,6,4,2,0,6,0.733333333,1,-1,0.733333333
shrank,15615,shrank,Sr@Gk,8,6,2,8,0,0.428571429,0.466666667,0.428571429,-1
shrapnel,15616,shrapnel,Sr@pnL,1,1,0,1,0,-1,-1,-1,-1
shred,15617,shred,SrEd,8,6,2,6,2,0.428571429,0.466666667,0.733333333,1
shrew,15618,shrew,Sru,9,6,3,7,2,0.611111111,1,1,0
shrewd,15619,shrewd,Srud,7,5,2,4,3,0.333333333,0.4,1,0.333333333
shriek,15620,shriek,Srik,6,4,2,5,1,0.466666667,0.5,0.7,-1
shrift,15621,shrift,SrIft,4,2,2,4,0,0.666666667,1,0.666666667,-1
shrike,15622,shrike,SrYk,3,3,0,0,3,0.333333333,0.333333333,-1,0.333333333
shrill,15623,shrill,SrIl,8,5,3,7,1,0.571428571,1,0.761904762,-1
shrilly,15624,shrilly,SrIli,1,0,1,0,1,-1,-1,-1,-1
shrimp,15625,shrimp,SrImp,2,2,0,2,0,1,1,1,-1
shrine,15626,shrine,SrYn,5,4,1,3,2,0.2,0.333333333,0.333333333,1
shrink,15627,shrink,SrIGk,6,5,1,6,0,0.466666667,0.4,0.466666667,-1
shrive,15628,shrive,SrYv,6,5,1,3,3,0.266666667,0.2,1,0.333333333
shrivel,15629,shrivel,SrIvL,1,1,0,1,0,-1,-1,-1,-1
shriven,15630,shriven,SrIvxn,3,2,1,3,0,1,1,1,-1
shriving,15631,shriving,SrYvIG,3,2,1,3,0,1,1,1,-1
shroud,15632,shroud,SrWd,4,4,0,2,2,0.333333333,0.333333333,1,1
shrove,15633,shrove,Srov,5,4,1,4,1,0.6,0.5,1,-1
shrub,15634,shrub,Sr^b,4,3,1,3,1,0.5,0.333333333,1,-1
shrug,15635,shrug,Sr^g,3,2,1,2,1,0.333333333,0,1,-1
shrunk,15636,shrunk,Sr^Gk,4,4,0,4,0,0.333333333,0.333333333,0.333333333,-1
shuck,15637,shuck,S^k,17,17,0,14,3,0.338235294,0.338235294,0.472527473,1
shudder,15638,shudder,S^dX,2,2,0,1,1,0,0,-1,-1
shuffle,15639,shuffle,S^fL,4,4,0,2,2,0.333333333,0.333333333,1,1
shun,15640,shun,S^n,19,18,1,15,4,0.380116959,0.418300654,0.580952381,0.666666667
shunt,15641,shunt,S^nt,6,4,2,4,2,0.466666667,1,1,1
shut,15642,shut,S^t,21,18,3,15,6,0.266666667,0.352941176,0.485714286,0.333333333
shutter,15643,shutter,S^tX,10,8,2,7,3,0.355555556,0.357142857,0.714285714,0.333333333
shuttle,15644,shuttle,S^tL,5,4,1,1,4,0.2,0.166666667,-1,0.333333333
shy,15645,shy,SY,23,20,3,17,6,0.565217391,0.663157895,1,0.466666667
sibyl,15648,sibyl,sIbL,7,6,1,4,3,0.19047619,0.266666667,0.166666667,1
sick,15649,sick,sIk,29,23,6,18,11,0.216748768,0.320158103,0.411764706,0.454545455
sicken,15650,sicken,sIk|n,1,1,0,1,0,-1,-1,-1,-1
sickle,15651,sickle,sIkL,13,11,2,8,5,0.166666667,0.218181818,0.321428571,0.4
side,15652,side,sYd,23,17,6,15,8,0.201581028,0.323529412,0.333333333,0.571428571
siding,15656,siding,sYdIG,4,3,1,4,0,0.5,1,0.5,-1
sidle,15657,sidle,sYdL,7,5,2,3,4,0.142857143,0.1,0.333333333,0.333333333
siege,15658,siege,siJ,15,14,1,4,11,0.552380952,0.527472527,0.5,1
siesta,15660,siesta,siEstx,1,1,0,1,0,-1,-1,-1,-1
sieve,15661,sieve,sIv,14,13,1,6,8,0.296703297,0.346153846,0.4,0.75
sift,15662,sift,sIft,9,7,2,6,3,0.25,0.333333333,0.4,1
sigh,15663,sigh,sY,35,24,11,17,18,0.315966387,0.536231884,1,0.281045752
sign,15664,sign,sYn,31,24,7,24,7,0.234408602,0.351449275,0.34057971,0.714285714
silage,15674,silage,sYlIJ,1,1,0,1,0,-1,-1,-1,-1
silence,15675,silence,sYlxns,1,1,0,0,1,-1,-1,-1,-1
silent,15676,silent,sYlxnt,1,1,0,0,1,-1,-1,-1,-1
silicious,15680,silicious,sxlIS|s,3,3,0,3,0,0.333333333,0.333333333,0.333333333,-1
silicon,15681,silicon,sIlxk|n,1,1,0,0,1,-1,-1,-1,-1
silicone,15682,silicone,sIlxkon,1,1,0,0,1,-1,-1,-1,-1
silk,15684,silk,sIlk,10,7,3,4,6,0.244444444,0.19047619,0.5,0.533333333
sill,15685,sill,sIl,35,26,9,24,11,0.258823529,0.375384615,0.452898551,0.527272727
silly,15686,silly,sIli,12,11,1,7,5,0.227272727,0.218181818,0.428571429,0.6
silo,15687,silo,sYlo,3,2,1,3,0,1,1,1,-1
silt,15688,silt,sIlt,19,15,4,12,7,0.239766082,0.314285714,0.46969697,0.476190476
silver,15689,silver,sIlvX,1,1,0,1,0,-1,-1,-1,-1
similar,15692,similar,sImLX,2,1,1,0,2,1,-1,-1,1
simmer,15697,simmer,sImX,5,3,2,3,2,0.2,0.333333333,0.333333333,1
simper,15700,simper,sImpX,3,2,1,0,3,0.333333333,0,-1,0.333333333
simple,15701,simple,sImpL,6,6,0,4,2,0.2,0.2,0.5,0
simulation,15707,simulation,sImyUleS|n,1,0,1,1,0,-1,-1,-1,-1
sin,15709,sin,sIn,31,25,6,21,10,0.24516129,0.323333333,0.428571429,0.533333333
since,15710,since,sIns,8,7,1,4,4,0.214285714,0.19047619,0.5,0.5
sing,15714,sing,sIG,22,17,5,14,8,0.233766234,0.330882353,0.351648352,0.785714286
singe,15715,singe,sInJ,7,5,2,4,3,0.285714286,0.4,0.5,1
single,15716,single,sIGgL,6,5,1,6,0,1,1,1,-1
sinister,15721,sinister,sIn|stX,1,1,0,1,0,-1,-1,-1,-1
sink,15722,sink,sIGk,17,12,5,14,3,0.367647059,0.560606061,0.527472527,0.666666667
sinus,15725,sinus,sYn|s,2,2,0,2,0,1,1,1,-1
sip,15726,sip,sIp,28,25,3,21,7,0.285714286,0.34,0.414285714,1
siphon,15727,siphon,sYfxn,3,3,0,3,0,0,0,0,-1
sir,15728,sir,sR,23,15,8,7,16,0.252964427,0.466666667,1,0.325
sire,15729,sire,sYr,20,17,3,14,6,0.336842105,0.360294118,0.538461538,1
siren,15730,siren,sYrxn,1,1,0,1,0,-1,-1,-1,-1
sirloin,15731,sirloin,sRlOn,1,1,0,1,0,-1,-1,-1,-1
sisal,15733,sisal,sYsL,3,3,0,1,2,0.333333333,0.333333333,-1,1
sister,15734,sister,sIstX,3,1,2,1,2,0,-1,-1,0
sit,15735,sit,sIt,36,28,8,25,11,0.23015873,0.325396825,0.4,0.454545455
six,15738,six,sIks,8,7,1,5,3,0.25,0.285714286,0.6,0.333333333
sixteen,15739,sixteen,sIkstin,1,0,1,0,1,-1,-1,-1,-1
sixty,15740,sixty,sIksti,1,0,1,0,1,-1,-1,-1,-1
size,15741,size,sYz,12,10,2,6,6,0.318181818,0.355555556,0.4,1
sizzle,15743,sizzle,sIzL,6,6,0,2,4,0.266666667,0.266666667,1,0.5
skate,15744,skate,sket,11,10,1,5,6,0.309090909,0.288888889,1,0.466666667
skein,15745,skein,sken,10,8,2,5,5,0.244444444,0.25,0.7,0.4
sketch,15747,sketch,skEC,3,2,1,1,2,0,0,-1,0
skew,15748,skew,skyu,5,2,3,3,2,0,0,0,0
skewer,15749,skewer,skyuX,1,0,1,0,1,-1,-1,-1,-1
ski,15750,ski,ski,9,3,6,4,5,0.138888889,0.333333333,0.166666667,0.1
skid,15751,skid,skId,10,8,2,2,8,0.333333333,0.535714286,0,0.535714286
skiff,15752,skiff,skIf,10,10,0,2,8,0.377777778,0.377777778,1,0.571428571
skill,15753,skill,skIl,15,13,2,5,10,0.266666667,0.307692308,0.7,0.466666667
skim,15755,skim,skIm,12,10,2,3,9,0.272727273,0.377777778,0.333333333,0.472222222
skimp,15756,skimp,skImp,4,1,3,2,2,0.166666667,-1,0,1
skin,15757,skin,skIn,13,11,2,4,9,0.269230769,0.327272727,0.5,0.5
skip,15760,skip,skIp,15,10,5,5,10,0.2,0.377777778,0.4,0.377777778
skipper,15761,skipper,skIpX,4,2,2,3,1,0,0,0,-1
skirt,15763,skirt,skRt,10,8,2,2,8,0.2,0.321428571,0,0.321428571
skit,15764,skit,skIt,14,12,2,4,10,0.274725275,0.333333333,0.666666667,0.466666667
skittish,15765,skittish,skItIS,1,1,0,1,0,-1,-1,-1,-1
skulk,15766,skulk,sk^lk,3,1,2,1,2,0,-1,-1,0
skunk,15767,skunk,sk^Gk,5,4,1,4,1,0.6,0.5,1,-1
sky,15768,sky,skY,6,5,1,3,3,0.466666667,0.4,1,0.333333333
slab,15769,slab,sl@b,11,10,1,4,7,0.418181818,0.488888889,0.333333333,1
slack,15770,slack,sl@k,19,17,2,9,10,0.239766082,0.242647059,0.472222222,0.533333333
slacken,15771,slacken,sl@k|n,1,1,0,1,0,-1,-1,-1,-1
slag,15772,slag,sl@g,14,12,2,6,8,0.318681319,0.363636364,0.533333333,0.75
slain,15773,slain,slen,11,8,3,7,4,0.290909091,0.25,0.476190476,1
slake,15774,slake,slek,12,9,3,5,7,0.212121212,0.194444444,0.5,0.428571429
slalom,15775,slalom,slalxm,1,0,1,1,0,-1,-1,-1,-1
slam,15776,slam,sl@m,13,12,1,3,10,0.320512821,0.363636364,0.333333333,0.533333333
slander,15777,slander,sl@ndX,1,1,0,1,0,-1,-1,-1,-1
slang,15778,slang,sl@G,11,10,1,2,9,0.4,0.488888889,0,0.611111111
slant,15779,slant,sl@nt,4,2,2,3,1,0,0,0,-1
slap,15780,slap,sl@p,17,15,2,5,12,0.264705882,0.304761905,0.5,0.46969697
slash,15781,slash,sl@S,15,12,3,7,8,0.285714286,0.363636364,0.428571429,0.75
slat,15782,slat,sl@t,18,16,2,4,14,0.248366013,0.308333333,0.333333333,0.395604396
slate,15783,slate,slet,18,15,3,8,10,0.22875817,0.238095238,0.5,0.466666667
slattern,15784,slattern,sl@tXn,1,0,1,1,0,-1,-1,-1,-1
slav,15786,Slav,slav,5,5,0,1,4,0.2,0.2,-1,0.333333333
slave,15787,slave,slev,9,6,3,3,6,0.25,0.266666667,0.666666667,0.466666667
slaver,15788,slaver,sl@vX,1,1,0,1,0,-1,-1,-1,-1
slaw,15792,slaw,slc,10,7,3,3,7,0.311111111,0.523809524,1,0.476190476
slay,15793,slay,sle,19,12,7,9,10,0.204678363,0.287878788,0.388888889,0.355555556
sled,15795,sled,slEd,10,8,2,7,3,0.244444444,0.178571429,0.476190476,0.333333333
sledge,15796,sledge,slEJ,6,4,2,4,2,0.266666667,0.166666667,0.666666667,0
sleek,15797,sleek,slik,12,10,2,6,6,0.196969697,0.177777778,0.466666667,0.4
sleep,15798,sleep,slip,13,10,3,5,8,0.217948718,0.311111111,0.4,0.464285714
sleet,15799,sleet,slit,17,15,2,8,9,0.257352941,0.266666667,0.607142857,0.5
sleeve,15800,sleeve,sliv,7,6,1,2,5,0.238095238,0.266666667,1,0.4
sleight,15801,sleight,slYt,18,15,3,8,10,0.22875817,0.238095238,0.5,0.466666667
slender,15802,slender,slEndX,3,2,1,3,0,0,0,0,-1
slept,15803,slept,slEpt,1,1,0,1,0,-1,-1,-1,-1
sleuth,15804,sleuth,sluT,5,3,2,1,4,0.3,0.333333333,-1,0.5
slew,15805,slew,slu,15,10,5,7,8,0.238095238,0.355555556,0.571428571,0.464285714
slice,15806,slice,slYs,8,5,3,3,5,0.25,0.3,0,0.6
slick,15807,slick,slIk,15,11,4,5,10,0.180952381,0.254545455,0.5,0.311111111
slicker,15808,slicker,slIkX,7,5,2,3,4,0.19047619,0.3,0.333333333,0.5
slid,15809,slid,slId,9,8,1,2,7,0.305555556,0.392857143,0,0.523809524
slide,15810,slide,slYd,10,8,2,4,6,0.2,0.178571429,0.333333333,0.466666667
sliding,15811,sliding,slYdIG,1,0,1,1,0,-1,-1,-1,-1
slim,15812,slim,slIm,11,10,1,3,8,0.254545455,0.311111111,0.333333333,0.464285714
slime,15813,slime,slYm,9,7,2,2,7,0.277777778,0.285714286,1,0.428571429
sling,15814,sling,slIG,16,12,4,8,8,0.183333333,0.227272727,0.357142857,0.428571429
slink,15815,slink,slIGk,8,4,4,6,2,0.214285714,0.166666667,0.333333333,1
slip,15816,slip,slIp,17,14,3,6,11,0.198529412,0.241758242,0.466666667,0.363636364
slipper,15818,slipper,slIpX,7,5,2,2,5,0.142857143,0.3,0,0.3
slippery,15819,slippery,slIpXi,1,0,1,0,1,-1,-1,-1,-1
slit,15821,slit,slIt,18,15,3,7,11,0.215686275,0.257142857,0.333333333,0.454545455
slither,15822,slither,slIDX,3,3,0,0,3,1,1,-1,1
sliver,15823,sliver,slIvX,6,5,1,3,3,0.266666667,0.3,0.333333333,1
sloe,15825,sloe,slo,16,10,6,9,7,0.216666667,0.355555556,0.388888889,0.476190476
sloop,15827,sloop,slup,14,11,3,6,8,0.263736264,0.309090909,0.733333333,0.464285714
slop,15828,slop,slap,15,12,3,7,8,0.2,0.227272727,0.476190476,0.392857143
slope,15829,slope,slop,9,7,2,3,6,0.305555556,0.476190476,0.333333333,0.666666667
sloppy,15830,sloppy,slapi,1,0,1,0,1,-1,-1,-1,-1
slot,15831,slot,slat,17,15,2,9,8,0.242647059,0.238095238,0.472222222,0.571428571
sloth,15832,sloth,slcT,3,2,1,1,2,0,0,-1,0
sludge,15835,sludge,sl^J,7,7,0,1,6,0.476190476,0.476190476,-1,0.666666667
slug,15836,slug,sl^g,10,9,1,4,6,0.266666667,0.305555556,0.333333333,0.666666667
sluice,15838,sluice,slus,5,3,2,1,4,0.3,0.333333333,-1,0.5
slum,15839,slum,sl^m,14,12,2,5,9,0.186813187,0.227272727,0.4,0.361111111
slumber,15840,slumber,sl^mbX,1,0,1,1,0,-1,-1,-1,-1
slump,15841,slump,sl^mp,5,3,2,4,1,0.3,0.333333333,0.5,-1
slung,15842,slung,sl^G,14,11,3,6,8,0.197802198,0.236363636,0.466666667,0.392857143
slunk,15843,slunk,sl^Gk,8,6,2,7,1,0.25,0.266666667,0.333333333,-1
slur,15844,slur,slR,9,8,1,3,6,0.361111111,0.392857143,0.333333333,0.666666667
slush,15845,slush,sl^S,10,9,1,4,6,0.355555556,0.361111111,1,0.666666667
slut,15846,slut,sl^t,13,13,0,2,11,0.320512821,0.320512821,0,0.454545455
sly,15847,sly,slY,17,11,6,7,10,0.213235294,0.290909091,0.428571429,0.355555556
smack,15848,smack,sm@k,9,7,2,5,4,0.25,0.285714286,0.6,0.5
small,15849,small,smcl,5,4,1,2,3,0.1,0.166666667,0,0.333333333
smart,15850,smart,smart,2,1,1,2,0,0,-1,0,-1
smash,15851,smash,sm@S,4,2,2,3,1,0.333333333,0,0.666666667,-1
smear,15853,smear,smIr,8,6,2,7,1,0.428571429,0.4,0.571428571,-1
smell,15854,smell,smEl,7,4,3,3,4,0.238095238,0.333333333,1,0.333333333
smelled,15855,smelled,smEld,3,1,2,1,2,0.333333333,-1,-1,1
smelt,15856,smelt,smElt,5,2,3,3,2,0.3,0,0.666666667,1
smile,15858,smile,smYl,5,4,1,2,3,0.1,0.166666667,0,0.333333333
