Item,IsWord,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
bihfaylaxrihn,FALSE,4,9,611,NA,0,NA,0,0,0,0,4,NA
bihfaylihng,FALSE,3,7,568,NA,1,NA,0,0,0,0,4,NA
bihfehniyaxns,FALSE,4,9,648,NA,0,NA,0,0,0,0,5,NA
bihgawihng,FALSE,3,6,524,NA,0,NA,0,0,0,0,4,NA
bihgaxl,FALSE,2,5,360,NA,37,NA,0,0,0,0,6,NA
bihgaxraxlf,FALSE,3,8,620,NA,0,NA,0,0,0,0,5,NA
bihgaxrayk,FALSE,3,7,560,NA,0,NA,0,0,0,0,5,NA
bihgeyst,FALSE,2,6,620,NA,1,NA,0,0,0,0,4,NA
bihgihng,FALSE,2,5,424,NA,14,NA,0,0,0,0,5,NA
bihglaxnaym,FALSE,3,8,584,NA,0,NA,0,0,0,0,5,NA
bihglaxpt,FALSE,2,7,472,NA,0,NA,0,0,0,0,5,NA
bihgraengz,FALSE,2,7,688,NA,0,NA,0,0,0,0,5,NA
bihgzaariyaxn,FALSE,4,9,680,NA,0,NA,0,0,0,0,5,NA
bihhhaxz,FALSE,2,5,504,NA,2,NA,0,0,0,0,4,NA
bihhhehsh,FALSE,2,5,488,NA,1,NA,0,0,0,0,5,NA
bihhheyst,FALSE,2,6,642,NA,1,NA,0,0,0,0,5,NA
bihhhowk,FALSE,2,5,518,NA,0,NA,0,0,0,0,5,NA
bihhhowmd,FALSE,2,6,616,NA,1,NA,0,0,0,0,5,NA
bihjhaaeyshaxnt,FALSE,4,9,680,NA,0,NA,0,0,0,0,4,NA
bihjhaxz,FALSE,2,5,656,NA,7,NA,0,0,0,0,5,NA
bihjhd,FALSE,1,4,424,NA,10,NA,0,0,0,0,4,NA
bihkaxn,FALSE,2,5,408,NA,35,NA,0,0,0,0,5,NA
bihkaxvaxnz,FALSE,3,8,599,NA,0,NA,0,0,0,0,5,NA
bihkiyrd,FALSE,2,6,598,NA,0,NA,0,0,0,0,5,NA
bihkjhihng,FALSE,2,6,512,NA,2,NA,0,0,0,0,4,NA
bihkrihts,FALSE,2,7,578,NA,0,NA,0,0,0,0,4,NA
bihktaxr,FALSE,2,6,512,NA,0,NA,0,0,0,0,4,NA
bihktaxrd,FALSE,2,7,456,NA,0,NA,0,0,0,0,4,NA
bihktraxnz,FALSE,2,8,658,NA,0,NA,0,0,0,0,4,NA
bihkwaxrt,FALSE,2,7,485,NA,0,NA,0,0,0,0,5,NA
bihkwaxs,FALSE,2,6,536,NA,0,NA,0,0,0,0,5,NA
bihlaapt,FALSE,2,6,520,NA,0,NA,0,0,0,0,5,NA
bihlaxjhaxktmax,FALSE,4,10,756,NA,0,NA,0,0,0,0,5,NA
bihlaxnbaxz,FALSE,3,8,576,NA,0,NA,0,0,0,0,6,NA
bihlaxtaasax,FALSE,4,8,641,NA,0,NA,0,0,0,0,6,NA
bihlehchaxn,FALSE,3,7,480,NA,0,NA,0,0,0,0,5,NA
bihlehrt,FALSE,2,6,464,NA,1,NA,0,0,0,0,6,NA
bihleyaxlf,FALSE,3,7,759,NA,0,NA,0,0,0,0,5,NA
bihleyaxlyax,FALSE,4,8,704,NA,0,NA,0,0,0,0,5,NA
bihleyjh,FALSE,2,5,528,NA,2,NA,0,0,0,0,5,NA
bihleypt,FALSE,2,6,592,NA,1,NA,0,0,0,0,5,NA
bihleyst,FALSE,2,6,541,NA,1,NA,0,0,0,0,5,NA
bihlihvihng,FALSE,3,7,523,NA,1,NA,0,0,0,0,5,NA
bihlmow,FALSE,2,5,416,NA,6,NA,0,0,0,0,5,NA
bihlowk,FALSE,2,5,424,NA,12,NA,0,0,0,0,5,NA
bihlowmihng,FALSE,3,7,568,NA,1,NA,0,0,0,0,5,NA
bihltihjh,FALSE,2,6,448,NA,0,NA,0,0,0,0,5,NA
bihmaeniyahlihng,FALSE,5,10,768,NA,0,NA,0,0,0,0,4,NA
bihmawihng,FALSE,3,6,560,NA,0,NA,0,0,0,0,4,NA
bihmaxnaxrshax,FALSE,4,9,584,NA,0,NA,0,0,0,0,6,NA
bihmaxnehkaxtihn,FALSE,5,11,656,NA,0,NA,0,0,0,0,6,NA
bihmehdihkihng,FALSE,4,9,576,NA,0,NA,0,0,0,0,4,NA
bihmehktihk,FALSE,3,8,631,NA,0,NA,0,0,0,0,4,NA
bihmihng,FALSE,2,5,376,NA,12,NA,0,0,0,0,4,NA
bihmihvaxnsiy,FALSE,4,9,770,NA,0,NA,0,0,0,0,4,NA
bihmiy,FALSE,2,4,304,NA,32,NA,0,0,0,0,5,NA
bihmz,FALSE,1,4,520,NA,55,NA,0,0,0,0,4,NA
bihnaep,FALSE,2,5,432,NA,0,NA,0,0,0,0,4,NA
bihnaxrtawr,FALSE,3,8,576,NA,0,NA,0,0,0,0,5,NA
bihnaxsuwtihd,FALSE,4,9,672,NA,0,NA,0,0,0,0,5,NA
bihnchaxr,FALSE,2,6,456,NA,0,NA,0,0,0,0,5,NA
bihndaxm,FALSE,2,6,411,NA,6,NA,0,0,0,0,6,NA
bihndiy,FALSE,2,5,368,NA,20,NA,0,0,0,0,5,NA
bihnehkiyahn,FALSE,4,8,640,NA,0,NA,0,0,0,0,5,NA
bihnihdaxshax,FALSE,4,8,632,NA,0,NA,0,0,0,0,5,NA
bihniyaxd,FALSE,3,6,384,NA,1,NA,0,0,0,0,5,NA
bihniyaxdlax,FALSE,4,8,656,NA,0,NA,0,0,0,0,5,NA
bihniyaxlahn,FALSE,4,8,640,NA,0,NA,0,0,0,0,5,NA
bihniyaxnt,FALSE,3,7,554,NA,0,NA,0,0,0,0,5,NA
bihniyaxs,FALSE,3,6,622,NA,2,NA,0,0,0,0,5,NA
bihniykiyey,FALSE,4,7,688,NA,0,NA,0,0,0,0,5,NA
bihniyz,FALSE,2,5,689,NA,17,NA,0,0,0,0,5,NA
bihnowksihng,FALSE,3,8,616,NA,0,NA,0,0,0,0,5,NA
bihnsaxz,FALSE,2,6,576,NA,0,NA,0,0,0,0,5,NA
bihnsehfliy,FALSE,3,8,712,NA,0,NA,0,0,0,0,5,NA
bihnsehr,FALSE,2,6,536,NA,0,NA,0,0,0,0,5,NA
bihnsihd,FALSE,2,6,464,NA,0,NA,0,0,0,0,5,NA
bihntihng,FALSE,2,6,504,NA,6,NA,0,0,0,0,5,NA
bihp,FALSE,1,3,260,NA,69,NA,0,0,0,0,4,NA
bihpaadihng,FALSE,3,7,560,NA,0,NA,0,0,0,0,4,NA
bihpaxn,FALSE,2,5,300,NA,14,NA,0,0,0,0,5,NA
bihpaxr,FALSE,2,5,392,NA,1,NA,0,0,0,0,5,NA
bihpaxraxd,FALSE,3,7,504,NA,0,NA,0,0,0,0,5,NA
bihpaxriy,FALSE,3,6,488,NA,0,NA,0,0,0,0,5,NA
bihpehnaxkt,FALSE,3,8,607,NA,0,NA,0,0,0,0,4,NA
bihpehtihniyz,FALSE,4,9,680,NA,0,NA,0,0,0,0,4,NA
bihpliyaabraxdaxd,FALSE,5,12,744,NA,0,NA,0,0,0,0,4,NA
bihpowlaxriy,FALSE,4,8,624,NA,0,NA,0,0,0,0,4,NA
bihraeihng,FALSE,3,6,693,NA,0,NA,0,0,0,0,4,NA
bihraxks,FALSE,2,6,472,NA,4,NA,0,0,0,0,5,NA
bihraxsaxn,FALSE,3,7,576,NA,0,NA,0,0,0,0,5,NA
bihrihjhaxr,FALSE,3,7,560,NA,0,NA,0,0,0,0,4,NA
bihrowtaxs,FALSE,3,7,616,NA,0,NA,0,0,0,0,5,NA
bihsaandaxnt,FALSE,3,9,592,NA,0,NA,0,0,0,0,4,NA
bihsaxdiyjh,FALSE,3,7,586,NA,0,NA,0,0,0,0,5,NA
bihsaxdiyts,FALSE,3,8,676,NA,0,NA,0,0,0,0,5,NA
bihsaxfayt,FALSE,3,7,592,NA,0,NA,0,0,0,0,5,NA
bihsaxlaxlf,FALSE,3,8,687,NA,0,NA,0,0,0,0,6,NA
bihsaxlz,FALSE,2,6,580,NA,9,NA,0,0,0,0,6,NA
bihsehniyaxl,FALSE,4,8,588,NA,0,NA,0,0,0,0,5,NA
bihseyjh,FALSE,2,5,599,NA,1,NA,0,0,0,0,4,NA
bihsihng,FALSE,2,5,472,NA,21,NA,0,0,0,0,5,NA
bihsihngz,FALSE,2,6,672,NA,1,NA,0,0,0,0,5,NA
bihsiyraxd,FALSE,3,7,528,NA,0,NA,0,0,0,0,5,NA
bihskaezhaxn,FALSE,3,8,640,NA,0,NA,0,0,0,0,5,NA
bihskaxs,FALSE,2,6,552,NA,7,NA,0,0,0,0,6,NA
bihskay,FALSE,2,5,584,NA,2,NA,0,0,0,0,5,NA
bihskehndaxnt,FALSE,3,10,659,NA,0,NA,0,0,0,0,5,NA
bihskeysiyz,FALSE,3,8,736,NA,0,NA,0,0,0,0,6,NA
bihskihk,FALSE,2,6,440,NA,2,NA,0,0,0,0,5,NA
bihskihng,FALSE,2,6,512,NA,8,NA,0,0,0,0,5,NA
bihstaxntihz,FALSE,3,9,750,NA,0,NA,0,0,0,0,6,NA
bihstaxpt,FALSE,2,7,496,NA,0,NA,0,0,0,0,6,NA
bihstaxst,FALSE,2,7,500,NA,0,NA,0,0,0,0,6,NA
bihtaaz,FALSE,2,5,632,NA,2,NA,0,0,0,0,4,NA
bihtax,FALSE,2,4,352,NA,17,NA,0,0,0,0,5,NA
bihtaxlihng,FALSE,3,7,480,NA,3,NA,0,0,0,0,6,NA
bihthaxr,FALSE,2,5,379,NA,0,NA,0,0,0,0,3,NA
bihthowbihng,FALSE,3,7,588,NA,0,NA,0,0,0,0,3,NA
bihthshaek,FALSE,2,6,576,NA,0,NA,0,0,0,0,3,NA
bihtrawk,FALSE,2,6,599,NA,0,NA,0,0,0,0,5,NA
bihvaxnihsaydaxn,FALSE,5,11,752,NA,0,NA,0,0,0,0,4,NA
bihvaxrvaxraydaxrg,FALSE,5,13,776,NA,0,NA,0,0,0,0,4,NA
bihvaysiyz,FALSE,3,7,688,NA,0,NA,0,0,0,0,4,NA
bihvayvaxz,FALSE,3,7,680,NA,0,NA,0,0,0,0,4,NA
bihvehdihnax,FALSE,4,8,516,NA,0,NA,0,0,0,0,4,NA
bihvehnihng,FALSE,3,7,520,NA,0,NA,0,0,0,0,4,NA
bihvehs,FALSE,2,5,536,NA,0,NA,0,0,0,0,4,NA
bihwehlt,FALSE,2,6,428,NA,0,NA,0,0,0,0,5,NA
bihzaxr,FALSE,2,5,361,NA,3,NA,0,0,0,0,5,NA
bihzaxrz,FALSE,2,6,496,NA,0,NA,0,0,0,0,5,NA
bihzihn,FALSE,2,5,431,NA,5,NA,0,0,0,0,4,NA
bihziylaxr,FALSE,3,7,542,NA,0,NA,0,0,0,0,5,NA
bike,TRUE,1,3,316,5,101,25,1320,8894,700,24289265,4,1
biker,TRUE,2,4,388,6,54,20,79,447,41,3531479,5,2
bikes,TRUE,1,4,469,5,58,23,145,2709,139,10741844,4,2
biking,TRUE,2,5,337,6,12,10,28,919,61,4310400,4,2
bikini,TRUE,3,6,438,7,1,5,188,917,213,12108657,4,1
bilabial,TRUE,4,8,655,5,0,0,0,16,0,25747,4,2
bilateral,TRUE,4,8,748,10,1,0,30,2113,182,3754545,9,2
bilge,TRUE,1,4,384,6,25,7,56,145,4,412304,4,1
bilingual,TRUE,3,9,575,10,0,0,19,1369,73,3455345,10,2
bill,TRUE,1,3,274,5,136,33,6041,60645,28600,98504498,4,1
billboard,TRUE,2,7,668,10,2,1,69,1183,225,2370943,8,1
billboards,TRUE,2,8,837,10,1,2,40,746,129,759483,8,2
billed,TRUE,1,4,509,6,45,11,36,1049,209,3318960,5,2
billfold,TRUE,2,7,978,5,0,0,12,91,4,230600,4,1
billhook,TRUE,2,6,659,5,0,0,0,9,0,4257,4,NA
billiards,TRUE,2,7,579,9,1,2,33,117,4,2482114,7,2
billing,TRUE,2,5,360,8,42,15,101,1093,186,13152682,6,2
billion,TRUE,2,6,396,8,21,12,568,39127,10929,31586983,7,2
billionaire,TRUE,3,8,573,12,3,3,98,1023,328,547268,9,1
billions,TRUE,2,7,512,8,6,4,203,4077,1319,3471276,7,3
billionth,TRUE,2,7,542,10,4,2,4,72,8,74151,8,2
billow,TRUE,2,4,363,7,54,9,5,96,11,53209,5,1
bills,TRUE,1,4,361,6,105,22,1096,10127,2221,18257922,5,2
bimolecular,TRUE,5,11,757,5,0,0,0,0,0,34971,5,2
bimonthly,TRUE,3,8,656,5,0,0,9,119,3,436683,5,3
bin,TRUE,1,3,358,4,146,47,274,4989,2208,57088720,4,1
binary,TRUE,3,5,473,5,5,0,38,1074,28,12290073,5,2
binding,TRUE,2,6,522,5,9,11,111,2123,215,32604111,5,2
binds,TRUE,1,5,510,5,23,19,38,504,40,2195612,5,2
binge,TRUE,1,4,380,6,25,22,47,849,122,850412,5,1
bingo,TRUE,2,5,410,5,6,12,640,802,161,9540609,5,NA
binocular,TRUE,4,9,618,10,1,1,1,220,0,1200231,10,1
binoculars,TRUE,4,10,728,10,1,1,80,1452,45,4487365,10,1
bins,TRUE,1,4,509,5,82,34,39,859,74,3373189,4,2
biochemical,TRUE,5,10,867,9,1,0,38,496,19,2496491,8,NA
biochemistry,TRUE,5,11,729,11,0,0,29,293,18,4443075,10,NA
biodegradable,TRUE,6,13,726,5,0,0,10,315,31,589155,5,NA
biodiversity,TRUE,6,11,705,10,0,0,2,2862,62,5270967,9,NA
biographer,TRUE,4,8,642,11,2,1,22,607,115,318544,9,2
biographers,TRUE,4,9,707,11,2,1,3,199,17,100450,9,3
biographical,TRUE,5,11,908,10,0,0,12,565,37,3038866,4,3
biographies,TRUE,4,9,767,10,2,0,13,629,56,6927628,9,3
biography,TRUE,4,8,584,9,2,0,75,2429,400,23136934,9,2
bioinformatics,TRUE,6,14,1197,4,0,0,0,63,0,2586105,4,NA
biologically,TRUE,5,10,763,11,0,0,34,616,49,882600,9,4
biologist,TRUE,4,9,722,10,1,1,64,1691,173,1092265,10,2
biologists,TRUE,4,10,797,10,1,1,8,1719,79,1086698,10,3
biology,TRUE,4,7,534,8,1,0,250,4934,372,23245821,8,2
biomass,TRUE,3,6,658,6,0,0,1,973,42,2921196,5,NA
biomedical,TRUE,5,10,693,11,1,1,4,741,85,4418626,11,NA
biopsy,TRUE,3,6,601,6,1,0,79,817,76,1962586,7,1
biosolids,TRUE,4,9,749,5,0,0,0,331,7,346100,5,NA
biotech,TRUE,3,6,606,8,1,1,16,616,124,4692134,7,NA
biotechnology,TRUE,6,12,1064,14,2,0,8,781,78,9631793,13,NA
bipartisan,TRUE,4,10,639,11,1,0,4,2487,1467,854224,8,NA
bipolar,TRUE,3,6,546,4,0,1,42,953,147,2693672,4,2
biracial,TRUE,3,7,728,4,0,0,9,215,54,107018,5,3
birch,TRUE,1,3,379,6,83,7,79,1162,55,2936180,4,1
bird,TRUE,1,3,307,5,110,17,2318,11125,1383,29443460,4,1
birdie,TRUE,2,4,502,7,65,6,253,796,31,775268,5,NA
birdies,TRUE,2,5,506,7,21,2,27,195,13,282545,5,NA
birds,TRUE,1,4,427,6,57,10,1320,11419,1117,19695831,5,2
birth,TRUE,1,3,389,6,84,11,1405,15154,2936,36286669,4,1
birthday,TRUE,2,5,461,9,1,1,4958,8323,2002,30191988,6,1
birthdays,TRUE,2,6,659,9,1,1,154,538,86,3722304,6,2
birthed,TRUE,1,4,353,6,19,0,12,104,3,102449,4,2
birthplace,TRUE,2,7,576,11,0,1,41,810,87,1989123,8,1
birthright,TRUE,2,6,458,11,2,1,46,251,38,379185,7,1
births,TRUE,1,4,539,6,25,3,29,1237,116,3867031,4,2
biscuit,TRUE,2,6,421,8,4,1,191,458,33,1724569,7,1
biscuits,TRUE,2,7,493,8,2,1,167,948,86,1836738,7,2
bisect,TRUE,2,6,561,5,1,0,2,24,1,55530,6,1
bisexual,TRUE,4,9,625,9,1,1,54,960,96,5030586,10,3
bishop,TRUE,2,5,370,7,5,1,855,5107,778,10728157,6,1
bishopry,TRUE,3,7,517,8,0,0,0,0,0,1323,7,NA
bishops,TRUE,2,6,465,8,3,3,41,3037,419,2808778,7,2
bison,TRUE,2,5,378,4,33,11,17,870,58,2006472,5,1
bisque,TRUE,1,4,370,4,34,3,20,96,3,749555,5,1
bit,TRUE,1,3,467,4,108,40,11987,47714,21135,82122088,4,1
bite,TRUE,1,3,325,5,96,23,2080,5622,912,6061953,4,1
bites,TRUE,1,4,388,6,82,18,280,1861,270,3086130,4,2
biting,TRUE,2,5,347,4,20,7,250,1467,184,1860757,4,2
bits,TRUE,1,4,428,5,88,30,549,4046,378,19949520,5,2
bitten,TRUE,2,5,539,7,58,11,188,846,134,821475,5,1
bitter,TRUE,2,4,277,7,40,22,568,5177,1040,4997265,5,1
bitterly,TRUE,3,6,599,7,1,1,39,1086,144,617105,5,2
bitterness,TRUE,3,7,684,7,0,0,72,1170,222,806424,5,2
bittersweet,TRUE,3,8,656,8,0,0,23,718,153,749616,5,1
bivalve,TRUE,2,6,669,8,1,1,0,25,0,138011,7,1
biweekly,TRUE,3,7,631,3,0,0,6,173,8,548144,4,3
biyaadax,FALSE,3,5,508,NA,3,NA,0,0,0,0,4,NA
biyaxlvaxz,FALSE,3,7,701,NA,0,NA,0,0,0,0,5,NA
biyaxvaxsaydaxn,FALSE,5,10,680,NA,0,NA,0,0,0,0,4,NA
biybaxn,FALSE,2,5,321,NA,23,NA,0,0,0,0,5,NA
biychaxnaxs,FALSE,3,7,576,NA,0,NA,0,0,0,0,5,NA
biydhaxrz,FALSE,2,6,516,NA,0,NA,0,0,0,0,3,NA
biydihz,FALSE,2,5,480,NA,3,NA,0,0,0,0,5,NA
biydiyaxkt,FALSE,3,7,424,NA,0,NA,0,0,0,0,5,NA
biyeykaxraxch,FALSE,4,8,640,NA,0,NA,0,0,0,0,3,NA
biyfaxn,FALSE,2,5,408,NA,15,NA,0,0,0,0,4,NA
biyfiyfneyshaxn,FALSE,4,10,704,NA,0,NA,0,0,0,0,5,NA
biyfiyl,FALSE,2,5,480,NA,1,NA,0,0,0,0,5,NA
biygaxr,FALSE,2,5,456,NA,4,NA,0,0,0,0,5,NA
biygihng,FALSE,2,5,424,NA,10,NA,0,0,0,0,4,NA
biygow,FALSE,2,4,368,NA,14,NA,0,0,0,0,5,NA
biykaxsvowsihz,FALSE,4,10,824,NA,0,NA,0,0,0,0,5,NA
biykihngniy,FALSE,3,7,600,NA,0,NA,0,0,0,0,5,NA
biylaxvowshaxl,FALSE,4,9,704,NA,0,NA,0,0,0,0,5,NA
biylihjh,FALSE,2,5,488,NA,0,NA,0,0,0,0,5,NA
biylihts,FALSE,2,6,497,NA,3,NA,0,0,0,0,5,NA
biyliy,FALSE,2,4,424,NA,114,NA,0,0,0,0,4,NA
biymiystaxsehr,FALSE,4,10,720,NA,0,NA,0,0,0,0,4,NA
biyngk,FALSE,1,4,320,NA,19,NA,0,0,0,0,5,NA
biynihs,FALSE,2,5,696,NA,4,NA,0,0,0,0,5,NA
biypaxks,FALSE,2,6,460,NA,1,NA,0,0,0,0,4,NA
biypgreyk,FALSE,2,7,584,NA,0,NA,0,0,0,0,4,NA
biypihns,FALSE,2,6,553,NA,0,NA,0,0,0,0,5,NA
biyraanwaxneyshaxl,FALSE,5,12,752,NA,0,NA,0,0,0,0,4,NA
biyraxl,FALSE,2,5,440,NA,25,NA,0,0,0,0,4,NA
biyrehnwaxlahk,FALSE,4,10,546,NA,0,NA,0,0,0,0,4,NA
biysaxstniy,FALSE,3,8,700,NA,0,NA,0,0,0,0,4,NA
biyskahkihtiy,FALSE,4,9,592,NA,0,NA,0,0,0,0,4,NA
biyskaxrz,FALSE,2,7,584,NA,0,NA,0,0,0,0,4,NA
biytaxk,FALSE,2,5,360,NA,9,NA,0,0,0,0,5,NA
biythehrfleyshaxn,FALSE,4,11,704,NA,0,NA,0,0,0,0,3,NA
biythey,FALSE,2,4,448,NA,1,NA,0,0,0,0,3,NA
biytrihng,FALSE,2,6,478,NA,2,NA,0,0,0,0,6,NA
biyzaxlz,FALSE,2,6,520,NA,9,NA,0,0,0,0,5,NA
bizarre,TRUE,2,5,492,8,8,0,372,3121,1109,7967053,6,1
bizarrely,TRUE,3,7,593,8,0,0,6,103,14,120495,6,2
blaadaxk,FALSE,2,6,536,NA,2,NA,0,0,0,0,4,NA
blaaeymaxr,FALSE,3,7,544,NA,0,NA,0,0,0,0,4,NA
blaalihs,FALSE,2,6,656,NA,0,NA,0,0,0,0,4,NA
blaamaxlihng,FALSE,3,8,608,NA,0,NA,0,0,0,0,5,NA
blaamaxnihng,FALSE,3,8,496,NA,0,NA,0,0,0,0,5,NA
blaamaxraakiy,FALSE,4,9,800,NA,0,NA,0,0,0,0,5,NA
blaamihng,FALSE,2,6,448,NA,5,NA,0,0,0,0,5,NA
blaamz,FALSE,1,5,688,NA,10,NA,0,0,0,0,5,NA
blaap,FALSE,1,4,352,NA,20,NA,0,0,0,0,4,NA
blaar,FALSE,1,4,368,NA,27,NA,0,0,0,0,4,NA
blaarihng,FALSE,2,6,568,NA,4,NA,0,0,0,0,4,NA
blaash,FALSE,1,4,424,NA,18,NA,0,0,0,0,5,NA
blaatihl,FALSE,2,6,296,NA,1,NA,0,0,0,0,6,NA
blaavaxr,FALSE,2,6,472,NA,0,NA,0,0,0,0,4,NA
black,TRUE,1,4,469,6,50,15,8565,102441,14607,244730556,5,1
blackball,TRUE,2,7,532,7,0,0,8,7,2,71812,7,1
blackboard,TRUE,2,8,496,11,1,2,60,515,47,2075979,9,1
blackened,TRUE,2,7,552,8,3,1,16,785,33,622641,7,3
blacking,TRUE,2,6,591,7,6,4,26,69,15,59753,6,1
blacklist,TRUE,2,8,661,10,1,1,24,102,30,944470,9,1
blackmailer,TRUE,3,8,578,11,0,1,54,14,0,30711,6,2
blackness,TRUE,2,7,708,6,2,1,45,943,57,395626,6,2
blackout,TRUE,2,6,443,9,3,1,225,422,83,1211055,7,1
blacksmith,TRUE,2,8,689,11,1,1,107,351,7,784068,9,1
blacksmiths,TRUE,2,9,605,11,1,1,7,115,0,191306,9,2
bladder,TRUE,2,5,429,8,10,4,202,1041,97,3621454,6,1
blade,TRUE,1,4,527,6,39,14,663,4132,113,11529676,5,1
blades,TRUE,1,5,549,6,14,9,166,2170,122,5447210,5,2
blaeblayt,FALSE,2,7,568,NA,0,NA,0,0,0,0,4,NA
blaechaxleytaxrs,FALSE,4,11,696,NA,0,NA,0,0,0,0,5,NA
blaedaxz,FALSE,2,6,496,NA,1,NA,0,0,0,0,5,NA
blaegaxlvihng,FALSE,3,9,544,NA,0,NA,0,0,0,0,5,NA
blaeglaxnax,FALSE,3,8,564,NA,0,NA,0,0,0,0,5,NA
blaehhihng,FALSE,2,6,480,NA,1,NA,0,0,0,0,5,NA
blaehhiy,FALSE,2,5,512,NA,3,NA,0,0,0,0,5,NA
blaektaxrihng,FALSE,3,9,656,NA,0,NA,0,0,0,0,6,NA
blaem,FALSE,1,4,425,NA,35,NA,0,0,0,0,5,NA
blaemz,FALSE,1,5,552,NA,10,NA,0,0,0,0,5,NA
blaenaxk,FALSE,2,6,400,NA,3,NA,0,0,0,0,5,NA
blaenaxld,FALSE,2,7,464,NA,1,NA,0,0,0,0,5,NA
blaendiy,FALSE,2,6,448,NA,11,NA,0,0,0,0,6,NA
blaendz,FALSE,1,6,516,NA,20,NA,0,0,0,0,6,NA
blaentaxk,FALSE,2,7,543,NA,1,NA,0,0,0,0,7,NA
blaepaxtax,FALSE,3,7,720,NA,0,NA,0,0,0,0,4,NA
blaepiy,FALSE,2,5,376,NA,3,NA,0,0,0,0,4,NA
blaeraxl,FALSE,2,6,432,NA,1,NA,0,0,0,0,4,NA
blaeshiyz,FALSE,2,6,640,NA,1,NA,0,0,0,0,5,NA
blaesks,FALSE,1,6,592,NA,8,NA,0,0,0,0,5,NA
blaestiyzliy,FALSE,3,9,716,NA,0,NA,0,0,0,0,6,NA
blaetaxrt,FALSE,2,7,502,NA,0,NA,0,0,0,0,5,NA
blaetfehd,FALSE,2,7,603,NA,0,NA,0,0,0,0,5,NA
blaevaxrd,FALSE,2,7,632,NA,0,NA,0,0,0,0,4,NA
blaeyhaxnaxnt,FALSE,3,10,568,NA,0,NA,0,0,0,0,4,NA
blaezaxns,FALSE,2,7,580,NA,0,NA,0,0,0,0,4,NA
blahaxl,FALSE,2,5,550,NA,0,NA,0,0,0,0,4,NA
blahbjheynz,FALSE,2,8,717,NA,0,NA,0,0,0,0,5,NA
blahbskriym,FALSE,2,9,640,NA,0,NA,0,0,0,0,5,NA
blahg,FALSE,1,4,496,NA,15,NA,0,0,0,0,4,NA
blahgd,FALSE,1,5,424,NA,6,NA,0,0,0,0,4,NA
blahiy,FALSE,2,4,432,NA,9,NA,0,0,0,0,4,NA
blahkaxr,FALSE,2,6,434,NA,0,NA,0,0,0,0,4,NA
blahkkehd,FALSE,2,7,424,NA,0,NA,0,0,0,0,4,NA
blahklayt,FALSE,2,7,576,NA,0,NA,0,0,0,0,4,NA
blahkt,FALSE,1,5,421,NA,12,NA,0,0,0,0,4,NA
blahlaxs,FALSE,2,6,536,NA,2,NA,0,0,0,0,4,NA
blahliy,FALSE,2,5,544,NA,3,NA,0,0,0,0,4,NA
blahnchihng,FALSE,2,7,504,NA,3,NA,0,0,0,0,5,NA
blahnkaxtaxd,FALSE,3,9,496,NA,0,NA,0,0,0,0,5,NA
blahnnaxs,FALSE,2,7,608,NA,1,NA,0,0,0,0,5,NA
blahps,FALSE,1,5,456,NA,3,NA,0,0,0,0,4,NA
blahrax,FALSE,2,5,400,NA,0,NA,0,0,0,0,4,NA
blahraxl,FALSE,2,6,410,NA,0,NA,0,0,0,0,4,NA
blahraxm,FALSE,2,6,448,NA,0,NA,0,0,0,0,4,NA
blahraxr,FALSE,2,6,337,NA,0,NA,0,0,0,0,4,NA
blahrihng,FALSE,2,6,480,NA,3,NA,0,0,0,0,4,NA
blahs,FALSE,1,4,442,NA,34,NA,0,0,0,0,5,NA
blahtaxrd,FALSE,2,7,608,NA,0,NA,0,0,0,0,4,NA
blahtihd,FALSE,2,6,360,NA,6,NA,0,0,0,0,4,NA
blame,TRUE,1,4,539,6,37,14,2998,9891,3386,8171067,5,1
blamed,TRUE,1,5,476,6,7,7,287,3292,810,2046530,5,2
blameworthy,TRUE,3,8,577,6,0,0,0,31,1,37860,5,2
blaming,TRUE,2,6,466,5,6,6,354,1465,604,1091441,5,2
blanch,TRUE,1,5,434,7,6,8,13,225,10,201559,6,1
bland,TRUE,1,5,386,6,19,21,55,1107,72,1607626,6,1
blandness,TRUE,2,8,848,6,1,1,5,71,3,43193,6,2
blank,TRUE,1,5,350,6,18,17,495,4211,839,18151617,6,1
blanked,TRUE,1,6,533,7,12,8,13,126,15,147157,6,NA
blanket,TRUE,2,7,485,8,5,4,662,3979,433,5457981,7,1
blanketed,TRUE,3,9,688,8,1,0,7,239,20,106609,9,2
blankets,TRUE,2,8,488,8,1,2,260,1901,185,4386506,8,2
blankiest,TRUE,3,9,641,7,0,0,0,0,0,0,6,3
blankly,TRUE,2,7,738,8,3,2,4,395,6,136652,8,2
blanks,TRUE,1,6,499,6,18,8,144,457,103,1908877,6,2
blaring,TRUE,2,6,402,5,8,8,88,415,35,195342,5,2
blasphemies,TRUE,3,9,697,9,1,0,2,17,0,53036,9,2
blasphemy,TRUE,3,8,698,9,1,0,75,299,34,652149,9,1
blast,TRUE,1,5,456,6,15,15,825,3701,686,9388686,6,1
blasted,TRUE,2,7,481,7,3,6,229,1253,196,931039,7,2
blasting,TRUE,2,7,615,6,2,4,99,805,119,1283877,7,2
blasts,TRUE,1,6,502,6,5,5,47,769,116,1479852,6,2
