Lower,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
vests,vests,1,5,633,5,22,11,56,451,54,2056167,5,2
vesture,vesture,2,5,732,5,6,2,1,5,0,35673,4,1
vet,vet,1,3,415,4,62,30,296,1319,214,4985571,4,1
veteran,veteran,2,6,559,8,6,2,191,6479,1296,8886185,7,1
veterans,veterans,2,7,698,9,5,5,95,6504,1563,11867645,7,2
veterinarian,veterinarian,5,11,677,13,2,2,64,651,107,1585882,12,1
veterinarians,veterinarians,5,12,830,13,2,2,8,260,39,1563930,12,2
veterinary,veterinary,4,9,598,10,0,0,35,664,75,8160775,10,1
veto,veto,2,4,365,5,29,16,46,2512,1135,1621850,5,1
vets,vets,1,4,549,5,53,22,32,621,196,1771053,4,2
vex,vex,1,4,507,4,44,19,10,62,2,294112,5,1
vexation,vexation,3,8,699,8,1,0,3,68,0,99085,8,2
vexed,vexed,1,5,590,4,7,1,24,238,7,246197,5,2
via,via,2,3,549,4,64,35,180,9893,607,97175775,4,1
viability,viability,5,9,668,5,0,1,9,904,90,2364054,5,1
viable,viable,3,6,421,5,1,1,121,3249,525,4802961,5,1
viaduct,viaduct,3,7,611,8,1,1,11,78,5,354514,8,1
vial,vial,2,4,389,5,19,22,66,496,46,1014511,5,1
vibes,vibes,1,4,454,5,10,11,55,196,26,1074158,4,2
vibrant,vibrant,2,7,510,7,0,0,52,2033,230,3804564,7,1
vibrated,vibrated,3,8,556,8,1,2,4,236,6,80653,8,2
vibration,vibration,3,8,555,10,2,2,80,1017,38,4130212,9,2
vibrations,vibrations,3,9,692,10,1,1,103,654,49,1437915,9,3
vice,vice,1,3,418,5,62,27,950,21532,8967,32223701,4,1
vices,vices,2,5,728,5,7,14,28,347,22,995524,4,2
vicinity,vicinity,4,8,510,6,0,0,153,988,102,3772417,5,1
vicious,vicious,2,5,479,8,0,0,438,1990,514,2333365,6,1
viciousness,viciousness,3,8,768,8,0,0,6,94,20,61322,6,2
vicissitude,vicissitude,4,9,697,12,1,1,1,4,0,19188,10,1
victim,victim,2,6,398,7,4,2,2434,10457,3804,11845078,7,1
victimization,victimization,5,12,889,9,0,0,10,1517,56,446033,7,3
victimize,victimize,3,8,764,10,3,1,9,61,23,44256,9,2
victimized,victimized,3,9,805,10,1,1,39,833,226,388859,9,3
victims,victims,2,7,642,8,5,5,1196,13561,4526,15672821,7,2
victorian,victorian,4,9,568,10,5,3,67,2136,87,8706585,10,2
victories,victories,2,7,649,8,2,1,62,2260,249,1744497,7,2
victorious,victorious,4,9,665,8,4,0,66,792,93,950493,9,2
victory,victory,3,6,495,7,8,2,1094,14089,3225,16330347,7,2
video,video,3,5,606,6,3,3,2105,28250,12055,365426877,6,1
videos,videos,3,6,625,6,1,2,220,3978,907,94089583,6,2
videotape,videotape,4,8,580,10,2,2,264,7729,6694,1738345,9,1
videotapes,videotapes,4,9,788,10,2,2,49,779,221,628067,9,2
vie,vie,1,2,308,4,105,48,110,616,43,2473789,3,1
vienna,vienna,3,5,494,7,7,1,247,1950,233,9051645,6,NA
viennese,viennese,3,6,819,7,0,0,28,203,17,286373,5,NA
vies,vies,1,3,538,4,87,36,1,49,5,138482,4,2
vietnamese,vietnamese,4,9,681,8,0,0,260,2710,612,6143276,8,NA
view,view,1,3,278,5,42,8,1965,46665,8859,602282940,4,1
viewed,viewed,1,4,489,6,12,1,53,8129,632,35666896,4,2
viewer,viewer,2,4,351,7,14,2,78,2768,527,9859481,5,2
viewers,viewers,2,5,705,8,4,3,143,5525,2001,5210800,5,3
viewing,viewing,2,5,401,5,4,0,109,3613,299,28507347,4,2
viewpoint,viewpoint,2,7,612,10,1,1,50,1411,195,3668566,8,1
viewpoints,viewpoints,2,8,778,10,1,1,8,822,86,1894959,8,2
views,views,1,4,579,5,48,5,206,14492,2877,77339662,4,2
vigil,vigil,2,5,463,6,6,2,44,757,221,1183443,6,1
vigilance,vigilance,3,8,699,8,2,1,26,502,63,801669,8,1
vigilant,vigilant,3,8,551,9,2,1,38,790,198,772884,8,1
vigilante,vigilante,4,9,624,10,1,3,83,300,79,384438,10,1
vigor,vigor,2,4,529,6,20,10,21,968,104,977794,5,1
vigorous,vigorous,3,6,546,9,1,1,35,2046,269,1725906,7,2
vigorously,vigorously,4,8,712,9,1,1,21,1523,228,1151663,7,3
viking,viking,2,5,454,7,7,5,141,1064,81,5116423,6,1
vikings,vikings,2,6,661,7,2,2,59,1124,46,2337609,6,2
vile,vile,1,3,499,5,79,30,226,496,100,930954,4,1
vilify,vilify,3,6,618,7,0,1,8,86,30,56266,5,2
vilifying,vilifying,4,8,713,7,0,0,0,40,15,32114,7,3
villa,villa,2,4,441,6,32,18,224,1499,112,17590237,5,1
village,village,2,5,559,8,6,5,1712,16423,1478,42339742,6,1
villagers,villagers,3,7,677,9,5,5,127,2056,192,1610143,7,2
villages,villages,3,7,586,8,0,6,123,4446,629,6997181,6,2
villain,villain,2,5,475,8,32,3,212,933,251,1302147,6,1
villainous,villainous,3,7,619,8,0,0,16,114,10,214274,6,2
villains,villains,2,6,543,8,14,2,86,574,128,1490210,6,2
villainy,villainy,3,6,522,8,2,2,15,56,4,123536,6,2
vinaigrette,vinaigrette,3,8,586,5,0,0,14,985,53,485867,6,NA
vindication,vindication,4,10,968,9,1,1,22,348,100,273973,8,2
vindictive,vindictive,3,9,686,11,0,0,54,261,70,201873,10,1
vine,vine,1,3,589,5,78,35,107,1364,55,3646886,4,1
vinegar,vinegar,3,6,460,8,1,4,86,3726,153,2467712,6,1
vines,vines,1,4,718,5,64,32,80,1581,37,1952255,4,2
vineyard,vineyard,2,6,533,9,3,2,142,1227,180,3549858,7,1
vineyards,vineyards,2,7,639,9,2,1,30,907,36,2327925,7,2
vintage,vintage,2,6,528,8,2,5,149,3334,265,31841881,7,1
vintner,vintner,2,6,455,8,5,5,0,65,1,90975,7,1
vinyl,vinyl,2,5,423,5,12,1,63,1072,65,17011205,5,1
viola,viola,3,5,545,6,6,7,151,567,58,2459035,6,1
violated,violated,4,8,758,8,1,2,233,2793,799,3786834,8,2
violates,violates,3,7,599,8,3,2,38,834,210,2178320,7,2
violating,violating,4,8,652,8,1,0,114,1531,430,2165306,8,2
violence,violence,3,7,782,7,2,0,1173,26223,7179,29310896,7,1
violent,violent,2,6,468,8,4,5,850,10276,2554,10552640,7,1
violet,violet,2,5,515,7,3,10,410,1567,52,4038766,4,1
violets,violets,2,6,611,7,6,7,53,235,6,521391,6,2
violin,violin,3,6,609,7,2,2,242,1558,266,5328278,7,1
violinists,violinists,4,10,764,10,1,1,4,90,12,100582,10,2
violins,violins,3,7,674,7,1,1,54,296,45,645187,7,2
violists,violists,3,6,635,8,3,3,0,8,1,11266,7,3
viral,viral,2,5,452,5,12,6,45,1228,188,5973237,6,1
virgin,virgin,2,5,503,7,9,4,961,4340,436,24410758,6,1
virile,virile,2,5,550,6,8,0,33,124,9,103815,6,1
virology,virology,4,8,667,8,0,0,2,57,1,1052306,8,NA
virtual,virtual,3,6,659,8,2,0,133,5844,561,50848529,7,2
virtually,virtually,3,6,623,8,1,0,209,10150,1750,10198413,5,3
virtue,virtue,2,4,521,7,1,1,263,3635,296,5148061,5,1
virtues,virtues,2,5,587,7,1,1,81,1809,103,1732053,5,2
virtuoso,virtuoso,4,7,712,8,0,0,24,296,45,703362,5,1
virtuous,virtuous,3,6,666,7,1,0,88,585,35,723739,6,2
virulent,virulent,3,8,512,9,2,0,11,427,50,421574,9,1
virus,virus,2,5,457,6,5,3,964,6519,1719,36295812,6,1
viruses,viruses,3,7,600,6,2,1,59,1923,294,8786573,6,2
visa,visa,2,4,422,5,21,22,216,1720,392,22906674,5,1
visas,visas,2,5,499,5,5,5,32,765,214,2879188,5,2
viscous,viscous,2,6,549,7,3,0,13,235,12,690820,5,1
viselike,viselike,2,6,650,5,0,0,1,20,0,3508,4,2
visibility,visibility,5,10,642,6,0,0,61,1765,196,7434248,6,1
visible,visible,3,7,466,7,0,1,253,9231,651,15742054,6,1
visibly,visibly,3,7,447,7,0,1,8,954,129,735085,6,1
vision,vision,2,5,374,7,7,2,1218,20100,1776,43435348,6,1
visionary,visionary,4,8,572,9,1,0,66,1120,110,1663298,9,1
visions,visions,2,6,565,7,4,2,420,2157,155,4340565,6,2
visit,visit,2,5,449,6,4,3,2993,25292,4079,187070159,6,1
visitation,visitation,4,9,714,11,2,2,81,782,197,2341736,10,2
visitations,visitations,4,10,837,11,2,2,9,91,10,164977,10,3
visited,visited,3,7,502,6,0,0,350,8045,1353,14810983,6,3
visiting,visiting,3,7,436,6,1,0,787,6577,1021,20914346,6,2
visitor,visitor,3,6,498,8,5,2,446,3619,277,20159943,7,2
visitors,visitors,3,7,574,9,4,6,506,9456,680,43873115,7,3
visits,visits,2,6,487,6,3,2,233,6387,693,17988054,6,2
visor,visor,2,4,559,6,34,6,30,398,16,1851832,5,1
vistas,vistas,2,6,484,6,2,3,11,536,8,772687,6,2
visual,visual,3,7,507,7,0,1,586,13605,633,49974902,5,2
visualization,visualization,5,12,924,9,0,0,12,537,19,4115110,7,4
visualize,visualize,3,8,751,10,2,1,88,707,80,1416743,9,3
visualized,visualized,3,9,722,10,1,1,8,261,8,537242,9,4
visually,visually,3,7,511,7,1,0,42,2831,125,3633998,7,3
vital,vital,2,5,388,6,20,13,396,7006,903,14168370,6,1
vitality,vitality,4,8,686,7,0,0,34,1220,109,2267737,6,2
vitalize,vitalize,3,7,645,7,1,0,0,8,0,31523,6,2
vitally,vitally,3,6,481,6,3,2,22,278,48,474173,6,2
vitals,vitals,2,6,430,6,6,7,184,168,6,200318,6,1
vitamin,vitamin,3,7,421,8,1,1,136,3820,317,13206132,8,1
viva,viva,2,4,353,5,18,16,159,300,44,2480756,5,NA
vivid,vivid,2,5,499,6,1,2,104,2475,247,4485682,6,1
vividly,vividly,3,7,582,6,0,0,26,975,106,688938,6,2
vivify,vivify,3,6,644,5,0,1,0,15,0,15176,5,1
vixen,vixen,2,6,581,3,0,3,49,180,28,888927,5,1
vocab,vocab,2,5,525,6,0,1,6,100,0,407673,6,NA
vocabularies,vocabularies,5,12,853,10,1,0,0,147,2,382533,12,2
vocabulary,vocabulary,5,11,684,10,1,0,119,3271,164,6500991,12,1
vocal,vocal,2,5,482,6,11,5,151,3362,446,9083681,6,1
vocalize,vocalize,3,7,724,7,2,1,7,45,4,43580,6,2
vocally,vocally,3,6,484,6,4,2,3,145,26,158129,6,2
vocation,vocation,3,7,604,9,4,5,42,838,31,935670,8,1
vocational,vocational,4,9,659,9,0,0,15,1930,57,7847368,8,2
vociferate,vociferate,4,8,688,11,1,2,0,1,0,6262,9,1
vociferous,vociferous,4,8,710,11,0,0,1,179,21,114056,4,1
vociferously,vociferously,5,10,732,11,0,0,0,104,19,60960,7,2
vodka,vodka,2,5,472,6,2,1,515,1445,205,2156757,6,1
vogue,vogue,1,3,519,4,18,8,119,852,131,2159792,4,1
voice,voice,1,3,549,6,31,7,4394,76422,35523,64616737,4,1
voiced,voiced,1,4,493,6,16,4,18,1526,168,1498292,4,2
voices,voices,2,5,552,6,8,6,793,8855,1241,11129943,4,2
void,void,1,3,461,5,18,6,209,1839,206,32492676,4,1
volatile,volatile,3,7,638,8,0,0,59,1885,379,3395681,6,1
volatility,volatility,5,10,652,8,0,0,4,709,139,2576975,6,2
volcanic,volcanic,3,8,559,9,0,0,57,1298,119,2201241,9,1
volcano,volcano,3,7,722,8,3,1,170,1517,339,3078083,8,1
volcanoes,volcanoes,3,8,730,8,1,2,46,718,111,1322196,8,2
volcanos,volcanos,3,8,707,8,1,3,3,74,14,93158,8,2
volley,volley,2,4,469,7,72,19,24,336,31,550438,5,1
volleyball,volleyball,3,7,718,7,0,0,58,1335,53,7658869,5,1
volt,volt,1,4,479,5,34,19,9,812,111,8205091,5,1
voltage,voltage,2,6,503,8,2,2,85,1296,80,17059132,7,1
volume,volume,2,6,572,7,1,1,354,9773,960,74287363,7,1
volumes,volumes,2,7,621,7,2,2,54,2216,136,9076723,7,2
volumetric,volumetric,4,11,718,7,0,0,0,76,0,659238,5,NA
voluminous,voluminous,4,9,848,6,0,0,2,383,23,330566,5,1
voluntarily,voluntarily,5,11,778,10,0,0,100,1616,422,2520283,9,2
voluntary,voluntary,4,9,633,9,0,0,103,3418,496,11671298,9,1
volunteer,volunteer,3,8,848,10,2,1,475,5678,1000,22337109,9,1
volunteering,volunteering,4,10,667,11,0,0,98,759,119,3447271,10,2
vomit,vomit,2,5,589,6,3,2,272,593,65,767668,6,1
vomiting,vomiting,3,7,562,6,0,0,149,811,98,2086485,6,2
vortex,vortex,2,7,639,6,3,3,76,405,28,2249799,7,1
votary,votary,3,6,504,5,1,2,0,2,1,18854,4,1
vote,vote,1,3,458,5,44,18,1751,28504,15292,58390459,4,1
voted,voted,2,5,454,5,3,7,354,8736,4270,10746027,4,2
voter,voter,2,4,569,6,20,8,41,3238,1319,4906354,5,2
voters,voters,2,5,492,7,7,5,106,16172,6949,10058315,5,3
votes,votes,1,4,543,5,31,13,400,11168,5582,32059663,4,2
voting,voting,2,5,363,4,10,4,241,6919,2883,18802108,5,2
voucher,voucher,2,4,473,8,6,8,46,813,157,4436854,5,2
vouchers,vouchers,2,5,557,8,1,1,28,895,234,4911284,5,3
vouching,vouching,2,5,481,6,2,2,5,27,10,29774,4,2
vow,vow,1,2,348,4,75,26,276,886,172,1127734,3,1
vowed,vowed,1,3,546,5,18,14,83,1725,323,873944,3,2
vowing,vowing,2,4,514,4,7,12,5,331,88,161510,3,2
vows,vows,1,3,580,4,38,17,331,1084,239,1752303,3,2
voyage,voyage,2,4,530,7,3,6,306,1509,133,4119859,5,1
voyages,voyages,3,6,584,7,0,7,17,337,14,1253448,5,2
voyeuristic,voyeuristic,4,10,697,9,0,0,6,112,14,82491,4,3
vulcanized,vulcanized,3,9,782,7,0,0,8,11,0,88658,7,NA
vulgar,vulgar,2,5,393,7,3,0,167,660,109,1186559,6,1
vulgarity,vulgarity,4,9,671,8,0,0,18,178,24,178676,5,2
vulgarize,vulgarize,3,7,778,9,0,0,0,1,1,4290,6,2
vulnerability,vulnerability,6,12,740,13,1,0,41,2102,246,9013560,13,1
vulnerable,vulnerable,4,9,748,9,0,0,437,6994,1426,7731173,8,1
vulpine,vulpine,2,6,708,4,0,0,0,16,0,27805,4,1
vying,vying,2,4,419,3,14,4,14,509,93,349502,4,2
wacky,wacky,2,4,549,5,35,5,164,530,145,1865275,4,1
wad,wad,1,3,337,4,70,38,89,570,24,577013,4,1
wade,wade,1,3,489,5,91,32,840,3968,886,4793167,4,1
wader,wader,2,4,411,6,42,28,1,26,0,176850,5,2
wads,wads,1,4,502,5,30,27,9,152,8,138195,5,2
wage,wage,1,3,376,5,53,32,159,4863,897,12243196,4,1
waged,waged,1,4,540,5,17,14,26,851,165,578094,4,2
wager,wager,2,4,419,6,23,34,202,414,50,1367520,5,2
wages,wages,2,5,540,5,7,22,198,4021,764,8742580,4,2
wagged,wagged,1,4,443,6,15,11,6,225,3,46412,4,2
wagging,wagging,2,5,579,5,9,10,24,320,41,200605,5,2
waggle,waggle,2,5,409,7,20,7,20,34,0,40713,6,1
waggled,waggled,2,6,538,7,5,5,2,90,1,13757,6,2
waggling,waggling,2,6,539,6,4,5,4,50,0,15012,5,2
waging,waging,2,5,424,4,16,10,14,584,189,516567,5,2
wagon,wagon,2,5,358,6,20,6,906,2737,199,5198530,6,1
wagonette,wagonette,3,7,566,7,0,0,0,0,0,6391,6,2
wagons,wagons,2,6,520,6,6,1,165,822,67,1266327,6,2
wail,wail,1,3,367,5,141,32,44,611,21,326062,4,1
wailing,wailing,2,5,428,5,34,17,156,625,40,455790,5,2
wails,wails,1,4,496,5,104,17,45,240,3,107568,4,2
waist,waist,1,4,512,6,36,13,262,4094,294,5013500,5,1
waistband,waistband,2,8,656,6,1,1,10,341,12,728047,7,1
waistcoat,waistcoat,2,7,504,6,0,0,18,194,0,260134,5,1
waistline,waistline,2,7,543,6,0,0,23,210,29,201911,6,1
wait,wait,1,3,390,5,91,32,42343,30118,11036,39005783,4,1
waited,waited,2,5,459,6,7,17,1485,9731,1115,3938627,4,2
waiter,waiter,2,4,373,7,47,16,673,1874,165,1386052,5,1
waiters,waiters,2,5,519,7,22,11,114,654,39,572903,5,2
waiting,waiting,2,5,470,7,26,12,10767,26377,5367,30173073,6,2
waitress,waitress,2,6,528,9,3,0,588,1618,178,1113106,7,1
waitresses,waitresses,3,8,660,9,0,0,84,379,34,271142,7,2
waits,waits,1,4,446,5,62,18,307,2184,230,2362633,5,2
waive,waive,1,3,436,6,60,7,88,338,88,1789027,4,1
waiver,waiver,2,4,401,7,41,8,49,760,185,5625238,5,2
wake,wake,1,3,354,5,90,31,5366,10784,2244,14121621,4,1
wakefulness,wakefulness,3,9,718,6,0,0,4,123,9,119517,5,3
wakened,wakened,2,6,539,6,8,2,13,91,10,53597,6,2
wakening,wakening,3,7,522,6,2,2,0,16,2,26457,6,2
wakes,wakes,1,4,552,5,46,23,345,1147,140,876767,4,2
waking,waking,2,5,519,5,22,12,447,2390,376,2297304,4,2
walk,walk,1,3,377,5,113,29,11009,30064,6234,39132769,4,1
walkabout,walkabout,3,7,660,6,0,0,8,35,6,324243,6,NA
walkaway,walkaway,3,6,532,6,1,1,2,6,3,36377,5,NA
walked,walked,1,4,451,6,24,7,2737,23963,3290,10905829,5,2
walker,walker,2,4,408,7,31,15,808,6666,1250,14809346,5,2
walkers,walkers,2,5,590,7,9,4,26,574,37,1526422,5,3
walking,walking,2,5,453,8,13,7,3826,20008,3512,24986708,6,2
walkout,walkout,2,5,514,8,3,1,93,158,41,184495,6,1
walks,walks,1,4,452,5,37,12,936,8175,926,7744733,5,2
walkway,walkway,2,5,505,8,2,2,19,661,32,792022,6,1
walkways,walkways,2,6,640,8,1,1,3,284,6,586893,6,2
wall,wall,1,3,529,5,117,41,3605,38049,7457,59434857,4,1
wallet,wallet,2,5,473,7,12,13,1163,2387,379,6098180,6,1
wallflower,wallflower,3,7,647,5,0,0,21,63,10,142020,5,NA
walloped,walloped,2,6,499,7,0,2,3,50,6,20374,5,2
wallowing,wallowing,3,6,451,7,3,3,41,188,22,126053,5,2
wallpaper,wallpaper,3,7,589,10,2,1,171,869,41,20244258,8,1
wallpapered,wallpapered,3,8,545,10,2,0,6,30,1,13161,8,2
wallpapering,wallpapering,4,9,747,10,0,0,0,10,2,62459,8,2
wallpapers,wallpapers,3,8,662,10,2,1,2,30,1,15310025,8,2
walls,walls,1,4,688,6,87,27,1261,15745,1077,14838230,5,2
walmart,walmart,2,7,528,5,0,2,0,585,78,2269839,5,NA
walnut,walnut,2,6,506,7,2,1,100,1445,53,5509894,7,1
walnuts,walnuts,2,7,688,7,2,1,64,933,37,634262,7,2
waltz,waltz,1,5,561,6,23,13,279,511,48,1725607,6,1
wand,wand,1,4,374,5,38,29,157,582,74,1888212,5,1
wander,wander,2,5,451,7,27,29,299,1732,134,1996154,6,1
wandered,wandered,2,6,411,8,5,3,176,1948,126,1023939,6,2
wanderers,wanderers,3,7,716,9,2,1,10,113,2,875723,7,3
wandering,wandering,3,7,569,10,4,3,403,1998,185,2327786,8,2
wanderlust,wanderlust,3,9,723,7,0,0,4,104,11,378185,6,NA
wanders,wanders,2,6,544,8,12,14,45,515,25,401399,6,2
wannabes,wannabes,3,7,639,8,3,3,17,200,38,221738,7,NA
want,want,1,4,369,5,36,39,140718,206436,91546,258707826,5,1
wanted,wanted,2,6,589,6,3,12,25616,77084,22846,63312302,6,2
wanting,wanting,2,6,524,5,3,7,1251,6371,1635,7463610,6,2
wants,wants,1,5,589,5,22,14,15655,35591,13649,32539401,5,2
war,war,1,3,379,4,121,46,8912,104024,32913,126526108,4,1
warbler,warbler,2,6,678,8,1,4,4,106,6,1216351,7,2
ward,ward,1,4,344,5,63,30,727,5753,916,14829346,5,1
warden,warden,2,6,396,7,28,19,573,918,139,1571954,7,1
wardrobe,wardrobe,2,7,552,9,1,1,330,1466,194,3627616,8,1
wardroom,wardroom,2,7,678,7,1,0,14,46,1,26907,4,1
wards,wards,1,5,586,5,30,19,52,644,77,1760044,5,2
warehouse,warehouse,2,6,728,10,0,3,509,2423,307,14530204,7,1
wares,wares,1,4,443,5,76,32,17,660,31,1218442,4,2
warhead,warhead,2,6,476,8,3,1,165,363,130,353618,7,1
warheads,warheads,2,7,585,8,2,1,82,744,203,431587,7,2
warhorse,warhorse,2,7,659,6,0,0,12,59,2,58028,6,1
warily,warily,3,6,559,5,6,2,1,444,11,116623,6,2
warlike,warlike,2,6,639,6,3,0,14,151,25,205586,5,2
warlock,warlock,2,6,659,6,5,7,185,41,1,840567,5,1
warlord,warlord,2,7,579,8,1,2,39,283,89,573240,8,1
warm,warm,1,4,458,5,31,18,2659,19131,1698,22647084,5,1
warmed,warmed,1,5,474,6,9,8,112,1467,124,860109,5,2
warmer,warmer,2,5,391,6,13,13,184,1806,232,2759111,5,2
warming,warming,2,6,464,8,9,11,203,5755,1125,6936723,7,2
warmish,warmish,2,6,517,6,1,0,0,8,2,10941,6,2
warmly,warmly,2,6,549,5,7,1,24,676,55,918290,5,2
warmonger,warmonger,3,8,599,10,0,0,7,22,6,113634,9,1
warmongering,warmongering,4,10,686,10,0,0,6,16,2,55845,9,NA
warmth,warmth,1,5,511,5,7,3,227,3288,165,3107429,5,1
warmup,warmup,2,6,460,6,3,1,2,119,9,240894,6,1
warn,warn,1,4,426,5,51,30,1293,2777,625,4160789,5,1
warned,warned,1,5,501,6,14,12,808,6524,1405,5292851,5,2
warning,warning,2,6,496,8,13,13,1630,9462,2507,58501653,7,2
warningly,warningly,3,8,577,8,0,0,0,23,0,11961,7,3
warns,warns,1,5,529,5,28,18,17,1963,257,2776014,5,2
warp,warp,1,4,387,5,28,23,280,648,44,2403782,5,1
warped,warped,1,5,511,5,3,4,83,555,35,967696,5,2
warping,warping,2,6,390,5,5,10,3,123,4,341722,5,2
warrant,warrant,2,6,392,8,11,5,1060,2654,844,9167246,7,1
warranted,warranted,3,8,492,9,0,1,19,959,113,1878011,7,2
warrantee,warrantee,3,7,545,9,3,1,1,3,2,127495,8,2
warrants,warrants,2,7,668,8,4,3,164,1028,298,3246362,7,2
warranty,warranty,3,7,559,8,3,2,42,884,50,33921186,8,1
warring,warring,2,5,482,8,27,14,15,593,118,436023,6,2
warrior,warrior,3,5,419,8,8,3,516,2651,268,8066896,6,1
warriors,warriors,3,6,601,8,5,2,336,2781,219,6211178,6,2
wars,wars,1,4,489,5,74,46,465,7194,1661,27906403,5,2
warship,warship,2,6,559,8,1,3,48,266,60,380898,7,2
warships,warships,2,7,588,8,1,2,33,554,99,476567,7,3
warthog,warthog,2,7,507,6,1,1,16,55,4,259018,6,1
wartime,wartime,2,6,492,8,1,1,58,1417,203,1280056,7,1
warts,warts,1,5,674,5,39,26,52,270,43,1123145,6,2
warty,warty,2,5,343,5,16,11,4,27,0,116891,5,2
wary,wary,2,4,539,4,99,35,38,2227,207,1303191,5,1
was,was,1,3,429,4,47,45,288391,1832180,447654,1483436342,4,1
wash,wash,1,3,418,5,51,31,2077,7064,663,12614330,4,1
washable,washable,3,7,587,7,0,0,6,146,15,2080531,5,2
washbasin,washbasin,3,8,692,6,0,0,1,46,1,116014,5,1
washed,washed,1,4,455,6,10,12,718,4133,453,4096107,5,2
washer,washer,2,4,536,7,16,14,104,519,42,5545568,5,2
washers,washers,2,5,589,7,9,6,17,279,23,2180888,5,3
washes,washes,2,5,555,6,5,15,93,832,61,909792,5,2
washing,washing,2,5,490,8,6,8,462,2996,388,8213049,6,2
washout,washout,2,5,439,8,2,1,38,80,13,195075,6,1
washroom,washroom,2,6,589,5,0,0,86,129,6,408917,4,1
washstand,washstand,2,8,739,5,0,0,2,31,0,37955,4,NA
wassail,wassail,2,5,452,5,0,1,2,15,1,62349,4,1
waste,waste,1,4,549,6,36,11,2716,13631,1782,41091209,5,1
wastebasket,wastebasket,3,10,908,12,1,1,32,195,9,161558,11,1
wasted,wasted,2,6,599,6,4,20,854,2275,392,3560306,5,2
wasteful,wasteful,2,7,497,9,3,1,30,602,124,536270,8,2
wastes,wastes,1,5,568,6,11,12,35,1399,54,3531476,5,2
wastewater,wastewater,3,8,655,6,0,0,1,1033,17,4719053,5,1
wasting,wasting,2,6,465,5,7,12,1135,1412,292,2791022,6,2
watch,watch,1,3,509,6,51,12,16831,35474,10269,92013600,4,1
watchband,watchband,2,7,507,6,0,0,7,10,2,47783,4,1
watchdog,watchdog,2,6,587,9,1,1,53,822,215,2366094,7,1
watched,watched,1,4,505,7,12,8,1353,18778,3001,10266154,4,2
watchers,watchers,2,5,463,8,7,4,50,873,197,1805985,5,3
watches,watches,2,5,483,7,7,19,406,4280,507,47364531,5,2
watchful,watchful,2,6,448,6,1,0,20,632,79,551030,4,2
watching,watching,2,5,419,8,9,8,5081,27933,9110,21544217,5,2
watchmen,watchmen,2,6,539,7,1,1,9,93,1,233135,5,2
watchstrap,watchstrap,2,8,595,6,0,0,0,0,0,14859,4,NA
water,water,2,4,323,6,24,26,11478,105096,11400,215184660,5,1
waterbird,waterbird,3,7,649,7,0,0,1,9,0,79598,5,NA
waterborne,waterborne,3,8,552,8,0,0,0,222,10,443787,7,NA
watercannon,watercannon,4,9,609,7,0,0,0,0,0,526,6,NA
watercolorist,watercolorist,5,11,861,14,1,1,2,51,1,22363,12,2
watercolorists,watercolorists,5,12,885,14,1,1,0,28,0,6860,12,3
watercolors,watercolors,4,9,638,11,1,1,21,566,8,567707,9,2
watercourse,watercourse,3,8,838,8,0,0,0,41,0,285147,6,1
watercress,watercress,3,8,798,7,0,0,4,251,9,174301,6,NA
waterfall,waterfall,3,7,553,10,2,1,95,820,67,2131855,8,1
waterfalls,waterfalls,3,8,725,10,1,1,24,484,25,1522654,8,2
waterfowl,waterfowl,3,7,778,8,1,0,1,455,11,985549,6,1
waterfront,waterfront,3,9,568,11,1,1,53,1188,96,4699028,10,1
waterhole,waterhole,3,7,566,8,0,0,7,27,0,113331,6,NA
watering,watering,3,6,407,7,2,3,109,1193,107,2050112,6,2
waterline,waterline,3,7,808,7,0,0,4,143,5,230207,6,1
waterlogged,waterlogged,3,8,717,9,1,0,7,173,16,109955,8,2
watermark,watermark,3,8,700,10,1,1,14,80,17,1344730,9,NA
watermelon,watermelon,4,9,463,11,1,1,112,964,96,884072,10,1
watermill,watermill,3,7,460,7,0,0,1,6,0,94831,5,NA
waterpower,waterpower,4,7,582,7,0,0,0,11,0,26556,6,NA
waterproof,waterproof,3,8,738,11,0,0,50,1038,43,5628399,9,1
waterproofing,waterproofing,4,10,642,11,0,0,4,93,3,673900,9,NA
waters,waters,2,5,468,7,20,16,553,8564,1244,16019652,5,2
watershed,watershed,3,7,565,10,3,2,6,1278,93,5988096,8,1
waterside,waterside,3,7,627,7,0,0,0,73,1,514215,5,1
waterskiing,waterskiing,4,9,770,7,0,0,4,34,1,628310,6,NA
waterspout,waterspout,3,8,788,7,0,0,5,14,1,28274,6,1
watertight,watertight,3,7,698,7,0,0,19,140,8,355736,6,1
waterway,waterway,3,6,503,9,1,1,6,558,52,1060411,7,1
waterways,waterways,3,7,691,9,1,1,11,547,49,1843915,7,2
waterwheel,waterwheel,3,7,506,7,0,0,1,13,0,49051,5,NA
waterworks,waterworks,3,8,818,10,1,1,23,146,4,377968,8,NA
watery,watery,3,5,470,6,6,4,36,835,24,630703,5,2
wave,wave,1,3,480,5,60,28,1084,11218,1436,23717599,4,1
waved,waved,1,4,414,5,21,13,105,3748,133,870705,4,2
wavelength,wavelength,2,7,665,11,1,1,32,686,20,3177128,8,1
