idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50
19154,wool,wUl,13,11,2,9,4
19157,wooly,wUli,6,5,1,4,2
19159,word,wRd,19,18,1,12,7
19161,work,wRk,20,18,2,14,6
19168,world,wRld,5,4,1,4,1
19175,worry,wRi,12,10,2,4,8
19176,worse,wRs,14,12,2,6,8
19177,worsen,wRsN,3,2,1,1,2
19179,worst,wRst,10,7,3,7,3
19181,wort,wRt,20,18,2,13,7
19182,worth,wRT,13,12,1,7,6
19184,worthy,wRDi,2,1,1,1,1
19186,wove,wov,12,11,1,8,4
19188,wraith,reT,15,14,1,4,11
19189,wrangle,r@GgL,8,7,1,7,1
19191,wrasse,r@s,23,18,5,12,11
19194,wreathe,riD,15,14,1,5,10
19195,wreck,rEk,18,17,1,13,5
19196,wren,rEn,26,22,4,18,8
19197,wrench,rEnC,10,5,5,6,4
19198,wrestle,rEsL,8,7,1,5,3
19201,wriggle,rIgL,8,7,1,4,4
19202,wrinkle,rIGkL,5,3,2,4,1
19203,wrist,rIst,16,11,5,11,5
19206,writ,rIt,37,32,5,23,14
19207,writer,rYtX,7,6,1,4,3
19208,writhe,rYD,14,13,1,4,10
19210,written,rItN,8,6,2,5,3
19211,wrong,rcG,13,10,3,10,3
19214,wroth,rcT,10,6,4,7,3
19215,wrought,rct,23,19,4,20,3
19216,x,Eks,8,4,4,6,2
19230,y,wY,32,21,11,18,14
19235,yak,y@k,14,13,1,11,3
19236,yam,y@m,12,10,2,9,3
19237,yammer,y@mX,3,2,1,2,1
19238,yank,y@Gk,12,9,3,10,2
19239,Yankee,y@Gki,3,2,1,2,1
19244,yarn,yarn,5,4,1,3,2
19246,yawl,ycl,16,15,1,14,2
19247,yawn,ycn,12,11,1,10,2
19250,ye,yi,21,19,2,18,3
19252,yean,yin,15,14,1,14,1
19258,yell,yEl,19,16,3,14,5
19259,yellow,yElo,7,6,1,5,2
19260,yelp,yElp,4,3,1,2,2
19261,yen,yEn,20,19,1,17,3
19263,yes,yEs,9,8,1,6,3
19272,yoke,yok,12,10,2,10,2
19273,yokel,yokL,4,3,1,2,2
19274,yon,yan,10,9,1,8,2
19276,yore,yor,19,17,2,17,2
19282,youth,yuT,7,6,1,3,4
19289,yule,yul,16,12,4,12,4
19292,z,zi,22,18,4,20,2
19294,zeal,zil,15,13,2,14,1
19301,Zen,zEn,15,14,1,14,1
19309,zinc,zIGk,11,9,2,10,1
19310,zing,zIG,9,8,1,7,2
19313,zip,zIp,14,13,1,12,2
19314,zipper,zIpX,6,5,1,4,2
19322,zonal,zonL,3,2,1,1,2
19324,zone,zon,17,13,4,15,2
19326,zoo,zu,20,19,1,18,2
19332,zoom,zum,8,7,1,7,1
