Item,Experiment,Release,Subject,Trial,List,WordRunLength,ExperimentRunID,RT,Session,idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
cedar,MALD1_sR,MALD1,16533,104,words14,1,16533_14,960,14,2810,cedar,sidX,6,5,1,3,3,2,4,499,6,64,5,127,1971,146,9488016,5,1
cowl,MALD1_sR,MALD1,16533,305,words14,2,16533_14,1290,14,4094,cowl,kWl,18,15,3,15,3,1,3,383,5,89,15,5,111,4,368295,4,1
fan,MALD1_sR,MALD1,16533,96,words14,1,16533_14,1053,14,6209,fan,f@n,21,20,1,17,4,1,3,423,4,106,48,1792,9085,1944,47059257,4,1
farce,MALD1_sR,MALD1,16533,674,words14,1,16533_14,951,14,6222,farce,fars,6,5,1,3,3,1,4,501,5,32,9,89,446,80,727546,5,1
food,MALD1_sR,MALD1,16533,80,words14,3,16533_14,939,14,6633,food,fud,11,10,1,10,1,1,3,579,5,50,17,7876,64656,10124,180152837,4,1
gait,MALD1_sR,MALD1,16533,781,words14,1,16533_14,785,14,6943,gait,get,28,24,4,19,9,1,3,304,5,84,20,16,1088,15,822923,4,1
gray,MALD1_sR,MALD1,16533,635,words14,1,16533_14,975,14,7388,gray,gre,18,8,10,7,11,1,3,449,5,61,31,1077,16298,1305,21425871,4,1
groom,MALD1_sR,MALD1,16533,390,words14,2,16533_14,792,14,7443,groom,grum,10,8,2,3,7,1,4,364,6,41,10,399,1127,128,2637912,5,1
icy,MALD1_sR,MALD1,16533,464,words14,2,16533_14,971,14,8229,icy,Ysi,4,2,2,3,1,2,3,377,3,37,5,135,2040,140,1565708,3,1
internal,MALD1_sR,MALD1,16533,439,words14,1,16533_14,876,14,9042,internal,IntRnL,5,2,3,2,3,3,7,474,9,4,3,502,14226,1344,52519712,8,3
kid,MALD1_sR,MALD1,16533,590,words14,1,16533_14,681,14,9477,kid,kId,24,21,3,16,8,1,3,319,4,68,28,17299,20408,5460,22023401,4,1
lad,MALD1_sR,MALD1,16533,283,words14,2,16533_14,1566,14,9595,lad,l@d,34,27,7,21,13,1,3,469,4,95,59,736,786,26,2118793,4,1
ledge,MALD1_sR,MALD1,16533,414,words14,1,16533_14,701,14,9766,ledge,lEJ,18,13,5,10,8,1,3,449,6,50,13,179,1136,49,1157873,4,1
melt,MALD1_sR,MALD1,16533,191,words14,3,16533_14,864,14,10666,melt,mElt,15,13,2,11,4,1,4,401,5,51,23,373,2249,240,3154944,5,1
mount,MALD1_sR,MALD1,16533,142,words14,6,16533_14,1466,14,11202,mount,mWnt,7,5,2,5,2,1,4,567,6,14,8,597,7754,759,36648936,5,1
mutter,MALD1_sR,MALD1,16533,455,words14,1,16533_14,1095,14,11322,mutter,m^tX,15,12,3,11,4,2,4,364,7,45,19,22,344,33,387001,5,1
now,MALD1_sR,MALD1,16533,163,words14,1,16533_14,679,14,11712,now,nW,16,15,1,9,7,1,2,413,4,92,35,163333,399097,174178,611394332,3,1
pig,MALD1_sR,MALD1,16533,275,words14,2,16533_14,1091,14,12982,pig,pIg,19,18,1,10,9,1,3,509,4,58,33,1996,2828,431,7033063,4,1
putty,MALD1_sR,MALD1,16533,170,words14,1,16533_14,1122,14,14020,putty,p^ti,9,8,1,5,4,2,4,303,5,33,7,93,254,26,1071931,5,2
rate,MALD1_sR,MALD1,16533,222,words14,1,16533_14,1418,14,14254,rate,ret,39,29,10,28,11,1,3,331,5,125,48,1271,35665,5586,207637984,4,1
repair,MALD1_sR,MALD1,16533,138,words14,2,16533_14,829,14,14585,repair,rIpEr,2,1,1,1,1,2,5,559,7,3,3,450,5286,693,49514665,6,2
rift,MALD1_sR,MALD1,16533,492,words14,2,16533_14,1004,14,14822,rift,rIft,12,8,4,9,3,1,4,399,5,27,12,55,786,120,1120157,5,1
school,MALD1_sR,MALD1,16533,2,words14,1,16533_14,927,14,15240,school,skul,8,7,1,3,5,1,4,576,7,26,6,16989,167495,21082,343078373,5,1
sew,MALD1_sR,MALD1,16533,87,words14,1,16533_14,1180,14,15495,sew,so,29,21,8,14,15,1,2,424,4,161,42,280,503,60,1759009,3,1
shake,MALD1_sR,MALD1,16533,637,words14,1,16533_14,997,14,15516,shake,Sek,24,22,2,17,7,1,3,408,6,75,20,2021,6081,1107,6841547,4,1
shin,MALD1_sR,MALD1,16533,628,words14,4,16533_14,797,14,15573,shin,SIn,20,19,1,16,4,1,3,394,5,108,26,157,572,37,2289926,4,1
sled,MALD1_sR,MALD1,16533,611,words14,1,16533_14,1038,14,15795,sled,slEd,10,8,2,7,3,1,4,476,5,20,17,149,790,54,1135340,5,1
sloop,MALD1_sR,MALD1,16533,715,words14,2,16533_14,1081,14,15827,sloop,slup,14,11,3,6,8,1,4,491,4,21,7,10,136,4,295991,5,1
snail,MALD1_sR,MALD1,16533,658,words14,4,16533_14,797,14,15883,snail,snel,5,3,2,4,1,1,4,495,6,18,5,90,546,26,1580640,5,1
south,MALD1_sR,MALD1,16533,175,words14,1,16533_14,915,14,16028,south,sWT,5,4,1,2,3,1,3,439,6,17,7,3288,59248,11886,238591983,4,1
star,MALD1_sR,MALD1,16533,442,words14,4,16533_14,950,14,16286,star,star,12,7,5,3,9,1,4,559,5,57,33,4149,31663,5712,122512005,5,1
steer,MALD1_sR,MALD1,16533,618,words14,1,16533_14,1662,14,16326,steer,stIr,15,12,3,7,8,1,4,497,6,42,25,305,1809,169,2159937,5,1
suit,MALD1_sR,MALD1,16533,528,words14,1,16533_14,999,14,16652,suit,sut,27,24,3,19,8,1,3,479,5,80,13,3499,13928,1871,19821509,4,1
tent,MALD1_sR,MALD1,16533,648,words14,4,16533_14,1304,14,17130,tent,tEnt,19,17,2,13,6,1,4,334,5,51,34,892,4956,572,6544902,5,1
text,MALD1_sR,MALD1,16533,679,words14,2,16533_14,737,14,17185,text,tEkst,2,1,1,1,1,1,5,446,5,15,10,267,16376,945,208792303,6,1
told,MALD1_sR,MALD1,16533,719,words14,1,16533_14,695,14,17445,told,told,11,8,3,9,2,1,4,446,5,43,19,35679,100473,25767,57250931,5,1
trust,MALD1_sR,MALD1,16533,243,words14,2,16533_14,724,14,17798,trust,tr^st,6,3,3,4,2,1,5,435,6,23,14,9087,18301,4424,55160158,6,1
ad,MALD1_sR,MALD1,16533,744,words12,2,16533_79,915,79,217,ad,@d,25,10,15,15,10,1,2,539,3,82,61,694,9589,2671,78774169,3,
allied,MALD1_sR,MALD1,16533,332,words12,2,16533_79,797,79,522,allied,xlYd,12,10,2,6,6,2,4,427,7,17,7,147,3336,821,7508812,5,2
anger,MALD1_sR,MALD1,16533,778,words12,1,16533_79,875,79,718,anger,@GgX,3,2,1,1,2,2,4,320,6,12,29,991,10499,2478,7991258,5,1
birdie,MALD1_sR,MALD1,16533,738,words12,1,16533_79,760,79,1856,birdie,bRdi,7,6,1,3,4,2,4,502,7,65,6,253,796,31,775268,5,
but,MALD1_sR,MALD1,16533,528,words12,1,16533_79,743,79,2373,but,b^t,35,30,5,21,14,1,3,289,4,101,40,225291,1149758,330971,999908295,4,1
chaste,MALD1_sR,MALD1,16533,770,words12,1,16533_79,705,79,2977,chaste,Cest,9,8,1,6,3,1,4,513,7,20,5,30,238,13,289676,4,1
chat,MALD1_sR,MALD1,16533,55,words12,1,16533_79,781,79,2982,chat,C@t,22,17,5,16,6,1,3,346,5,60,32,830,2994,745,83643143,4,1
clad,MALD1_sR,MALD1,16533,384,words12,3,16533_79,1005,79,3225,clad,kl@d,13,11,2,4,9,1,4,382,5,40,15,10,1638,65,2247938,5,1
click,MALD1_sR,MALD1,16533,179,words12,3,16533_79,732,79,3288,click,klIk,19,14,5,8,11,1,4,352,6,67,16,327,4675,804,536761994,5,1
climb,MALD1_sR,MALD1,16533,194,words12,5,16533_79,659,79,3296,climb,klYm,5,4,1,3,2,1,4,394,6,39,3,1007,6010,612,5699767,5,1
cock,MALD1_sR,MALD1,16533,470,words12,1,16533_79,1138,79,3367,cock,kak,30,24,6,18,12,1,3,419,5,161,23,580,722,34,37575461,4,1
don,MALD1_sR,MALD1,16533,543,words12,1,16533_79,726,79,5180,don,dan,19,18,1,13,6,1,3,347,4,135,61,321085,12771,4419,26009351,4,1
dunce,MALD1_sR,MALD1,16533,432,words12,4,16533_79,987,79,5356,dunce,d^ns,4,3,1,3,1,1,4,469,5,26,10,25,55,8,117172,5,1
fame,MALD1_sR,MALD1,16533,508,words12,1,16533_79,1100,79,6199,fame,fem,24,19,5,14,10,1,3,380,5,63,28,441,5747,1183,10968010,4,1
fixed,MALD1_sR,MALD1,16533,270,words12,2,16533_79,765,79,6470,fixed,fIkst,3,1,2,1,2,1,5,421,5,13,10,1647,8507,1011,49221217,5,2
force,MALD1_sR,MALD1,16533,93,words12,6,16533_79,875,79,6650,force,fors,16,14,2,7,9,1,4,478,6,62,13,3604,45496,10829,79207090,5,1
gnash,MALD1_sR,MALD1,16533,187,words12,1,16533_79,836,79,7248,gnash,n@S,15,14,1,10,5,1,3,487,6,53,2,5,18,5,66277,4,1
goose,MALD1_sR,MALD1,16533,11,words12,1,16533_79,829,79,7294,goose,gus,12,11,1,9,3,1,3,437,6,49,18,665,1695,185,3739646,4,1
grain,MALD1_sR,MALD1,16533,285,words12,1,16533_79,1013,79,7340,grain,gren,20,16,4,7,13,1,4,459,6,69,18,243,5014,520,10244623,5,1
hurdle,MALD1_sR,MALD1,16533,398,words12,1,16533_79,699,79,8137,hurdle,hRdL,5,4,1,3,2,2,5,439,7,16,5,37,880,190,1048302,6,1
image,MALD1_sR,MALD1,16533,511,words12,4,16533_79,969,79,8292,image,ImIJ,4,3,1,1,3,2,4,405,6,7,2,1154,27874,2858,197884704,5,1
ivy,MALD1_sR,MALD1,16533,730,words12,2,16533_79,851,79,9265,ivy,Yvi,4,2,2,3,1,2,3,425,3,23,7,172,2180,216,3926107,4,1
liquor,MALD1_sR,MALD1,16533,671,words12,1,16533_79,809,79,9989,liquor,lIkX,14,11,3,10,4,2,4,329,7,49,2,882,2352,317,4727755,5,1
merge,MALD1_sR,MALD1,16533,259,words12,1,16533_79,803,79,10715,merge,mRJ,11,7,4,7,4,1,3,440,6,48,15,71,983,122,5962129,4,1
mild,MALD1_sR,MALD1,16533,486,words12,6,16533_79,1406,79,10821,mild,mYld,8,7,1,6,2,1,4,413,5,31,16,245,4307,428,6826082,5,1
ode,MALD1_sR,MALD1,16533,619,words12,2,16533_79,832,79,11868,ode,od,24,12,12,13,11,1,2,334,4,100,34,41,355,33,1648112,3,1
once,MALD1_sR,MALD1,16533,104,words12,1,16533_79,773,79,11924,once,w^ns,4,2,2,2,2,1,4,393,4,17,11,17589,99383,17510,111894502,5,1
panel,MALD1_sR,MALD1,16533,47,words12,2,16533_79,844,79,12337,panel,p@nL,7,6,1,2,5,2,5,379,6,30,12,372,12028,3031,53785270,6,1
pile,MALD1_sR,MALD1,16533,368,words12,3,16533_79,728,79,12993,pile,pYl,28,25,3,20,8,1,3,398,5,99,28,672,5040,411,4828878,4,1
pod,MALD1_sR,MALD1,16533,450,words12,1,16533_79,977,79,13201,pod,pad,23,17,6,14,9,1,3,389,4,62,31,408,998,64,5209484,4,1
poker,MALD1_sR,MALD1,16533,146,words12,1,16533_79,738,79,13220,poker,pokX,8,6,2,4,4,2,4,398,6,39,15,819,1501,266,129058482,5,2
polo,MALD1_sR,MALD1,16533,443,words12,1,16533_79,1197,79,13253,polo,polo,7,5,2,3,4,2,4,396,5,36,21,178,1316,118,8045348,5,1
porch,MALD1_sR,MALD1,16533,566,words12,2,16533_79,814,79,13318,porch,porC,7,5,2,2,5,1,4,470,6,25,16,491,5514,271,3420626,5,1
prim,MALD1_sR,MALD1,16533,373,words12,2,16533_79,752,79,13630,prim,prIm,10,7,3,4,6,1,4,348,5,31,26,19,219,11,668388,5,1
rare,MALD1_sR,MALD1,16533,337,words12,4,16533_79,831,79,14240,rare,rEr,22,20,2,17,5,1,3,352,5,122,30,1087,12194,1902,29730256,4,1
rut,MALD1_sR,MALD1,16533,92,words12,5,16533_79,747,79,15033,rut,r^t,28,25,3,18,10,1,3,317,4,90,36,78,710,37,557418,4,1
serve,MALD1_sR,MALD1,16533,651,words12,3,16533_79,1117,79,15474,serve,sRv,14,10,4,7,7,1,3,607,6,44,15,1935,23965,2931,36697856,4,1
shard,MALD1_sR,MALD1,16533,612,words12,1,16533_79,1233,79,15531,shard,Sard,12,11,1,9,3,1,4,450,6,47,19,37,166,9,288486,5,1
slake,MALD1_sR,MALD1,16533,139,words12,1,16533_79,1268,79,15774,slake,slek,12,9,3,5,7,1,4,392,4,23,14,3,35,1,54780,4,1
sloth,MALD1_sR,MALD1,16533,212,words12,1,16533_79,766,79,15832,sloth,slcT,3,2,1,1,2,1,4,529,6,15,8,74,290,52,519816,4,1
sought,MALD1_sR,MALD1,16533,683,words12,3,16533_79,960,79,16021,sought,sct,24,19,5,18,6,1,3,456,4,64,7,240,10896,813,12399522,4,1
spilled,MALD1_sR,MALD1,16533,505,words12,1,16533_79,883,79,16116,spilled,spIld,3,2,1,1,2,1,5,559,7,10,5,324,1819,187,978351,5,2
still,MALD1_sR,MALD1,16533,206,words12,3,16533_79,784,79,16370,still,stIl,17,14,3,5,12,1,4,549,6,49,18,40225,195162,47989,190450277,5,1
tack,MALD1_sR,MALD1,16533,636,words12,5,16533_79,674,79,16920,tack,t@k,37,27,10,23,14,1,3,377,5,115,32,108,912,90,2548232,4,1
twig,MALD1_sR,MALD1,16533,225,words12,3,16533_79,734,79,17888,twig,twIg,8,7,1,4,4,1,4,333,5,19,10,69,412,10,606887,5,1
vial,MALD1_sR,MALD1,16533,635,words12,4,16533_79,882,79,18505,vial,vYL,10,6,4,1,9,2,4,389,5,19,22,66,496,46,1014511,5,1
wand,MALD1_sR,MALD1,16533,341,words12,2,16533_79,674,79,18784,wand,wand,9,6,3,6,3,1,4,374,5,38,29,157,582,74,1888212,5,1
wealth,MALD1_sR,MALD1,16533,389,words12,4,16533_79,795,79,18859,wealth,wElT,6,5,1,1,5,1,4,521,7,26,4,324,8451,1231,14325239,5,1
wick,MALD1_sR,MALD1,16533,395,words12,2,16533_79,716,79,19016,wick,wIk,26,23,3,16,10,1,3,333,5,119,29,128,393,25,1224557,4,1
yankee,MALD1_sR,MALD1,16533,729,words12,1,16533_79,621,79,19239,Yankee,y@Gki,3,2,1,2,1,2,5,444,7,16,4,459,1670,280,4515905,6,1
zip,MALD1_sR,MALD1,16533,265,words12,1,16533_79,971,79,19313,zip,zIp,14,13,1,12,2,1,3,446,4,52,23,389,1981,232,70559906,4,1
acute,MALD1_sR,MALD1,16550,636,words41,3,16550_108,813,108,216,acute,xkyut,2,1,1,1,1,2,5,449,6,2,1,150,3508,229,11128841,6,1
ape,MALD1_sR,MALD1,16550,637,words41,4,16550_108,1037,108,851,ape,ep,17,10,7,9,8,1,2,346,4,59,34,493,996,50,2441446,3,1
auto,MALD1_sR,MALD1,16550,365,words41,3,16550_108,794,108,1319,auto,cto,4,2,2,2,2,2,3,319,5,16,6,391,6883,1551,94703300,4,1
barge,MALD1_sR,MALD1,16550,696,words41,1,16550_108,1079,108,1542,barge,barJ,9,8,1,3,6,1,4,496,6,43,24,198,681,81,1319916,5,1
bump,MALD1_sR,MALD1,16550,575,words41,2,16550_108,762,108,2309,bump,b^mp,9,8,1,8,1,1,4,306,5,22,15,630,2074,346,4621054,5,1
crop,MALD1_sR,MALD1,16550,13,words41,3,16550_108,898,108,4218,crop,krap,9,8,1,4,5,1,4,415,5,47,20,248,4829,463,11245815,5,1
curse,MALD1_sR,MALD1,16550,371,words41,1,16550_108,789,108,4330,curse,kRs,16,14,2,9,7,1,3,519,6,88,16,929,2146,237,3982181,4,1
dealt,MALD1_sR,MALD1,16550,542,words41,2,16550_108,946,108,4483,dealt,dElt,17,12,5,10,7,1,4,401,5,42,5,379,4261,1284,6176237,5,1
dry,MALD1_sR,MALD1,16550,238,words41,3,16550_108,730,108,5315,dry,drY,12,8,4,6,6,1,3,360,4,32,22,2184,18236,1426,31746729,4,1
eighty,MALD1_sR,MALD1,16550,204,words41,1,16550_108,1074,108,5498,eighty,eti,4,1,3,1,3,2,3,389,7,66,11,129,3390,783,2385976,4,1
follow,MALD1_sR,MALD1,16550,79,words41,1,16550_108,708,108,6624,follow,falo,7,6,1,6,1,2,4,407,7,42,4,6283,27283,4922,68984111,5,1
grope,MALD1_sR,MALD1,16550,433,words41,1,16550_108,822,108,7446,grope,grop,12,10,2,2,10,1,4,454,6,37,16,31,159,15,166652,5,1
idle,MALD1_sR,MALD1,16550,55,words41,1,16550_108,884,108,8251,idle,YdL,5,3,2,3,2,2,4,529,5,40,12,141,1528,226,5922650,5,1
law,MALD1_sR,MALD1,16550,635,words41,2,16550_108,862,108,9717,law,lc,24,15,9,14,10,1,2,317,4,110,40,5932,74779,19612,216130164,3,1
layer,MALD1_sR,MALD1,16550,623,words41,1,16550_108,827,108,9726,layer,leX,16,14,2,5,11,2,3,505,6,96,29,189,6661,398,26912653,4,2
lot,MALD1_sR,MALD1,16550,486,words41,2,16550_108,1282,108,10128,lot,lat,31,26,5,26,5,1,3,407,4,118,48,29066,134263,73125,106410684,4,1
matrimonial,MALD1_sR,MALD1,16550,659,words41,1,16550_108,1084,108,10554,matrimonial,m@trxmoniL,2,1,1,1,1,5,11,772,9,1,2,15,131,20,977357,10,2
murk,MALD1_sR,MALD1,16550,750,words41,1,16550_108,1793,108,11277,murk,mRk,17,14,3,14,3,1,3,318,5,96,17,5,133,3,85667,4,1
opal,MALD1_sR,MALD1,16550,490,words41,1,16550_108,1326,108,11943,opal,opL,5,4,1,4,1,2,4,402,5,21,8,52,316,19,2488232,5,1
par,MALD1_sR,MALD1,16550,680,words41,1,16550_108,1022,108,12376,par,par,27,18,9,14,13,1,3,399,4,111,52,253,3108,201,16653162,4,1
pitch,MALD1_sR,MALD1,16550,132,words41,1,16550_108,888,108,13055,pitch,pIC,24,21,3,13,11,1,3,372,6,67,15,792,6672,801,9800806,4,1
rice,MALD1_sR,MALD1,16550,422,words41,1,16550_108,1156,108,14801,rice,rYs,23,18,5,13,10,1,3,589,5,114,32,769,13060,1917,21189704,4,1
rile,MALD1_sR,MALD1,16550,22,words41,1,16550_108,1594,108,14833,rile,rYl,26,24,2,16,10,1,3,349,5,112,31,17,78,9,68294,4,1
roast,MALD1_sR,MALD1,16550,511,words41,1,16550_108,799,108,14878,roast,rost,12,11,1,11,1,1,4,480,6,44,9,499,2497,148,3205415,5,1
rotten,MALD1_sR,MALD1,16550,351,words41,1,16550_108,708,108,14937,rotten,ratN,5,4,1,3,2,2,5,380,7,39,12,891,1208,194,4886337,6,1
rule,MALD1_sR,MALD1,16550,479,words41,2,16550_108,1153,108,14985,rule,rul,23,18,5,14,9,1,3,431,5,127,30,2455,19681,3592,57915711,4,1
sham,MALD1_sR,MALD1,16550,272,words41,3,16550_108,988,108,15523,sham,S@m,15,13,2,10,5,1,3,448,5,76,39,77,633,134,1600848,4,1
shine,MALD1_sR,MALD1,16550,722,words41,1,16550_108,881,108,15574,shine,SYn,21,17,4,17,4,1,3,503,6,85,26,1053,2573,296,5890894,4,1
sip,MALD1_sR,MALD1,16550,368,words41,1,16550_108,875,108,15726,sip,sIp,28,25,3,21,7,1,3,417,4,83,44,260,2026,108,5433773,4,1
skimp,MALD1_sR,MALD1,16550,173,words41,1,16550_108,949,108,15756,skimp,skImp,4,1,3,2,2,1,5,451,6,9,6,13,113,7,108535,6,1
slab,MALD1_sR,MALD1,16550,644,words41,1,16550_108,1020,108,15769,slab,sl@b,11,10,1,4,7,1,4,489,5,20,18,94,1021,42,2092957,5,1
stake,MALD1_sR,MALD1,16550,349,words41,1,16550_108,795,108,16259,stake,stek,17,14,3,4,13,1,4,466,6,43,18,847,5734,1344,5061965,5,1
stray,MALD1_sR,MALD1,16550,402,words41,1,16550_108,1165,108,16456,stray,stre,10,4,6,4,6,1,4,523,6,20,10,272,1494,138,1807545,5,1
tackle,MALD1_sR,MALD1,16550,631,words41,2,16550_108,947,108,16921,tackle,t@kL,12,10,2,5,7,2,5,394,7,25,6,219,4242,444,6445868,6,1
task,MALD1_sR,MALD1,16550,586,words41,5,16550_108,751,108,17004,task,t@sk,9,7,2,5,4,1,4,440,5,30,17,649,19791,1846,39834604,5,1
verb,MALD1_sR,MALD1,16550,191,words41,1,16550_108,875,108,18423,verb,vRb,6,5,1,2,4,1,3,411,5,20,16,54,1022,64,3727646,4,1
voice,MALD1_sR,MALD1,16550,201,words41,3,16550_108,782,108,18671,voice,vOs,7,6,1,4,3,1,3,549,6,31,7,4394,76422,35523,64616737,4,1
wander,MALD1_sR,MALD1,16550,290,words41,1,16550_108,739,108,18785,wander,wandX,6,5,1,5,1,2,5,451,7,27,29,299,1732,134,1996154,6,1
wile,MALD1_sR,MALD1,16550,465,words41,2,16550_108,2127,108,19041,wile,wYl,29,24,5,18,11,1,3,389,5,123,43,21,76,19,223900,4,1
word,MALD1_sR,MALD1,16550,56,words41,2,16550_108,680,108,19159,word,wRd,19,18,1,12,7,1,3,358,5,66,22,12013,45192,11243,98677453,4,1
birch,MALD1_sR,MALD1,16550,381,words52,1,16550_52,982,52,1854,birch,bRC,15,14,1,8,7,1,3,379,6,83,7,79,1162,55,2936180,4,1
bitten,MALD1_sR,MALD1,16550,494,words52,3,16550_52,830,52,1869,bitten,bItN,10,8,2,7,3,2,5,539,7,58,11,188,846,134,821475,5,1
burden,MALD1_sR,MALD1,16550,731,words52,2,16550_52,1191,52,2329,burden,bRdN,4,3,1,2,2,2,5,316,7,39,10,501,6944,1538,9722173,6,1
call,MALD1_sR,MALD1,16550,665,words52,2,16550_52,720,52,2463,call,kcl,26,23,3,21,5,1,3,357,5,145,40,43931,81621,25832,199619947,4,1
cartridge,MALD1_sR,MALD1,16550,384,words52,1,16550_52,952,52,2694,cartridge,kartrIJ,3,2,1,1,2,2,7,529,10,2,4,49,670,20,15410900,8,1
counter,MALD1_sR,MALD1,16550,312,words52,7,16550_52,961,52,4044,counter,kWntX,3,2,1,1,2,2,5,421,8,11,7,709,10227,1342,35350659,6,1
cross,MALD1_sR,MALD1,16550,318,words52,1,16550_52,800,52,4223,cross,krcs,5,4,1,1,4,1,4,483,6,53,19,2807,22765,3248,74233408,5,1
cult,MALD1_sR,MALD1,16550,345,words52,1,16550_52,1060,52,4290,cult,k^lt,7,4,3,4,3,1,4,599,5,38,14,227,2689,628,6369223,5,1
date,MALD1_sR,MALD1,16550,165,words52,1,16550_52,1051,52,4453,date,det,24,20,4,16,8,1,3,355,5,80,38,7218,19581,3886,488975185,4,1
fair,MALD1_sR,MALD1,16550,664,words52,1,16550_52,856,52,6177,fair,fEr,28,22,6,20,8,1,3,444,5,134,19,4832,21205,7057,49512893,4,1
final,MALD1_sR,MALD1,16550,211,words52,4,16550_52,796,52,6422,final,fYnL,6,4,2,3,3,2,5,450,6,19,5,2533,31644,6006,97654851,6,1
flight,MALD1_sR,MALD1,16550,295,words52,1,16550_52,1110,52,6539,flight,flYt,16,13,3,7,9,1,4,467,7,38,10,3044,14737,3280,39233015,5,1
gnome,MALD1_sR,MALD1,16550,204,words52,1,16550_52,1286,52,7252,gnome,nom,18,15,3,10,8,1,3,387,6,69,3,32,142,6,12612960,4,1
got,MALD1_sR,MALD1,16550,70,words52,2,16550_52,680,52,7310,got,gat,26,24,2,22,4,1,3,336,4,84,37,168631,185511,82650,145064428,4,1
house,MALD1_sR,MALD1,16550,467,words52,1,16550_52,838,52,8064,house,hWs,7,6,1,5,2,1,3,402,6,67,29,26214,139426,42318,231328347,4,1
kill,MALD1_sR,MALD1,16550,386,words52,1,16550_52,904,52,9480,kill,kIl,36,31,5,26,10,1,3,424,5,145,32,23081,20637,6580,24861591,4,1
labor,MALD1_sR,MALD1,16550,570,words52,1,16550_52,764,52,9571,labor,lebX,7,6,1,5,2,2,4,384,6,49,16,621,21153,3551,37867464,5,1
leg,MALD1_sR,MALD1,16550,308,words52,3,16550_52,923,52,9776,leg,lEg,15,14,1,7,8,1,3,499,4,62,36,2882,11679,1348,17360515,4,1
liner,MALD1_sR,MALD1,16550,201,words52,1,16550_52,855,52,9956,liner,lYnX,7,5,2,3,4,2,4,348,6,78,29,62,1390,140,4486627,5,2
martyr,MALD1_sR,MALD1,16550,461,words52,1,16550_52,1798,52,10495,martyr,martX,7,6,1,5,2,2,5,569,7,41,5,132,683,121,924489,6,1
modify,MALD1_sR,MALD1,16550,185,words52,5,16550_52,750,52,11009,modify,madxfY,3,2,1,2,1,3,6,535,7,3,1,50,3008,163,21717358,7,2
needy,MALD1_sR,MALD1,16550,643,words52,2,16550_52,1621,52,11466,needy,nidi,4,3,1,1,3,2,4,449,5,44,11,155,1078,121,1636137,5,2
owl,MALD1_sR,MALD1,16550,500,words52,3,16550_52,844,52,12218,owl,Wl,15,10,5,13,2,1,2,343,4,61,14,286,1467,134,5013390,3,1
pet,MALD1_sR,MALD1,16550,417,words52,1,16550_52,645,52,12830,pet,pEt,30,25,5,20,10,1,3,259,4,99,46,1029,4668,778,45452913,4,1
pi,MALD1_sR,MALD1,16550,796,words52,1,16550_52,775,52,12944,pi,pY,32,21,11,18,14,1,2,410,3,119,53,187,1180,100,12273864,3,1
pied,MALD1_sR,MALD1,16550,586,words52,5,16550_52,1466,52,12977,pied,pYd,20,17,3,12,8,1,3,356,5,60,22,19,206,18,656612,3,
reel,MALD1_sR,MALD1,16550,565,words52,1,16550_52,824,52,14428,reel,ril,34,28,6,20,14,1,3,341,5,192,35,166,1468,106,6688022,4,1
rug,MALD1_sR,MALD1,16550,38,words52,1,16550_52,739,52,14979,rug,r^g,22,20,2,15,7,1,3,329,4,63,34,531,1956,268,6760586,4,1
shale,MALD1_sR,MALD1,16550,300,words52,2,16550_52,1295,52,15519,shale,Sel,27,26,1,21,6,1,3,492,6,120,21,9,748,47,769742,4,1
shear,MALD1_sR,MALD1,16550,655,words52,2,16550_52,847,52,15543,shear,SIr,26,24,2,21,5,1,3,419,6,88,18,21,656,57,2887491,4,1
shed,MALD1_sR,MALD1,16550,465,words52,1,16550_52,1065,52,15550,shed,SEd,17,16,1,14,3,1,3,453,5,62,23,560,4612,573,6721387,4,1
stage,MALD1_sR,MALD1,16550,661,words52,1,16550_52,996,52,16249,stage,steJ,11,8,3,2,9,1,4,517,6,21,16,2324,25716,5028,52519007,5,1
swung,MALD1_sR,MALD1,16550,680,words52,1,16550_52,967,52,16839,swung,sw^G,5,4,1,3,2,1,4,499,4,5,4,117,2912,115,870107,4,1
tender,MALD1_sR,MALD1,16550,730,words52,1,16550_52,1204,52,17111,tender,tEndX,7,5,2,4,3,2,5,467,7,27,22,453,5358,268,8921535,6,1
tin,MALD1_sR,MALD1,16550,624,words52,2,16550_52,737,52,17376,tin,tIn,30,25,5,21,9,1,3,345,4,109,42,441,2544,198,10703096,4,1
truth,MALD1_sR,MALD1,16550,253,words52,1,16550_52,833,52,17801,truth,truT,5,3,2,1,4,1,4,400,6,22,6,9801,26432,7161,35350927,5,1
turkey,MALD1_sR,MALD1,16550,728,words52,3,16550_52,781,52,17854,turkey,tRki,3,1,2,1,2,2,4,389,7,39,9,1153,11581,1467,28115923,5,1
weld,MALD1_sR,MALD1,16550,666,words52,3,16550_52,777,52,18891,weld,wEld,16,13,3,8,8,1,4,396,5,60,21,32,668,181,1883322,5,1
awake,MALD1_sR,MALD1,16551,184,words50,3,16551_117,827,117,1376,awake,xwek,4,2,2,2,2,2,4,499,6,6,4,1362,3759,384,3233171,5,1
