Item,Experiment,Release,Subject,Trial,List,WordRunLength,ExperimentRunID,RT,Session,idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
crib,MALD1.1_sR,MALD1.1,190754,520,9,3,190754_76,894,76,4183,crib,krIb,3,2,1,1,2,1,4,262,5,34,9,316,965,118,3849386,5,1
dawn,MALD1.1_sR,MALD1.1,190754,90,9,1,190754_76,1085,76,4465,dawn,dcn,19,16,3,16,3,1,3,345,5,101,20,1301,6154,737,12224273,4,1
diary,MALD1.1_sR,MALD1.1,190754,56,9,1,190754_76,1140,76,4860,diary,dYri,6,4,2,5,1,3,4,485,5,10,4,458,2632,356,14926124,5,1
drug,MALD1.1_sR,MALD1.1,190754,587,9,2,190754_76,692,76,5309,drug,dr^g,8,6,2,3,5,1,4,347,5,17,9,2306,37213,8980,79428645,5,1
fish,MALD1.1_sR,MALD1.1,190754,729,9,1,190754_76,755,76,6456,fish,fIS,13,9,4,4,9,1,3,407,5,50,18,4258,28281,2194,52768568,4,1
flag,MALD1.1_sR,MALD1.1,190754,87,9,3,190754_76,1711,76,6482,flag,fl@g,8,6,2,3,5,1,4,589,5,30,17,892,6243,1599,33053840,5,1
harm,MALD1.1_sR,MALD1.1,190754,686,9,4,190754_76,835,76,7661,harm,harm,9,8,1,3,6,1,4,440,5,40,30,1621,7124,1524,10026586,5,1
heady,MALD1.1_sR,MALD1.1,190754,427,9,1,190754_76,1451,76,7723,heady,hEdi,4,2,2,2,2,2,4,347,5,51,13,20,725,53,440593,5,2
hurl,MALD1.1_sR,MALD1.1,190754,692,9,3,190754_76,748,76,8138,hurl,hRl,22,19,3,15,7,1,3,476,5,102,14,69,290,24,334757,4,1
incest,MALD1.1_sR,MALD1.1,190754,494,9,1,190754_76,988,76,8527,incest,InsEst,7,5,2,3,4,2,6,551,7,8,4,44,686,239,51394714,6,1
informed,MALD1.1_sR,MALD1.1,190754,193,9,1,190754_76,1781,76,8778,informed,Informd,3,2,1,1,2,2,7,582,8,4,3,633,7984,1011,38215335,7,3
jet,MALD1.1_sR,MALD1.1,190754,218,9,1,190754_76,700,76,9321,jet,JEt,20,17,3,14,6,1,3,350,4,74,30,721,5757,1077,16680047,4,1
lira,MALD1.1_sR,MALD1.1,190754,113,9,2,190754_76,2160,76,9990,lira,lIrx,4,1,3,1,3,2,4,441,5,25,22,32,158,20,1663407,5,
nude,MALD1.1_sR,MALD1.1,190754,79,9,1,190754_76,1025,76,11726,nude,nud,15,13,2,8,7,1,3,344,5,56,16,301,1643,322,96757551,4,1
offer,MALD1.1_sR,MALD1.1,190754,11,9,2,190754_76,1597,76,11880,offer,cfX,6,4,2,3,3,2,3,472,6,32,8,3810,29215,3692,126228968,4,1
ooze,MALD1.1_sR,MALD1.1,190754,542,9,2,190754_76,946,76,11941,ooze,uz,10,3,7,9,1,1,2,418,5,111,5,27,289,15,656481,3,1
owl,MALD1.1_sR,MALD1.1,190754,443,4,0,190754_76,766,76,12218,owl,Wl,15,10,5,13,2,1,2,343,4,61,14,286,1467,134,5013390,3,1
pal,MALD1.1_sR,MALD1.1,190754,80,9,2,190754_76,987,76,12275,pal,p@l,20,19,1,10,10,1,3,469,4,82,47,2937,1803,312,9995683,4,1
parrot,MALD1.1_sR,MALD1.1,190754,739,9,2,190754_76,1091,76,12456,parrot,p@rxt,6,4,2,4,2,2,5,359,7,24,6,167,752,95,2682859,6,1
patriarchal,MALD1.1_sR,MALD1.1,190754,191,9,1,190754_76,1267,76,12548,patriarchal,petriarkL,2,1,1,1,1,4,10,674,11,2,1,14,856,22,434296,10,2
pit,MALD1.1_sR,MALD1.1,190754,234,9,6,190754_76,824,76,13054,pit,pIt,33,30,3,23,10,1,3,243,4,87,42,674,3729,392,8536397,4,1
plight,MALD1.1_sR,MALD1.1,190754,157,9,2,190754_76,1183,76,13156,plight,plYt,11,8,3,6,5,1,4,370,4,25,5,63,1579,278,1330993,4,1
record,MALD1.1_sR,MALD1.1,190754,614,9,1,190754_76,1078,76,14379,record,rIkord,2,1,1,1,1,2,6,525,7,6,7,4365,36369,9383,102244532,7,1
refute,MALD1.1_sR,MALD1.1,190754,284,9,1,190754_76,953,76,14463,refute,rIfyut,3,2,1,1,2,2,6,418,7,2,7,34,370,74,556518,7,1
sewer,MALD1.1_sR,MALD1.1,190754,439,9,4,190754_76,702,76,15497,sewer,suX,9,6,3,1,8,2,3,426,6,68,16,240,1088,130,5008805,4,1
six,MALD1.1_sR,MALD1.1,190754,156,9,1,190754_76,965,76,15738,six,sIks,8,7,1,5,3,1,4,472,4,74,30,10176,68004,14427,71373283,5,1
sold,MALD1.1_sR,MALD1.1,190754,509,9,2,190754_76,1094,76,15953,sold,sold,15,12,3,10,5,1,4,579,5,53,25,2655,18763,3095,42980371,5,1
taste,MALD1.1_sR,MALD1.1,190754,491,9,2,190754_76,1538,76,17006,taste,test,9,8,1,7,2,1,4,375,6,34,14,2617,14001,1677,17312480,5,1
three,MALD1.1_sR,MALD1.1,190754,662,9,3,190754_76,938,76,17293,three,Tri,9,8,1,7,2,1,3,454,6,47,7,27654,189312,36451,223420478,4,1
vilify,MALD1.1_sR,MALD1.1,190754,66,9,1,190754_76,1289,76,18556,vilify,vIlxfY,2,1,1,1,1,3,6,618,7,0,1,8,86,30,56266,5,2
vow,MALD1.1_sR,MALD1.1,190754,92,9,1,190754_76,1454,76,18710,vow,vW,14,11,3,10,4,1,2,348,4,75,26,276,886,172,1127734,3,1
wait,MALD1.1_sR,MALD1.1,190754,115,9,1,190754_76,1006,76,18762,wait,wet,27,22,5,18,9,1,3,390,5,91,32,42343,30118,11036,39005783,4,1
windy,MALD1.1_sR,MALD1.1,190754,583,9,1,190754_76,784,76,19072,windy,wIndi,3,2,1,1,2,2,5,397,5,24,14,134,1090,157,2163179,5,2
yen,MALD1.1_sR,MALD1.1,190754,474,9,2,190754_76,2065,76,19261,yen,yEn,20,19,1,17,3,1,3,609,4,87,38,312,1013,171,5796042,4,1
ad,MALD1.1_sR,MALD1.1,190754,75,12,1,190754_79,1017,79,217,ad,@d,25,10,15,15,10,1,2,539,3,82,61,694,9589,2671,78774169,3,
allied,MALD1.1_sR,MALD1.1,190754,689,12,2,190754_79,766,79,522,allied,xlYd,12,10,2,6,6,2,4,427,7,17,7,147,3336,821,7508812,5,2
anger,MALD1.1_sR,MALD1.1,190754,256,12,3,190754_79,808,79,718,anger,@GgX,3,2,1,1,2,2,4,320,6,12,29,991,10499,2478,7991258,5,1
birdie,MALD1.1_sR,MALD1.1,190754,791,12,2,190754_79,721,79,1856,birdie,bRdi,7,6,1,3,4,2,4,502,7,65,6,253,796,31,775268,5,
but,MALD1.1_sR,MALD1.1,190754,141,12,1,190754_79,906,79,2373,but,b^t,35,30,5,21,14,1,3,289,4,101,40,225291,1149758,330971,999908295,4,1
chaste,MALD1.1_sR,MALD1.1,190754,187,12,2,190754_79,961,79,2977,chaste,Cest,9,8,1,6,3,1,4,513,7,20,5,30,238,13,289676,4,1
chat,MALD1.1_sR,MALD1.1,190754,321,12,3,190754_79,542,79,2982,chat,C@t,22,17,5,16,6,1,3,346,5,60,32,830,2994,745,83643143,4,1
click,MALD1.1_sR,MALD1.1,190754,7,12,2,190754_79,916,79,3288,click,klIk,19,14,5,8,11,1,4,352,6,67,16,327,4675,804,536761994,5,1
climb,MALD1.1_sR,MALD1.1,190754,249,12,2,190754_79,678,79,3296,climb,klYm,5,4,1,3,2,1,4,394,6,39,3,1007,6010,612,5699767,5,1
cock,MALD1.1_sR,MALD1.1,190754,450,12,2,190754_79,969,79,3367,cock,kak,30,24,6,18,12,1,3,419,5,161,23,580,722,34,37575461,4,1
don,MALD1.1_sR,MALD1.1,190754,166,12,1,190754_79,824,79,5180,don,dan,19,18,1,13,6,1,3,347,4,135,61,321085,12771,4419,26009351,4,1
dunce,MALD1.1_sR,MALD1.1,190754,71,12,1,190754_79,1166,79,5356,dunce,d^ns,4,3,1,3,1,1,4,469,5,26,10,25,55,8,117172,5,1
fixed,MALD1.1_sR,MALD1.1,190754,45,12,4,190754_79,730,79,6470,fixed,fIkst,3,1,2,1,2,1,5,421,5,13,10,1647,8507,1011,49221217,5,2
force,MALD1.1_sR,MALD1.1,190754,610,12,2,190754_79,1530,79,6650,force,fors,16,14,2,7,9,1,4,478,6,62,13,3604,45496,10829,79207090,5,1
goose,MALD1.1_sR,MALD1.1,190754,137,12,1,190754_79,678,79,7294,goose,gus,12,11,1,9,3,1,3,437,6,49,18,665,1695,185,3739646,4,1
grain,MALD1.1_sR,MALD1.1,190754,226,12,1,190754_79,928,79,7340,grain,gren,20,16,4,7,13,1,4,459,6,69,18,243,5014,520,10244623,5,1
hurdle,MALD1.1_sR,MALD1.1,190754,445,12,6,190754_79,756,79,8137,hurdle,hRdL,5,4,1,3,2,2,5,439,7,16,5,37,880,190,1048302,6,1
image,MALD1.1_sR,MALD1.1,190754,784,12,6,190754_79,636,79,8292,image,ImIJ,4,3,1,1,3,2,4,405,6,7,2,1154,27874,2858,197884704,5,1
ivy,MALD1.1_sR,MALD1.1,190754,177,12,1,190754_79,796,79,9265,ivy,Yvi,4,2,2,3,1,2,3,425,3,23,7,172,2180,216,3926107,4,1
leaden,MALD1.1_sR,MALD1.1,190754,248,12,1,190754_79,882,79,9737,leaden,lEdN,5,4,1,3,2,2,5,386,6,38,9,5,194,5,116308,5,1
liquor,MALD1.1_sR,MALD1.1,190754,65,12,2,190754_79,1223,79,9989,liquor,lIkX,14,11,3,10,4,2,4,329,7,49,2,882,2352,317,4727755,5,1
merge,MALD1.1_sR,MALD1.1,190754,343,12,1,190754_79,1780,79,10715,merge,mRJ,11,7,4,7,4,1,3,440,6,48,15,71,983,122,5962129,4,1
mild,MALD1.1_sR,MALD1.1,190754,757,12,1,190754_79,966,79,10821,mild,mYld,8,7,1,6,2,1,4,413,5,31,16,245,4307,428,6826082,5,1
ode,MALD1.1_sR,MALD1.1,190754,332,12,3,190754_79,966,79,11868,ode,od,24,12,12,13,11,1,2,334,4,100,34,41,355,33,1648112,3,1
once,MALD1.1_sR,MALD1.1,190754,384,12,2,190754_79,722,79,11924,once,w^ns,4,2,2,2,2,1,4,393,4,17,11,17589,99383,17510,111894502,5,1
panel,MALD1.1_sR,MALD1.1,190754,251,12,4,190754_79,576,79,12337,panel,p@nL,7,6,1,2,5,2,5,379,6,30,12,372,12028,3031,53785270,6,1
pile,MALD1.1_sR,MALD1.1,190754,514,12,1,190754_79,1589,79,12993,pile,pYl,28,25,3,20,8,1,3,398,5,99,28,672,5040,411,4828878,4,1
pod,MALD1.1_sR,MALD1.1,190754,442,12,3,190754_79,969,79,13201,pod,pad,23,17,6,14,9,1,3,389,4,62,31,408,998,64,5209484,4,1
poker,MALD1.1_sR,MALD1.1,190754,250,12,3,190754_79,546,79,13220,poker,pokX,8,6,2,4,4,2,4,398,6,39,15,819,1501,266,129058482,5,2
polo,MALD1.1_sR,MALD1.1,190754,539,12,1,190754_79,713,79,13253,polo,polo,7,5,2,3,4,2,4,396,5,36,21,178,1316,118,8045348,5,1
porch,MALD1.1_sR,MALD1.1,190754,438,12,2,190754_79,760,79,13318,porch,porC,7,5,2,2,5,1,4,470,6,25,16,491,5514,271,3420626,5,1
prim,MALD1.1_sR,MALD1.1,190754,692,12,1,190754_79,847,79,13630,prim,prIm,10,7,3,4,6,1,4,348,5,31,26,19,219,11,668388,5,1
rare,MALD1.1_sR,MALD1.1,190754,228,12,3,190754_79,723,79,14240,rare,rEr,22,20,2,17,5,1,3,352,5,122,30,1087,12194,1902,29730256,4,1
rut,MALD1.1_sR,MALD1.1,190754,233,12,1,190754_79,751,79,15033,rut,r^t,28,25,3,18,10,1,3,317,4,90,36,78,710,37,557418,4,1
serve,MALD1.1_sR,MALD1.1,190754,567,12,6,190754_79,1168,79,15474,serve,sRv,14,10,4,7,7,1,3,607,6,44,15,1935,23965,2931,36697856,4,1
shard,MALD1.1_sR,MALD1.1,190754,356,12,1,190754_79,803,79,15531,shard,Sard,12,11,1,9,3,1,4,450,6,47,19,37,166,9,288486,5,1
shill,MALD1.1_sR,MALD1.1,190754,566,12,5,190754_79,1068,79,15570,shill,SIl,25,23,2,21,4,1,3,417,6,98,16,14,78,26,167644,4,
sloth,MALD1.1_sR,MALD1.1,190754,437,12,1,190754_79,927,79,15832,sloth,slcT,3,2,1,1,2,1,4,529,6,15,8,74,290,52,519816,4,1
sought,MALD1.1_sR,MALD1.1,190754,489,12,2,190754_79,887,79,16021,sought,sct,24,19,5,18,6,1,3,456,4,64,7,240,10896,813,12399522,4,1
spilled,MALD1.1_sR,MALD1.1,190754,315,12,1,190754_79,2264,79,16116,spilled,spIld,3,2,1,1,2,1,5,559,7,10,5,324,1819,187,978351,5,2
still,MALD1.1_sR,MALD1.1,190754,336,12,3,190754_79,772,79,16370,still,stIl,17,14,3,5,12,1,4,549,6,49,18,40225,195162,47989,190450277,5,1
tack,MALD1.1_sR,MALD1.1,190754,286,12,1,190754_79,1490,79,16920,tack,t@k,37,27,10,23,14,1,3,377,5,115,32,108,912,90,2548232,4,1
twig,MALD1.1_sR,MALD1.1,190754,604,12,1,190754_79,850,79,17888,twig,twIg,8,7,1,4,4,1,4,333,5,19,10,69,412,10,606887,5,1
vial,MALD1.1_sR,MALD1.1,190754,43,12,2,190754_79,1164,79,18505,vial,vYL,10,6,4,1,9,2,4,389,5,19,22,66,496,46,1014511,5,1
wand,MALD1.1_sR,MALD1.1,190754,325,12,7,190754_79,643,79,18784,wand,wand,9,6,3,6,3,1,4,374,5,38,29,157,582,74,1888212,5,1
wealth,MALD1.1_sR,MALD1.1,190754,198,12,3,190754_79,974,79,18859,wealth,wElT,6,5,1,1,5,1,4,521,7,26,4,324,8451,1231,14325239,5,1
wick,MALD1.1_sR,MALD1.1,190754,135,12,1,190754_79,880,79,19016,wick,wIk,26,23,3,16,10,1,3,333,5,119,29,128,393,25,1224557,4,1
yankee,MALD1.1_sR,MALD1.1,190754,544,12,3,190754_79,850,79,19239,Yankee,y@Gki,3,2,1,2,1,2,5,444,7,16,4,459,1670,280,4515905,6,1
zip,MALD1.1_sR,MALD1.1,190754,404,12,6,190754_79,759,79,19313,zip,zIp,14,13,1,12,2,1,3,446,4,52,23,389,1981,232,70559906,4,1
an,MALD1.1_sR,MALD1.1,190754,96,13,6,190754_80,1053,80,669,an,@n,22,11,11,14,8,1,2,393,3,109,75,95071,827024,153847,1518266684,3,1
anew,MALD1.1_sR,MALD1.1,190754,692,13,5,190754_80,1038,80,715,anew,xnu,4,2,2,3,1,2,4,413,4,8,8,44,866,90,890428,5,1
blessed,MALD1.1_sR,MALD1.1,190754,175,13,2,190754_80,854,80,1918,blessed,blEst,5,2,3,4,1,1,5,500,8,8,1,704,3147,515,6405692,5,2
bowler,MALD1.1_sR,MALD1.1,190754,347,13,2,190754_80,1575,80,2114,bowler,bolX,11,9,2,5,6,2,4,509,7,118,21,67,270,21,841643,5,2
bulge,MALD1.1_sR,MALD1.1,190754,715,13,2,190754_80,922,80,2295,bulge,b^lJ,4,3,1,1,3,1,4,382,6,10,12,48,720,59,881613,5,1
cane,MALD1.1_sR,MALD1.1,190754,144,13,1,190754_80,1227,80,2534,cane,ken,33,30,3,24,9,1,3,383,5,192,47,425,2584,181,3494916,4,1
chance,MALD1.1_sR,MALD1.1,190754,238,13,1,190754_80,792,80,2919,chance,C@ns,9,7,2,4,5,1,4,538,7,25,11,12303,33018,9747,43463277,5,1
chassis,MALD1.1_sR,MALD1.1,190754,169,13,1,190754_80,1042,80,2976,chassis,C@si,4,3,1,2,2,2,4,506,6,29,1,33,565,19,5955012,4,1
curtain,MALD1.1_sR,MALD1.1,190754,277,13,2,190754_80,1290,80,4335,curtain,kRtN,5,4,1,3,2,2,5,359,8,41,4,525,2749,325,4828203,6,1
down,MALD1.1_sR,MALD1.1,190754,434,13,4,190754_80,1444,80,5222,down,dWn,20,17,3,13,7,1,3,529,5,75,20,76004,235392,56832,224931672,4,1
faith,MALD1.1_sR,MALD1.1,190754,93,13,3,190754_80,675,80,6179,faith,feT,11,10,1,2,9,1,3,450,6,42,9,2363,19515,3712,35943362,4,1
fear,MALD1.1_sR,MALD1.1,190754,51,13,1,190754_80,812,80,6277,fear,fIr,31,27,4,23,8,1,3,429,5,104,28,3523,27002,5643,28053342,4,1
flair,MALD1.1_sR,MALD1.1,190754,92,13,2,190754_80,1537,80,6491,flair,flEr,10,8,2,4,6,1,4,541,5,40,9,116,709,47,1925510,5,1
flat,MALD1.1_sR,MALD1.1,190754,30,13,1,190754_80,883,80,6509,flat,fl@t,15,13,2,3,12,1,4,450,5,42,23,1337,13571,1332,46695552,5,1
gentle,MALD1.1_sR,MALD1.1,190754,404,13,1,190754_80,739,80,7098,gentle,JEntL,7,5,2,4,3,2,6,499,7,14,6,844,4558,374,6917025,7,1
goad,MALD1.1_sR,MALD1.1,190754,210,13,1,190754_80,1303,80,7255,goad,god,22,18,4,15,7,1,3,398,5,73,22,7,148,13,217883,4,1
grit,MALD1.1_sR,MALD1.1,190754,337,13,2,190754_80,967,80,7432,grit,grIt,12,9,3,1,11,1,4,412,5,48,16,48,897,79,1282250,5,1
hall,MALD1.1_sR,MALD1.1,190754,733,13,2,190754_80,999,80,7591,hall,hcl,23,20,3,19,4,1,3,446,5,125,39,2649,23866,3284,61270478,4,1
hero,MALD1.1_sR,MALD1.1,190754,419,13,1,190754_80,698,80,7852,hero,hIro,3,2,1,2,1,2,4,379,5,22,34,2542,7912,1942,12346600,5,1
lay,MALD1.1_sR,MALD1.1,190754,301,13,1,190754_80,802,80,9725,lay,le,35,20,15,20,15,1,2,412,4,165,58,2970,17528,2145,16125669,3,1
loathe,MALD1.1_sR,MALD1.1,190754,491,13,2,190754_80,898,80,10051,loathe,loD,13,11,2,3,10,1,3,544,7,40,4,106,275,52,346325,4,1
mask,MALD1.1_sR,MALD1.1,190754,103,13,1,190754_80,877,80,10505,mask,m@sk,8,6,2,6,2,1,4,486,5,51,25,1010,4934,478,11656356,5,1
mouse,MALD1.1_sR,MALD1.1,190754,363,13,2,190754_80,899,80,11208,mouse,mWs,14,12,2,11,3,1,3,629,6,63,23,975,3760,456,33668364,4,1
oppose,MALD1.1_sR,MALD1.1,190754,16,13,2,190754_80,1498,80,11968,oppose,xpoz,3,1,2,2,1,2,4,637,7,7,2,110,3213,1036,3653137,5,1
pact,MALD1.1_sR,MALD1.1,190754,517,13,1,190754_80,945,80,12251,pact,p@kt,10,6,4,4,6,1,4,313,5,49,20,192,1647,302,2172780,5,1
papery,MALD1.1_sR,MALD1.1,190754,47,13,2,190754_80,2165,80,12368,papery,pepXi,2,1,1,1,1,3,5,425,6,5,2,4,113,0,50159,5,2
pool,MALD1.1_sR,MALD1.1,190754,235,13,1,190754_80,608,80,13298,pool,pul,18,16,2,17,1,1,3,409,5,94,20,2396,12198,1548,53058254,4,1
prayer,MALD1.1_sR,MALD1.1,190754,500,13,1,190754_80,672,80,13456,prayer,prEr,4,1,3,2,2,1,4,358,7,25,15,805,7584,1178,16763247,5,1
pull,MALD1.1_sR,MALD1.1,190754,178,13,2,190754_80,905,80,13929,pull,pUl,16,15,1,12,4,1,3,288,5,55,22,7469,17128,3784,19062074,4,1
rail,MALD1.1_sR,MALD1.1,190754,663,13,1,190754_80,766,80,14183,rail,rel,36,30,6,25,11,1,3,360,5,154,40,233,4334,419,17293944,4,1
savor,MALD1.1_sR,MALD1.1,190754,271,13,1,190754_80,1121,80,15186,savor,sevX,8,6,2,3,5,2,4,480,6,52,11,48,648,44,511915,5,2
scythe,MALD1.1_sR,MALD1.1,190754,91,13,1,190754_80,895,80,15316,scythe,sYD,11,10,1,5,6,1,3,435,6,40,1,16,159,0,241758,3,1
sickle,MALD1.1_sR,MALD1.1,190754,198,13,1,190754_80,1079,80,15651,sickle,sIkL,13,11,2,8,5,2,5,443,7,61,13,28,532,92,997530,6,1
sir,MALD1.1_sR,MALD1.1,190754,64,13,1,190754_80,927,80,15728,sir,sR,23,15,8,7,16,1,2,519,4,141,36,49188,16252,5576,20341429,3,1
slit,MALD1.1_sR,MALD1.1,190754,218,13,1,190754_80,836,80,15821,slit,slIt,18,15,3,7,11,1,4,383,5,35,18,194,842,78,1424732,5,1
spat,MALD1.1_sR,MALD1.1,190754,720,13,2,190754_80,1002,80,16060,spat,sp@t,12,8,4,3,9,1,4,441,5,30,21,79,951,64,638324,5,1
spy,MALD1.1_sR,MALD1.1,190754,783,13,1,190754_80,846,80,16210,spy,spY,15,6,9,5,10,1,3,469,4,37,13,1023,2699,709,20031037,4,1
trench,MALD1.1_sR,MALD1.1,190754,193,13,1,190754_80,877,80,17680,trench,trEnC,4,3,1,3,1,1,5,405,7,11,6,157,1234,133,1709629,6,1
use,MALD1.1_sR,MALD1.1,190754,95,13,5,190754_80,704,80,18234,use,yuz,13,9,4,9,4,1,3,580,4,73,30,17536,149661,20659,719989010,4,1
void,MALD1.1_sR,MALD1.1,190754,457,13,3,190754_80,786,80,18673,void,vOd,4,2,2,2,2,1,3,461,5,18,6,209,1839,206,32492676,4,1
warrant,MALD1.1_sR,MALD1.1,190754,448,13,4,190754_80,838,80,18812,warrant,wcrxnt,3,1,2,1,2,2,6,392,8,11,5,1060,2654,844,9167246,7,1
addition,MALD1.1_sR,MALD1.1,190871,538,42,1,190871_109,1634,109,229,addition,xdIS|n,5,2,3,4,1,3,6,503,9,5,3,395,27926,2101,73434482,7,2
assign,MALD1.1_sR,MALD1.1,190871,735,42,1,190871_109,829,109,1156,assign,xsYn,5,4,1,3,2,2,4,688,7,10,1,138,1157,98,7009078,5,1
band,MALD1.1_sR,MALD1.1,190871,357,42,1,190871_109,894,109,1486,band,b@nd,19,13,6,14,5,1,4,424,5,49,32,2724,16316,2359,68585119,5,1
booth,MALD1.1_sR,MALD1.1,190871,744,42,2,190871_109,761,109,2060,booth,buT,12,11,1,6,6,1,3,369,6,49,11,1039,3503,417,7723310,4,1
braid,MALD1.1_sR,MALD1.1,190871,517,42,4,190871_109,797,109,2133,braid,bred,18,15,3,5,13,1,4,379,6,47,6,48,669,26,981945,5,1
broth,MALD1.1_sR,MALD1.1,190871,2,42,2,190871_109,864,109,2240,broth,brcT,8,7,1,3,5,1,4,529,6,25,12,45,3039,61,1297117,5,1
bullet,MALD1.1_sR,MALD1.1,190871,224,42,1,190871_109,580,109,2299,bullet,bUl|t,5,3,2,4,1,2,5,431,7,11,9,1950,4323,1084,7442894,6,1
cheat,MALD1.1_sR,MALD1.1,190871,188,42,1,190871_109,659,109,2996,cheat,Cit,17,16,1,13,4,1,3,318,6,51,13,901,1411,365,9904417,4,1
chrome,MALD1.1_sR,MALD1.1,190871,773,42,1,190871_109,744,109,3133,chrome,krom,11,7,4,3,8,1,4,481,6,51,0,65,883,31,9330251,5,1
code,MALD1.1_sR,MALD1.1,190871,693,42,1,190871_109,599,109,3384,code,kod,28,23,5,16,12,1,3,374,5,105,33,2709,12359,2018,250250908,4,1
crime,MALD1.1_sR,MALD1.1,190871,13,42,2,190871_109,766,109,4188,crime,krYm,10,8,2,4,6,1,4,519,6,42,13,3633,23091,8591,40363040,5,1
deaf,MALD1.1_sR,MALD1.1,190871,759,42,2,190871_109,513,109,4478,deaf,dEf,13,11,2,4,9,1,3,355,5,49,10,741,2187,440,5774245,4,1
etch,MALD1.1_sR,MALD1.1,190871,645,42,1,190871_109,888,109,5871,etch,EC,15,11,4,7,8,1,2,315,5,66,10,10,161,22,751420,3,1
fire,MALD1.1_sR,MALD1.1,190871,480,42,3,190871_109,1094,109,6446,fire,fYr,22,18,4,15,7,2,3,482,5,100,34,10990,39024,9686,83858423,4,1
folly,MALD1.1_sR,MALD1.1,190871,165,42,1,190871_109,762,109,6625,folly,fali,11,10,1,10,1,2,4,459,5,81,17,74,749,52,1367992,5,1
fork,MALD1.1_sR,MALD1.1,190871,775,42,3,190871_109,641,109,6695,fork,fork,13,10,3,3,10,1,4,304,5,61,20,450,3993,203,7843006,5,1
friend,MALD1.1_sR,MALD1.1,190871,514,42,1,190871_109,736,109,6807,friend,frEnd,5,3,2,4,1,1,5,472,7,22,6,21384,39344,9083,154539828,6,1
glove,MALD1.1_sR,MALD1.1,190871,29,42,2,190871_109,1523,109,7233,glove,gl^v,3,2,1,1,2,1,4,376,6,11,10,515,2078,281,4715158,5,1
grace,MALD1.1_sR,MALD1.1,190871,595,42,2,190871_109,708,109,7328,grace,gres,16,14,2,4,12,1,4,507,6,55,29,2157,9873,1300,17646408,5,1
grating,MALD1.1_sR,MALD1.1,190871,235,42,1,190871_109,618,109,7375,grating,gretIG,2,1,1,1,1,2,6,377,8,14,12,16,346,13,894474,7,2
lest,MALD1.1_sR,MALD1.1,190871,309,42,1,190871_109,1016,109,9835,lest,lEst,23,20,3,17,6,1,4,444,5,59,37,100,1157,74,1921747,5,1
misty,MALD1.1_sR,MALD1.1,190871,542,42,2,190871_109,824,109,10970,misty,mIsti,5,2,3,1,4,2,5,495,5,19,8,80,809,148,2652959,6,2
panther,MALD1.1_sR,MALD1.1,190871,749,42,1,190871_109,758,109,12354,panther,p@nTX,3,2,1,1,2,2,5,488,8,8,3,131,694,108,3557196,6,1
pass,MALD1.1_sR,MALD1.1,190871,454,42,1,190871_109,892,109,12490,pass,p@s,24,19,5,11,13,1,3,415,5,89,40,5514,25153,5209,55196751,4,1
pent,MALD1.1_sR,MALD1.1,190871,476,42,1,190871_109,996,109,12676,pent,pEnt,22,19,3,16,6,1,4,335,5,61,36,10,329,51,388427,5,1
purge,MALD1.1_sR,MALD1.1,190871,685,42,2,190871_109,917,109,13978,purge,pRJ,14,10,4,7,7,1,3,437,6,43,9,82,504,66,1367409,4,1
robe,MALD1.1_sR,MALD1.1,190871,778,42,1,190871_109,732,109,14881,robe,rob,18,15,3,6,12,1,3,402,5,102,38,433,1833,125,2345968,4,1
rough,MALD1.1_sR,MALD1.1,190871,663,42,4,190871_109,646,109,14943,rough,r^f,20,17,3,11,9,1,3,376,6,72,20,1907,8215,1342,11557409,4,1
safe,MALD1.1_sR,MALD1.1,190871,574,42,1,190871_109,681,109,15065,safe,sef,11,10,1,3,8,1,3,490,5,40,16,7303,22748,5916,63175739,4,1
score,MALD1.1_sR,MALD1.1,190871,586,42,1,190871_109,944,109,15259,score,skor,14,10,4,7,7,1,4,489,6,34,16,1552,13504,983,69317191,5,1
season,MALD1.1_sR,MALD1.1,190871,602,42,1,190871_109,745,109,15327,season,sizN,3,2,1,1,2,2,5,474,7,24,11,1605,48653,4726,76447399,6,1
shallow,MALD1.1_sR,MALD1.1,190871,167,42,3,190871_109,619,109,15522,shallow,S@lo,12,10,2,7,5,2,4,472,8,30,4,301,4158,231,4834372,5,1
spit,MALD1.1_sR,MALD1.1,190871,314,42,1,190871_109,791,109,16137,spit,spIt,16,11,5,4,12,1,4,489,5,27,17,987,2006,230,2072889,5,1
splay,MALD1.1_sR,MALD1.1,190871,140,42,3,190871_109,1101,109,16143,splay,sple,4,1,3,2,2,1,4,447,5,8,5,4,65,3,130292,5,1
stank,MALD1.1_sR,MALD1.1,190871,62,42,4,190871_109,823,109,16282,stank,st@Gk,7,4,3,6,1,1,5,565,6,15,19,39,179,5,105369,6,1
stark,MALD1.1_sR,MALD1.1,190871,548,42,1,190871_109,786,109,16290,stark,stark,7,5,2,2,5,1,5,587,6,32,18,331,2970,443,3479265,6,1
troop,MALD1.1_sR,MALD1.1,190871,440,42,2,190871_109,686,109,17761,troop,trup,10,9,1,3,7,1,4,373,6,44,9,296,2428,651,2613768,5,1
